"Layer 1","MSE","User Time","CPU Time","Reutilized"
6,0.596379024090639,0.02,0,0
7,0.0700294135902678,0.00999999999999998,0,0
8,0.608549514573863,0.02,0.01,0
9,1.02847215941713,0.03,0,0
10,0.0481198339796609,0.00999999999999998,0,0
11,0.219996211989095,0,0.02,0
12,0.634319565287665,0.03,0,0
13,0.222190777412241,0.00999999999999998,0,0
14,0.129069008193128,0.02,0,0
15,1.25336341178737,0,0,0
16,0.518943404276469,0.00999999999999998,0.02,0
