"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"5857",13,13,11,10,0.130457364912226,0.0300000000000011,0,0
"11713",17,19,15,12,0.14119781352636,0.0499999999999972,0,0
"5858",13,13,13,10,0.14266628434093,0.0300000000000011,0,0
"1",9,14,11,17,0.144991033325363,0.0300000000000002,0,0
"2",9,14,16,10,0.145017334681615,0.0299999999999994,0,0
"1465",10,10,14,18,0.147472318655464,0.0199999999999996,0,0
"3",9,15,14,16,0.148243426793195,0.04,0,0
"11714",17,11,16,11,0.148818002147549,0.0400000000000063,0,0
"5859",13,13,11,16,0.148818468990029,0.0300000000000011,0,0
"4",9,16,14,19,0.148949407986577,0.00999999999999979,0,0
"1466",10,10,13,19,0.149144925412379,0.0299999999999994,0,0
"4393",12,19,10,18,0.149178565999688,0.0500000000000043,0,0
"11715",17,16,17,12,0.149243716638692,0.0300000000000011,0,0
"5",9,10,11,13,0.149280111466589,0.0399999999999998,0,0
"5860",13,11,18,12,0.149507449565366,0.0300000000000011,0,0
"13177",18,13,15,11,0.149539016841647,0.019999999999996,0,0
"11716",17,18,12,17,0.149654566593356,0.0400000000000063,0,0
"6",9,12,15,NA,0.149843107342973,0.03,0,0
"5861",13,13,14,NA,0.149876894300114,0.02,0,0
"11717",17,15,14,19,0.14990788256753,0.0500000000000114,0,0
"7",9,12,14,9,0.150257396281521,0.04,0,0
"1467",10,13,19,14,0.15053266531,0.0299999999999994,0,0
"11718",17,18,18,14,0.150702224833203,0.0299999999999869,0,0
"13178",18,9,18,10,0.150772399314857,0.0300000000000011,0,0
"13179",18,16,13,12,0.150887363469025,0.0400000000000063,0,0
"7321",14,18,15,19,0.151034581752301,0.0500000000000043,0,0
"4394",12,14,18,18,0.151503981726317,0.0399999999999991,0,0
"8",9,12,13,NA,0.151549773529884,0.01,0,0
"13180",18,15,18,12,0.152074652053601,0.0300000000000011,0,0
"9",9,11,12,11,0.152463728432902,0.01,0,0
"8785",15,16,13,19,0.152669549895679,0.029999999999994,0,0
"4395",12,15,11,10,0.152745494025077,0.0300000000000011,0,0
"5862",13,13,12,17,0.152869029102213,0.0399999999999991,0,0
"7322",14,18,9,17,0.15316978019414,0.0399999999999991,0,0
"10",9,14,18,19,0.15346678006563,0.0299999999999994,0,0
"1468",10,10,14,16,0.153697449060788,0.0300000000000011,0,0
"5863",13,11,18,NA,0.154007690671751,0.0100000000000002,0,0
"11719",17,15,17,12,0.154064963754141,0.0300000000000011,0,0
"11",9,15,18,NA,0.154234003487519,0.03,0,0
"4396",12,16,9,15,0.15467896646541,0.00999999999999801,0,0
"12",9,10,15,14,0.154740556908932,0.03,0,0
"1469",10,9,18,9,0.155013971914,0.0299999999999994,0,0
"1470",10,16,13,19,0.155051573762289,0.0399999999999991,0,0
"13",9,13,14,16,0.155212871531078,0.04,0,0
"13181",18,16,14,10,0.155273073736146,0.0400000000000063,0,0
"14",9,16,11,13,0.155285856427244,0.0299999999999994,0,0
"1471",10,10,19,16,0.15539287596424,0.0400000000000009,0,0
"1472",10,11,15,17,0.155446726106979,0.0300000000000011,0,0
"11720",17,15,15,16,0.155483226838937,0.0500000000000114,0,0
"11721",17,18,11,NA,0.155491210423128,0.0200000000000005,0,0
"5864",13,12,19,17,0.15551234377319,0.0499999999999972,0,0
"10249",16,15,11,13,0.155590057649353,0.0300000000000011,0,0
"11722",17,19,10,17,0.155752181942335,0.0400000000000063,0,0
"4397",12,12,11,19,0.155991622321351,0.0399999999999991,0,0
"5865",13,12,9,11,0.15609650301602,0.0499999999999972,0,0
"13182",18,17,16,18,0.1562128938927,0.0500000000000114,0,0
"13183",18,16,18,17,0.156264718139947,0.0600000000000023,0,0
"1473",10,17,13,12,0.156438565373372,0.0399999999999991,0,0
"13184",18,18,11,17,0.156524962539517,0.0499999999999972,0,0
"14641",19,12,13,11,0.156670567745172,0.0499999999999972,0,0
"7323",14,12,16,18,0.156680003477411,0.0399999999999991,0,0
"2929",11,17,12,19,0.156718634183858,0.0199999999999996,0,0
"11723",17,9,19,16,0.156772926548581,0.0499999999999972,0,0
"14642",19,13,10,12,0.157223625475874,0.0299999999999869,0,0
"1474",10,17,9,12,0.157474084059695,0.0299999999999994,0,0
"4398",12,10,19,18,0.157518489171927,0.0299999999999976,0,0
"15",9,12,15,13,0.157601461603704,0.0499999999999998,0,0
"1475",10,13,13,18,0.157686841791613,0.0400000000000009,0,0
"1476",10,13,11,19,0.157926347024996,0.0299999999999994,0,0
"10250",16,18,17,19,0.158052440224437,0.0499999999999972,0,0
"4399",12,13,9,9,0.158065794519268,0.0100000000000016,0,0
"16",9,16,17,NA,0.158307000232263,0.01,0.01,0
"17",9,12,15,12,0.158336424510943,0.04,0,0
"13185",18,16,18,15,0.158338867704584,0.039999999999992,0,0
"13186",18,19,13,18,0.158435614591841,0.0499999999999972,0,0
"1477",10,17,11,10,0.158672401262848,0.0400000000000009,0,0
"11724",17,18,10,12,0.158858524720951,0.0400000000000063,0,0
"5866",13,12,NA,NA,0.159056528815279,0.02,0,0
"1478",10,17,19,NA,0.159059252002678,0.03,0,0
"4400",12,19,15,14,0.159264734380239,0.0200000000000031,0,0
"4401",12,11,10,10,0.159323946368511,0.0300000000000011,0,0
"5867",13,12,16,NA,0.159727640698263,0.04,0,0
"1479",10,15,19,NA,0.159885379871461,0.03,0,0
"5868",13,19,17,15,0.159892314641244,0.0399999999999991,0,0
"1480",10,10,16,18,0.1599757534183,0.0400000000000009,0,0
"1481",10,19,18,10,0.159998024875247,0.0300000000000011,0,0
"1482",10,13,10,NA,0.160057960742408,0.01,0,0
"18",9,10,9,18,0.160235090214801,0.03,0,0
"5869",13,11,12,17,0.160295937194678,0.00999999999999801,0,0
"19",9,9,17,10,0.160356627801526,0.0299999999999999,0,0
"20",9,14,13,13,0.160358610614724,0.0299999999999994,0,0
"4402",12,18,13,9,0.160413032481371,0.0399999999999991,0,0
"13187",18,17,13,10,0.160422147300947,0.0499999999999972,0,0
"21",9,10,11,NA,0.160476074075747,0.03,0,0
"4403",12,16,14,12,0.160525743563881,0.0499999999999972,0,0
"22",9,14,16,16,0.161020079848851,0.04,0,0
"5870",13,15,9,14,0.161079060482445,0.0300000000000011,0,0
"1483",10,14,15,16,0.161156505083884,0.0299999999999994,0,0
"13188",18,19,18,11,0.161187404785075,0.0300000000000011,0,0
"13189",18,14,11,NA,0.161225850849332,0.0300000000000002,0,0
"23",9,9,12,NA,0.161281525544593,0.03,0,0
"1484",10,15,9,NA,0.161333678069382,0.0399999999999998,0,0
"13190",18,17,9,15,0.161372011278582,0.0299999999999869,0,0
"11725",17,17,17,15,0.161384480026182,0.0300000000000011,0,0
"13191",18,16,10,18,0.16139514730079,0.0300000000000011,0,0
"2930",11,15,12,17,0.161507273818386,0.0399999999999991,0,0
"11726",17,11,9,10,0.161531002744905,0.0300000000000011,0,0
"7324",14,10,10,10,0.161570684985753,0.029999999999994,0,0
"13192",18,18,13,13,0.161647390358099,0.0300000000000011,0,0
"5871",13,13,17,13,0.161688531296133,0.0500000000000043,0,0
"1485",10,9,13,13,0.161763427670912,0.0300000000000011,0,0
"24",9,17,13,14,0.161805610577186,0.0300000000000002,0,0
"13193",18,14,11,17,0.162031364032246,0.0499999999999972,0,0
"4404",12,10,17,18,0.162104758207218,0.0300000000000011,0,0
"14643",19,16,12,11,0.162183268867794,0.039999999999992,0,0
"11727",17,14,16,17,0.162318573285571,0.0400000000000063,0,0
"14644",19,10,19,11,0.162450658208249,0.0300000000000011,0,0
"13194",18,17,15,13,0.162498895708114,0.0499999999999972,0,0
"11728",17,15,9,14,0.162502945014192,0.00999999999999091,0,0
"8786",15,16,10,13,0.162536012857162,0.0300000000000011,0,0
"13195",18,14,11,11,0.162539829488958,0.019999999999996,0,0
"14645",19,15,10,9,0.16268789807769,0.019999999999996,0,0
"4405",12,17,19,NA,0.162796267155511,0,0.01,0
"13196",18,11,10,14,0.162829349186002,0.0300000000000011,0,0
"25",9,14,10,NA,0.162986528296978,0.01,0,0
"13197",18,16,19,12,0.163094666722767,0.0400000000000063,0,0
"4406",12,14,13,NA,0.163097670354624,0.02,0,0
"13198",18,16,10,9,0.163101307011643,0.0499999999999972,0,0
"13199",18,16,16,14,0.163141290059755,0.0499999999999972,0,0
"4407",12,17,15,14,0.163214531700568,0.0300000000000011,0,0
"13200",18,15,9,15,0.163218890123861,0.0300000000000011,0,0
"14646",19,15,10,13,0.163246431130508,0.0500000000000114,0,0
"13201",18,17,17,NA,0.163285786810165,0.04,0,0
"1486",10,14,9,NA,0.163392421631635,0.01,0,0
"5872",13,13,16,15,0.163397838581989,0.00999999999999801,0,0
"26",9,12,10,19,0.163438819582077,0.0300000000000002,0,0
"1487",10,14,9,9,0.163531870194413,0.0299999999999994,0,0
"5873",13,9,14,18,0.163582858818809,0.0300000000000011,0,0
"11729",17,14,19,17,0.163633672078193,0.039999999999992,0,0
"4408",12,14,17,NA,0.163636607635643,0.0300000000000002,0,0
