"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time","Reutilized"
23,23,23,23,0.00283764098988273,0.1,0,0
23,23,23,24,0.0205432962373769,0.06,0.03,0
23,23,23,25,0.0140172486400385,0.1,0.03,0
23,23,23,26,0.00701079694579717,0.06,0.03,0
23,23,23,27,0.024321360252641,0.1,0.02,0
23,23,23,28,0.00801247263327799,0.08,0.03,0
23,23,23,29,0.00393395714851632,0.08,0.05,0
23,23,23,30,0.0481941878100225,0.11,0.01,0
23,23,23,31,0.0192063436729226,0.09,0.01,0
23,23,23,32,0.0533202232951376,0.11,0.01,0
23,23,23,33,0.0358911409139532,0.14,0,0
23,23,24,23,0.0323464512184717,0.09,0,0
23,23,24,24,0.00711816022347566,0.11,0,0
23,23,24,25,0.0346487565537126,0.1,0,0
23,23,24,26,0.0167117119599968,0.11,0,0
23,23,24,27,0.00719985077703441,0.08,0,0
23,23,24,28,0.0106605920985527,0.11,0,0
23,23,24,29,0.0493846923771805,0.11,0,0
23,23,24,30,0.112890620147733,0.11,0,0
23,23,24,31,0.00375556070415021,0.11,0,0
23,23,24,32,0.0166933750499806,0.09,0,0
23,23,24,33,0.0509152684658019,0.11,0,0
23,23,25,23,0.000567016441074781,0.11,0,0
23,23,25,24,0.0335913573595428,0.09,0,0
23,23,25,25,0.00507715318802651,0.11,0,0
23,23,25,26,0.00446416982793705,0.08,0,0
23,23,25,27,0.0230328521507308,0.11,0,0
23,23,25,28,0.00740934165899386,0.11,0,0
23,23,25,29,0.0214245852863149,0.09,0,0
23,23,25,30,0.00665916420814862,0.09,0,0
23,23,25,31,0.0264759196697166,0.12,0,0
23,23,25,32,0.0029081594266044,0.1,0,0
23,23,25,33,0.0112850306381083,0.11,0,0
23,23,26,23,0.0216835057157271,0.11,0,0
23,23,26,24,0.0271822190647662,0.11,0,0
23,23,26,25,0.0109997471224657,0.09,0,0
23,23,26,26,0.00939905352690612,0.11,0,0
23,23,26,27,0.0491449233419768,0.11,0,0
23,23,26,28,0.000579123026584698,0.11,0,0
23,23,26,29,0.00302807332966483,0.13,0,0
23,23,26,30,0.00782295273887446,0.11,0,0
23,23,26,31,0.041245303129704,0.12,0,0
23,23,26,32,0.00794972240310303,0.11,0,0
23,23,26,33,0.0158313344623747,0.11,0,0
23,23,27,23,0.00265839467323106,0.11,0,0
23,23,27,24,0.0673445877120857,0.11,0,0
23,23,27,25,0.00161750667889433,0.11,0,0
23,23,27,26,0.0119618061715426,0.09,0,0
23,23,27,27,0.00519350595039104,0.11,0,0
23,23,27,28,0.00530834326144491,0.11,0,0
23,23,27,29,0.0546379014757357,0.11,0,0
23,23,27,30,0.0117184288234659,0.11,0,0
23,23,27,31,0.0452860981156381,0.11,0,0
23,23,27,32,0.00974421586979673,0.11,0,0
23,23,27,33,0.0129917849364343,0.13,0,0
23,23,28,23,0.0729524838049918,0.11,0,0
23,23,28,24,0.0128859801134535,0.11,0,0
23,23,28,25,0.00152998382916158,0.12,0,0
23,23,28,26,0.0264208420830325,0.11,0,0
23,23,28,27,0.00548909725875526,0.11,0,0
23,23,28,28,0.00264737999908468,0.11,0,0
23,23,28,29,0.00163026021520327,0.11,0,0
23,23,28,30,0.0223424807377542,0.13,0,0
23,23,28,31,0.00215870497588061,0.11,0,0
23,23,28,32,0.0459416552610475,0.11,0,0
23,23,28,33,0.0195114703700294,0.12,0,0
23,23,29,23,0.011798701607631,0.0900000000000001,0,0
23,23,29,24,0.0233806846950528,0.11,0,0
23,23,29,25,0.0276405267841795,0.13,0,0
23,23,29,26,0.00233671932174966,0.11,0,0
23,23,29,27,0.0118678712902945,0.12,0,0
23,23,29,28,0.02204465689371,0.11,0,0
23,23,29,29,0.0190284232556001,0.13,0,0
23,23,29,30,0.0263677833931003,0.12,0,0
23,23,29,31,0.00524335383882229,0.13,0,0
23,23,29,32,0.0344200629900554,0.11,0,0
23,23,29,33,0.0415711346989934,0.11,0,0
23,23,30,23,0.0109310814078928,0.11,0,0
23,23,30,24,0.00550170889006348,0.11,0,0
23,23,30,25,0.00594103895306377,0.0899999999999999,0,0
23,23,30,26,0.00596977789996029,0.11,0,0
23,23,30,27,0.00641362617343782,0.11,0,0
23,23,30,28,0.0101774507924307,0.0800000000000001,0,0
23,23,30,29,0.00465156578015932,0.11,0,0
23,23,30,30,0.0198673570278265,0.13,0,0
23,23,30,31,0.0157312684812838,0.12,0,0
23,23,30,32,0.0384489527246639,0.12,0,0
23,23,30,33,0.000729910933978628,0.12,0,0
23,23,31,23,0.0143402875326338,0.0899999999999999,0,0
23,23,31,24,0.0259779709352466,0.11,0,0
23,23,31,25,0.00806739595339391,0.13,0,0
23,23,31,26,0.0284916518866111,0.11,0,0
23,23,31,27,0.013654804362605,0.11,0,0
23,23,31,28,0.116673887151543,0.12,0,0
23,23,31,29,0.0377366824011361,0.13,0,0
23,23,31,30,0.0147106981759253,0.12,0,0
23,23,31,31,0.00825444631574228,0.12,0,0
23,23,31,32,0.0099665781775647,0.11,0,0
23,23,31,33,0.0146143513482681,0.14,0,0
23,23,32,23,0.0765957969444108,0.12,0,0
23,23,32,24,0.0151223777315502,0.0900000000000001,0,0
23,23,32,25,0.0117806430895149,0.11,0,0
23,23,32,26,0.0455853361714772,0.11,0,0
23,23,32,27,0.00705578737284546,0.13,0,0
23,23,32,28,0.0517056076524751,0.11,0,0
23,23,32,29,0.0868499659561973,0.12,0,0
23,23,32,30,0.0122497849074498,0.13,0,0
23,23,32,31,0.00396731840076422,0.11,0,0
23,23,32,32,0.0173009243307108,0.0899999999999999,0,0
23,23,32,33,0.00120707137533984,0.12,0,0
23,23,33,23,0.00476775878853114,0.13,0,0
23,23,33,24,0.011403561437625,0.13,0,0
23,23,33,25,0.0360411843530354,0.11,0,0
23,23,33,26,0.00851738158345292,0.13,0,0
23,23,33,27,0.0211342356518479,0.14,0,0
23,23,33,28,0.0292754886169412,0.11,0,0
23,23,33,29,0.0325454652792904,0.11,0,0
23,23,33,30,0.0471981972131256,0.13,0,0
23,23,33,31,0.0102040869467948,0.13,0,0
23,23,33,32,0.0099239033276969,0.13,0,0
23,23,33,33,0.0363158560887714,0.12,0,0
23,24,23,23,0.0197007274554388,0.0900000000000001,0,0
23,24,23,24,0.0100279295710653,0.1,0,0
23,24,23,25,0.0156540908936527,0.0900000000000001,0,0
23,24,23,26,0.0517558008923131,0.11,0,0
23,24,23,27,0.029444840334845,0.0900000000000001,0,0
23,24,23,28,0.0428582596519776,0.0999999999999999,0,0
23,24,23,29,0.0521539938745786,0.11,0,0
23,24,23,30,0.010405603783552,0.0800000000000001,0,0
23,24,23,31,0.00256537368678711,0.11,0,0
