"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",5,12,6,7,0.209452978836413,0.00999999999999979,0,0
"2",5,7,10,12,0.209835431225439,0.02,0,0
"3",5,14,15,11,0.225725291417665,0.0199999999999996,0,0
"4",5,14,6,13,0.230852644776128,0.0100000000000007,0,0
"5",5,7,8,5,0.231348710948105,0.01,0,0
"6",5,15,12,13,0.234214837175615,0.0100000000000016,0,0
"7",5,12,11,10,0.235854755251182,0.00999999999999979,0,0
"8",5,15,13,9,0.327058186593818,0.0499999999999989,0,0
"9",5,12,15,7,0.33349021539664,0.0499999999999998,0,0
"10",5,6,5,8,0.335728885274028,0.04,0,0
"11",5,13,6,8,0.350040309172518,0.0300000000000002,0,0
"12",5,6,11,5,0.354012613515543,0.01,0,0
"13",5,15,12,15,0.358914024746797,0.0399999999999991,0,0
"14",5,12,10,11,0.361463278809583,0.0100000000000007,0,0
"15",5,13,10,13,0.361972540588665,0.0299999999999994,0,0
"16",5,7,15,6,0.364223166806243,0.0100000000000002,0,0
"17",5,12,14,NA,0.364571856257739,0.03,0,0
"18",5,13,14,12,0.366862567192969,0.0300000000000002,0,0
"19",5,9,7,6,0.367344658824046,0.0299999999999998,0,0
"20",5,10,6,8,0.368684414843466,0.0300000000000002,0,0
"21",5,15,7,6,0.371260442180017,0.0299999999999994,0,0
"22",5,13,13,NA,0.371519684485739,0.0299999999999999,0,0
"23",5,14,12,6,0.37248704761392,0.0300000000000011,0,0
"24",5,6,5,7,0.373403607780451,0.02,0,0
"25",5,11,13,6,0.377823860518325,0.0100000000000007,0,0
"26",5,13,11,10,0.378348295091166,0.0500000000000007,0,0
"27",5,11,13,5,0.378668067572778,0.0299999999999994,0,0
"28",5,5,7,13,0.379016521482423,0.03,0,0
"29",5,12,9,7,0.379287070829913,0.04,0,0
"30",5,13,10,6,0.380883864116835,0.0300000000000002,0,0
"31",5,7,7,14,0.381647833024739,0.03,0,0
"32",5,14,6,11,0.382040220927459,0.0199999999999996,0,0
"33",5,12,14,13,0.38219690224143,0.0300000000000002,0,0
"34",5,13,9,8,0.382471734730872,0.0300000000000002,0,0
"35",5,11,11,5,0.382675208044066,0.04,0,0
"36",5,12,7,9,0.382733458474348,0.0499999999999998,0,0
"37",5,14,13,6,0.382785924393422,0.0299999999999994,0,0
"38",5,5,11,13,0.383024144865051,0.03,0,0
"39",5,5,5,5,0.383356853321966,0.02,0,0
"40",5,12,12,11,0.383802584197967,0.04,0,0
"41",5,15,6,10,0.384600791934376,0.0200000000000005,0,0
"42",5,8,11,NA,0.38476146859934,0.01,0,0
"43",5,13,8,12,0.385121764994657,0.0299999999999994,0,0
"44",5,13,14,15,0.385326895645821,0.0299999999999994,0,0
"45",5,5,11,8,0.386709295123494,0.0299999999999999,0,0
"46",5,8,6,6,0.386819564478336,0.0300000000000002,0,0
"47",5,15,6,5,0.387298519121213,0.0299999999999994,0,0
"48",5,13,7,5,0.388027360830113,0.00999999999999979,0,0
"49",5,12,15,6,0.388116345564619,0.0499999999999998,0,0
"50",5,14,15,10,0.388391519134161,0.04,0,0
"51",5,6,10,9,0.38840556304387,0.03,0,0
"52",5,14,8,5,0.388613897959137,0.0300000000000002,0,0
"53",5,14,5,11,0.38869532399946,0.0300000000000002,0,0
"54",5,8,13,13,0.390377720558237,0.0299999999999998,0,0
"55",5,12,15,10,0.390605330019737,0.04,0,0
"56",5,15,9,10,0.390923677834254,0.0499999999999989,0,0
"57",5,14,13,13,0.391032313336777,0.00999999999999979,0,0
"58",5,14,5,6,0.39111013476409,0.0100000000000007,0,0
"59",5,14,7,7,0.391327391077407,0.04,0,0
"60",5,12,6,5,0.391476349534055,0.0199999999999996,0,0
"61",5,6,7,5,0.392799029553416,0.03,0,0
"62",5,6,6,7,0.392820111904345,0.02,0,0
"63",5,5,5,7,0.393034381809448,0.05,0,0
"64",5,9,5,8,0.393308168464573,0.04,0,0
"65",5,15,14,7,0.393948207724025,0.0199999999999996,0,0
"66",5,14,10,15,0.394054218836494,0.04,0,0
"67",5,12,7,5,0.395144356967964,0.0299999999999994,0,0
"68",5,12,12,10,0.396101784574376,0.0299999999999994,0,0
"69",5,15,5,5,0.396230253284109,0.0199999999999996,0,0
"70",5,14,7,11,0.396915323132303,0.04,0,0
"71",5,10,12,5,0.397203522481582,0.0300000000000002,0,0
"72",5,7,9,5,0.397545515928894,0.03,0,0
"73",5,13,15,6,0.398338401827489,0.0200000000000005,0,0
"74",5,12,5,14,0.398616879418588,0.0100000000000007,0,0
"75",5,13,10,11,0.39867435568347,0.0300000000000002,0,0
"76",5,10,6,5,0.399049115183723,0.0199999999999996,0,0
"77",5,15,8,7,0.399148633879765,0.0299999999999994,0,0
"78",5,6,10,6,0.399172860211994,0.01,0,0
"79",5,15,5,9,0.400056769384264,0.0199999999999996,0,0
"80",5,13,9,7,0.40020005403882,0.0200000000000005,0,0
"81",5,14,10,7,0.400250154727136,0.0499999999999998,0,0
"82",5,15,15,6,0.400547267906404,0.0199999999999996,0,0
"83",5,12,7,6,0.400733708486578,0.0299999999999994,0,0
"84",5,8,14,9,0.400953175339145,0.04,0,0
"85",5,6,8,5,0.401036839518258,0.03,0,0
"86",5,14,15,7,0.401490439499176,0.0299999999999994,0,0
"87",5,13,6,6,0.402350196629591,0.0300000000000002,0,0
"88",5,10,10,9,0.402605699626131,0.0200000000000005,0,0
"89",5,6,13,5,0.403370656490224,0.02,0,0
"90",5,7,9,14,0.404062229667367,0.0299999999999998,0,0
"91",5,5,12,11,0.404468991161932,0.03,0,0
"92",5,14,8,12,0.404670313504919,0.0200000000000005,0,0
"93",5,13,15,8,0.405070317018943,0.0300000000000002,0,0
"94",5,14,13,14,0.405192783847872,0.0500000000000007,0,0
"95",5,5,10,7,0.405367559907011,0.03,0,0
"96",5,14,9,7,0.405374724758132,0.0300000000000002,0,0
"97",5,12,11,12,0.405775261110136,0.0499999999999998,0,0
"98",5,14,10,5,0.405813723414936,0.0299999999999994,0,0
"99",5,10,11,7,0.406475981122451,0,0,0
"100",5,7,8,12,0.406876240514603,0.03,0,0
"101",5,10,12,9,0.406961936581823,0.00999999999999979,0,0
"102",5,14,12,10,0.40699623804399,0.0499999999999998,0,0
"103",5,9,10,11,0.40711347401184,0.04,0,0
"104",5,14,14,9,0.407642039376159,0.0300000000000002,0,0
"105",5,13,5,7,0.407672639161054,0.0299999999999994,0,0
"106",5,13,6,5,0.408589245529161,0.0299999999999994,0,0
"107",5,6,10,5,0.408738913225155,0.03,0,0
"108",5,12,15,13,0.408857567409409,0.0300000000000002,0,0
"109",5,12,9,12,0.409602623214177,0.04,0,0
"110",5,15,8,5,0.409976505511919,0.0199999999999996,0,0
"111",5,7,5,7,0.410075759698085,0.03,0,0
"112",5,6,8,8,0.410544512464756,0.01,0,0
"113",5,7,9,6,0.410700708933149,0.04,0,0
"114",5,11,11,7,0.410723879584989,0.0499999999999998,0,0
"115",5,12,5,12,0.410871855570441,0.0300000000000002,0,0
"116",5,7,8,13,0.410876081675078,0.01,0,0
"117",5,14,6,6,0.411032725100184,0.0200000000000005,0,0
"118",5,13,9,10,0.411627528108087,0.0299999999999994,0,0
"119",5,15,15,9,0.411717720179157,0.0499999999999989,0,0
"120",5,5,15,14,0.411881054865118,0.05,0,0
"121",5,15,13,7,0.412051642777876,0.0300000000000011,0,0
"122",5,12,11,14,0.412260194475653,0.0199999999999996,0,0
"123",5,12,15,5,0.412279300985273,0.0300000000000002,0,0
"124",5,15,12,14,0.412458228024645,0.0299999999999994,0,0
"125",5,7,14,7,0.412536744277902,0.0300000000000002,0,0
"126",5,9,13,7,0.41266778772014,0.02,0,0
"127",5,15,10,13,0.412822428121593,0.0299999999999994,0,0
"128",5,15,12,8,0.412843710126416,0.0299999999999994,0,0
"129",5,11,11,9,0.412860484095937,0.0200000000000005,0,0
"130",5,6,12,5,0.412999805846825,0.01,0,0
"131",5,15,5,8,0.413148751384819,0.00999999999999979,0,0
"132",5,7,15,9,0.413329273134216,0.0499999999999998,0,0
"133",5,8,5,10,0.413992105657754,0.00999999999999979,0,0
"134",5,12,10,10,0.414261945383688,0.0300000000000002,0,0
"135",5,12,9,11,0.414305332677229,0.0299999999999994,0,0
"136",5,12,9,6,0.414661072957763,0.0299999999999994,0,0
"137",5,5,5,14,0.414967356740297,0.03,0,0
"138",5,10,14,9,0.415012717575665,0.0100000000000007,0,0
"139",5,9,9,6,0.415014630230438,0.04,0,0
"140",5,13,10,9,0.415048692934987,0.0299999999999994,0,0
"141",5,14,11,12,0.415284358420153,0.0300000000000002,0,0
"142",5,5,12,12,0.415880672716831,0.03,0,0
"143",5,6,7,12,0.416079784002398,0.0299999999999998,0,0
"144",5,11,9,7,0.416367342266027,0.04,0,0
