"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",17,21,NA,NA,0.0875184046422286,0.00999999999999998,0.02,0
"2",17,23,22,NA,0.0903517539628896,0.0299999999999999,0,0
"3",17,22,26,NA,0.0906488470695428,0.05,0,0
"4",17,17,19,25,0.0913316355566134,0.05,0,0
"5",17,18,20,17,0.0921778732644687,0.03,0,0
"6",17,18,19,19,0.0922320879595068,0.04,0,0
"7",17,26,17,25,0.0924659271642048,0.0700000000000003,0,0
"8",17,27,20,22,0.0925140430507627,0.0500000000000007,0,0
"9",17,17,24,NA,0.0926502603449667,0.05,0,0
"10",17,21,26,NA,0.0928338514119366,0.05,0,0
"11",17,19,24,NA,0.0928506280451153,0.05,0,0
"12",17,22,20,27,0.0928875789993273,0.0499999999999998,0,0
"13",17,25,22,NA,0.0929619388720729,0.05,0,0
"14",17,23,24,NA,0.0931755761679346,0.03,0,0
"15",17,24,19,27,0.0932205005312726,0.0600000000000005,0,0
"16",17,23,19,18,0.0932738147557647,0.0599999999999996,0,0
"17",17,22,21,18,0.0933059268782176,0.04,0,0
"18",17,24,20,NA,0.0933184315320571,0.0599999999999999,0,0
"19",17,18,25,23,0.093360703527645,0.05,0,0
"20",17,19,27,17,0.0934311512569532,0.0600000000000001,0,0
"21",17,25,19,NA,0.0934615753669358,0.0299999999999999,0,0
"22",17,22,23,19,0.0935147151636066,0.04,0,0
"23",17,26,19,27,0.0936298286721913,0.0500000000000007,0,0
"24",17,20,27,NA,0.0936752632845111,0.04,0,0
"25",17,22,20,NA,0.0937105223604323,0.0600000000000001,0,0
"26",17,26,27,18,0.0937108267967916,0.0600000000000005,0,0
"27",17,26,20,NA,0.0938700668135046,0.0600000000000001,0,0
"28",17,20,24,17,0.0938803055493985,0.0500000000000003,0,0
"29",17,18,19,NA,0.0938823101513645,0.03,0,0
"30",17,18,26,NA,0.0939396585597948,0.04,0,0
"31",17,19,26,26,0.0943036561322387,0.0799999999999996,0,0
"32",17,18,26,23,0.0943102678926887,0.0700000000000003,0,0
"33",17,25,25,24,0.0943513311924507,0.0800000000000001,0,0
"34",17,18,18,22,0.0943629264780034,0.03,0.01,0
"35",17,26,22,17,0.0946541965124506,0.0500000000000007,0,0
"36",17,22,26,20,0.094766901206099,0.0599999999999996,0,0
"37",17,17,20,19,0.0947891928398743,0.04,0,0
"38",17,27,23,21,0.0948377212210968,0.0800000000000001,0,0
"39",17,26,18,NA,0.0948465202394288,0.04,0,0
"40",17,22,25,18,0.0948779220668325,0.0599999999999996,0,0
"41",17,18,21,17,0.0948987890371439,0.04,0,0
"42",17,17,20,18,0.094929263063785,0.05,0,0
"43",17,20,20,26,0.0950420497555317,0.0499999999999998,0,0
"44",17,23,21,20,0.0950594390273975,0.0599999999999996,0,0
"45",17,26,20,19,0.0951037524115969,0.0500000000000007,0,0
"46",17,25,23,18,0.0951067262754048,0.0499999999999989,0,0
"47",17,23,27,21,0.0951509158436773,0.0600000000000005,0,0
"48",17,21,19,24,0.0951593829379296,0.04,0,0
"49",17,27,17,19,0.0951762268994754,0.0600000000000005,0,0
"50",17,17,20,21,0.0951967943610678,0.03,0,0
"51",17,24,25,NA,0.0952123536019505,0.04,0,0
"52",17,23,22,27,0.0952146082566372,0.0699999999999994,0,0
"53",17,25,27,NA,0.0952300432703803,0.0499999999999999,0,0
"54",17,19,20,26,0.0953283869223458,0.04,0,0
"55",17,21,22,25,0.0953798202068314,0.0900000000000007,0,0
"56",17,18,17,19,0.0954052300249792,0.03,0,0
"57",17,27,24,NA,0.095413910159071,0.05,0,0
"58",17,18,24,23,0.0954269651024801,0.04,0,0
"59",17,27,22,17,0.0954438269826759,0.0499999999999989,0,0
"60",17,20,26,26,0.095485402475645,0.0800000000000001,0,0
"61",17,27,22,NA,0.0954967562854771,0.04,0,0
"62",17,26,24,24,0.0954997820002997,0.0500000000000007,0,0
"63",17,20,24,21,0.0954998669991316,0.0700000000000003,0,0
"64",17,17,27,26,0.0955042351428638,0.0600000000000001,0,0
"65",17,17,21,22,0.0955129130266253,0.0299999999999999,0,0
"66",17,27,17,27,0.0955285329779248,0.0599999999999987,0,0
"67",17,17,18,NA,0.0955614514905482,0.04,0,0
"68",17,19,21,24,0.0957261522267106,0.0699999999999998,0,0
"69",17,24,21,27,0.0957753054636238,0.0600000000000005,0,0
"70",17,19,22,19,0.0957934176631794,0.04,0,0
"71",17,19,20,17,0.0958742358000254,0.04,0,0
"72",17,24,25,22,0.0959015274556516,0.0800000000000001,0,0
"73",17,23,27,25,0.09590321904359,0.0700000000000003,0,0
"74",17,27,21,27,0.0959730545788387,0.0500000000000007,0,0
"75",17,20,26,19,0.095993592710655,0.0700000000000003,0,0
"76",17,19,23,NA,0.0960198167153008,0.03,0,0
"77",17,25,17,24,0.0960353895664651,0.0500000000000007,0,0
"78",17,22,27,25,0.0960458178669361,0.0800000000000001,0,0
"79",17,25,19,27,0.0961242981531426,0.0499999999999989,0,0
"80",17,24,19,23,0.096240013177385,0.0600000000000005,0,0
"81",17,21,22,21,0.0962512904335583,0.0600000000000005,0,0
"82",17,19,17,26,0.0962992923084299,0.0300000000000002,0,0
"83",17,18,20,24,0.0963016354370452,0.0600000000000001,0,0
"84",17,18,27,25,0.096307166119529,0.0600000000000001,0,0
"85",17,21,21,17,0.0963293251335405,0.0499999999999998,0,0
"86",17,22,24,22,0.0963674600910298,0.0499999999999998,0,0
"87",17,18,21,26,0.0963905805963368,0.0700000000000001,0,0
"88",17,19,25,27,0.0963957645494006,0.0699999999999998,0,0
"89",17,27,23,NA,0.0964021453693549,0.0700000000000001,0,0
"90",17,19,26,25,0.096429430230504,0.0800000000000001,0,0
"91",17,26,18,21,0.0964827387208755,0.0599999999999987,0,0
"92",17,23,17,19,0.0964830832205052,0.0499999999999998,0,0
"93",17,27,20,20,0.0965459716718342,0.0399999999999991,0,0
"94",17,21,18,23,0.0965506921745731,0.0599999999999996,0,0
"95",17,19,26,27,0.0965527839803658,0.0499999999999998,0,0
"96",17,22,20,23,0.0966019721994643,0.0599999999999996,0,0
"97",17,20,20,20,0.0966154407170292,0.0500000000000003,0,0
"98",17,25,17,18,0.0966314121590687,0.0400000000000009,0,0
"99",17,22,17,25,0.0966318005768063,0.0499999999999998,0,0
"100",17,19,27,26,0.0967161441803387,0.0499999999999998,0,0
"101",17,23,19,24,0.0967282124319465,0.0700000000000003,0,0
"102",17,20,20,21,0.0967445693914835,0.0499999999999998,0,0
"103",17,19,18,20,0.096748330057352,0.0499999999999998,0,0
"104",17,21,20,19,0.0967546185738691,0.0500000000000007,0,0
"105",17,19,27,24,0.0967548642922419,0.0699999999999998,0,0
"106",17,27,25,21,0.096760288948821,0.0600000000000005,0,0
"107",17,23,20,18,0.0967603507607603,0.0599999999999996,0,0
"108",17,17,18,17,0.0967698259633037,0.05,0,0
"109",17,17,22,17,0.0967785406064649,0.03,0,0
"110",17,18,18,26,0.0967800278837334,0.0599999999999998,0,0
"111",17,24,18,27,0.0967914560416218,0.0600000000000005,0,0
"112",17,22,23,20,0.0968213896187204,0.0600000000000005,0,0
"113",17,25,25,27,0.0968305938919656,0.0800000000000001,0,0
"114",17,21,17,25,0.0968365357211882,0.0300000000000002,0,0
"115",17,25,24,27,0.0968794881100047,0.0600000000000005,0,0
"116",17,19,22,26,0.0969305961616596,0.0600000000000001,0,0
"117",17,25,18,23,0.0969935483428668,0.0800000000000001,0,0
"118",17,22,21,17,0.0970129629412677,0.0599999999999996,0,0
"119",17,23,25,27,0.0970309451345019,0.0499999999999998,0,0
"120",17,21,18,21,0.0971358549483589,0.04,0,0
"121",17,20,20,23,0.0971885719059302,0.0600000000000001,0,0
"122",17,23,26,18,0.0972426792907716,0.0599999999999996,0,0
"123",17,26,24,25,0.0972566127959902,0.0700000000000003,0,0
"124",17,27,17,20,0.0972641329235737,0.0600000000000005,0,0
"125",17,22,17,22,0.0973090505260373,0.0500000000000007,0,0
"126",17,22,18,26,0.0973144096553431,0.0600000000000005,0,0
"127",17,22,17,19,0.0973308959024217,0.0599999999999996,0,0
"128",17,24,18,26,0.0973611527184455,0.0600000000000005,0,0
"129",17,20,18,23,0.0974056458411397,0.0499999999999998,0,0
"130",17,18,21,NA,0.0974088107513751,0.04,0,0
"131",17,18,23,26,0.0974187539330459,0.0699999999999998,0,0
"132",17,18,26,18,0.0974430998146525,0.0300000000000002,0,0
"133",17,21,18,20,0.0974640386549606,0.0500000000000007,0,0
"134",17,21,22,20,0.0974652521281894,0.0600000000000005,0,0
"135",17,18,19,22,0.0974709881340063,0.0600000000000001,0,0
"136",17,27,27,NA,0.0974854803851962,0.0499999999999998,0,0
"137",17,18,27,24,0.0975033314587415,0.0699999999999998,0,0
"138",17,21,17,27,0.0975045166956551,0.0700000000000003,0,0
"139",17,23,22,25,0.0975376763395835,0.0300000000000002,0,0
"140",17,26,21,26,0.0975505750008341,0.0599999999999987,0,0
"141",17,23,24,22,0.0975526122307,0.0499999999999998,0,0
"142",17,27,26,23,0.0975528327709231,0.0600000000000005,0,0
"143",17,21,22,22,0.0975549560967279,0.0499999999999998,0.01,0
"144",17,20,21,19,0.0975556303425377,0.0499999999999998,0,0
"145",17,19,23,18,0.0975657597294851,0.0499999999999998,0,0
"146",17,24,17,23,0.0975725817389164,0.0499999999999998,0,0
"147",17,21,19,NA,0.097575663548385,0.05,0,0
"148",17,20,20,22,0.0975768491019926,0.0499999999999998,0,0
"149",17,27,25,24,0.097583724314858,0.0700000000000003,0,0
"150",17,24,22,25,0.0975864371170012,0.0800000000000001,0,0
"151",17,22,21,25,0.097607352379438,0.0600000000000005,0,0
"152",17,20,21,23,0.0976184609842031,0.0499999999999998,0,0
"153",17,25,23,23,0.0976324392987879,0.0700000000000003,0,0
"154",17,27,17,17,0.0976360706974907,0.0499999999999989,0,0
"155",17,18,27,19,0.0976365181926251,0.0700000000000003,0,0
"156",17,20,23,NA,0.0976367043804093,0.04,0,0
"157",17,24,24,21,0.0976401185789381,0.0600000000000005,0,0
"158",17,22,26,18,0.0976432486546793,0.0700000000000003,0,0
"159",17,22,25,20,0.097646064902972,0.0499999999999998,0,0
"160",17,25,17,26,0.0976565944325142,0.0600000000000005,0,0
"161",17,26,17,NA,0.0976761558443079,0.0399999999999999,0,0
"162",17,17,18,18,0.0976925831125978,0.03,0,0
"163",17,20,21,17,0.0976942923972506,0.0600000000000001,0,0
"164",17,27,18,22,0.0977001594535337,0.0499999999999989,0,0
"165",17,26,21,NA,0.0977118592991326,0.0299999999999999,0,0
"166",17,25,23,NA,0.0977323028578345,0.0599999999999999,0,0
"167",17,21,23,23,0.097736500866634,0.0600000000000005,0,0
"168",17,27,20,25,0.097773939707706,0.0700000000000003,0,0
"169",17,23,19,23,0.0977880756288878,0.0499999999999998,0,0
"170",17,22,26,24,0.0977932704744044,0.0599999999999996,0,0
"171",17,25,20,26,0.0978319295925131,0.0500000000000007,0,0
"172",17,21,23,24,0.0978418383317312,0.0800000000000001,0,0
"173",17,17,21,23,0.0978511412125923,0.0700000000000001,0,0
"174",17,18,27,26,0.0978918492691509,0.04,0,0
"175",17,24,23,22,0.0979069056980381,0.0600000000000005,0,0
"176",17,18,18,17,0.0979161734849323,0.05,0,0
"177",17,22,17,23,0.0979314880309833,0.0499999999999998,0,0
"178",17,25,26,26,0.0979405810391691,0.0800000000000001,0,0
"179",17,18,24,26,0.0979694118366275,0.0700000000000001,0,0
"180",17,23,26,25,0.0979695115497782,0.0800000000000001,0,0
"181",17,27,26,25,0.0979700333301343,0.0800000000000001,0,0
"182",17,27,17,24,0.0980152147790478,0.0600000000000005,0,0
"183",17,18,27,27,0.0980272370996561,0.0600000000000001,0,0
"184",17,24,19,24,0.0980371230052625,0.0499999999999998,0,0
"185",17,23,27,23,0.0980374092866217,0.0899999999999999,0,0
"186",17,19,24,25,0.0980408278968118,0.0600000000000001,0,0
"187",17,19,17,24,0.098044239600858,0.0700000000000003,0,0
"188",17,20,19,24,0.0980496598995507,0.04,0,0
"189",17,18,18,25,0.0980769801657538,0.0699999999999998,0,0
"190",17,27,23,27,0.0980780030638631,0.0800000000000001,0,0
"191",17,25,19,19,0.0980909635499716,0.0499999999999989,0,0
"192",17,20,23,26,0.0981093540578959,0.0699999999999998,0,0
"193",17,20,18,22,0.0981322810035146,0.0499999999999998,0,0
"194",17,17,17,18,0.098175648901611,0.02,0.03,0
"195",17,26,24,27,0.0981806586886109,0.0800000000000001,0,0
"196",17,22,18,27,0.0981822604969251,0.0600000000000005,0,0
"197",17,25,22,17,0.0981853393353107,0.0399999999999991,0,0
"198",17,18,25,24,0.0982045685780732,0.0600000000000001,0,0
"199",17,24,18,21,0.0982065444909588,0.0499999999999998,0,0
"200",17,20,26,17,0.0982551621810688,0.0599999999999996,0,0
"201",17,22,21,26,0.0982584862844284,0.0600000000000005,0,0
"202",17,25,17,27,0.0982790074250439,0.0600000000000005,0,0
"203",17,26,17,23,0.0982978360753099,0.0499999999999989,0,0
"204",17,22,25,24,0.0982987075304795,0.0700000000000003,0,0
"205",17,21,26,21,0.0983011638640987,0.0700000000000003,0,0
"206",17,20,17,24,0.0983043760073369,0.0500000000000003,0,0
"207",17,18,17,17,0.0983097763939139,0.05,0,0
"208",17,17,17,25,0.0983357605138912,0.06,0,0
"209",17,17,20,24,0.098337383354409,0.05,0,0
"210",17,17,17,23,0.0983458539024639,0.05,0.01,0
"211",17,25,24,23,0.0983633807981762,0.0799999999999983,0,0
"212",17,26,21,24,0.0983674117552728,0.0500000000000007,0,0
"213",17,25,19,24,0.0983718908638756,0.0600000000000005,0,0
"214",17,21,27,20,0.0983922429934703,0.0700000000000003,0,0
"215",17,17,25,25,0.0984348443170508,0.0600000000000001,0,0
"216",17,18,21,24,0.0984349099887827,0.05,0,0
"217",17,21,27,22,0.0984360906084037,0.0699999999999994,0,0
"218",17,26,25,21,0.0984436799956368,0.0700000000000003,0,0
"219",17,23,18,18,0.098445761178446,0.0499999999999998,0,0
"220",17,26,23,NA,0.0984539824004005,0.0599999999999999,0,0
"221",17,18,17,23,0.098454900313352,0.04,0,0
"222",17,18,26,21,0.0984615177396696,0.0700000000000003,0,0
"223",17,25,20,25,0.0984694093863523,0.0800000000000001,0,0
"224",17,22,26,22,0.0984716904065928,0.0800000000000001,0,0
"225",17,19,23,22,0.0984746367417462,0.0600000000000001,0,0
"226",17,19,18,26,0.0984810636550695,0.0499999999999998,0,0
"227",17,18,22,24,0.0984857515634687,0.0600000000000001,0,0
"228",17,19,17,22,0.0984875625022627,0.0500000000000003,0,0
"229",17,17,17,22,0.098495400418149,0.07,0.01,0
"230",17,27,20,21,0.0985137568280062,0.0700000000000003,0,0
"231",17,21,18,27,0.0985161179750422,0.0699999999999994,0,0
"232",17,25,19,25,0.0985524199783613,0.0800000000000001,0,0
"233",17,27,23,24,0.0985571059384961,0.0500000000000007,0,0
"234",17,27,18,18,0.09858553321271,0.0499999999999989,0,0
"235",17,23,21,24,0.0985940858654513,0.0600000000000005,0,0
"236",17,17,17,21,0.098619023435664,0.03,0.03,0
"237",17,19,23,23,0.0986339009125518,0.0600000000000001,0,0
"238",17,18,23,NA,0.0986646230733107,0.03,0,0
"239",17,21,20,27,0.0986865899166972,0.0499999999999998,0,0
"240",17,20,17,26,0.0986880507453528,0.0499999999999998,0,0
"241",17,21,23,25,0.0987109463415122,0.0599999999999996,0,0
"242",17,27,22,24,0.0987129745253905,0.0700000000000003,0,0
"243",17,18,19,21,0.0987212068404195,0.0499999999999998,0,0
"244",17,21,26,19,0.0987225971982265,0.0700000000000003,0,0
"245",17,26,23,26,0.0987255193325387,0.0800000000000001,0,0
"246",17,22,19,21,0.0987309815337211,0.0499999999999998,0,0
"247",17,17,27,22,0.0987412066332724,0.0499999999999998,0,0
"248",17,25,26,22,0.0987419357044965,0.0500000000000007,0,0
"249",17,18,17,20,0.0987425393433478,0.04,0,0
"250",17,27,19,27,0.0987608418823837,0.0600000000000005,0,0
"251",17,21,17,18,0.0987650008687926,0.0499999999999998,0,0
"252",17,20,23,23,0.0987730813010935,0.0600000000000001,0,0
"253",17,24,22,21,0.0987767853536139,0.0699999999999985,0,0
"254",17,26,27,22,0.0987948257766953,0.0800000000000001,0,0
"255",17,21,27,27,0.0987952844923752,0.0700000000000003,0,0
"256",17,23,27,17,0.0988020806255511,0.04,0,0
"257",17,26,17,27,0.098807605138028,0.0600000000000005,0,0
"258",17,22,24,26,0.0988125079177123,0.0800000000000001,0,0
"259",17,21,24,21,0.0988272595626247,0.0599999999999996,0,0
"260",17,17,19,27,0.0988301688272302,0.05,0,0
"261",17,24,18,19,0.0988412229030831,0.0600000000000005,0,0
"262",17,26,22,27,0.0988580792468973,0.0600000000000005,0,0
"263",17,19,18,NA,0.0988967849891425,0.05,0,0
"264",17,18,20,27,0.0989474838063194,0.0600000000000001,0,0
"265",17,25,21,22,0.0989514223606885,0.0500000000000007,0,0
"266",17,20,23,19,0.0989937801700017,0.0500000000000003,0,0
"267",17,26,25,27,0.0989983735587285,0.0899999999999999,0,0
"268",17,22,21,24,0.0989994851134051,0.0600000000000005,0,0
"269",17,20,21,26,0.0990012081799211,0.0700000000000003,0,0
"270",17,17,22,25,0.0990042858296228,0.03,0,0
"271",17,22,21,27,0.0990048961253448,0.0499999999999998,0,0
"272",17,18,23,25,0.0990058579093312,0.0600000000000001,0,0
"273",17,27,24,22,0.0990157376980328,0.0399999999999991,0,0
"274",17,26,21,21,0.0990359039103698,0.0600000000000005,0,0
"275",17,18,17,NA,0.0990359990556639,0.03,0,0
"276",17,21,19,19,0.0990563591581482,0.0699999999999994,0,0
"277",17,24,NA,NA,0.0991060280200734,0.03,0.02,0
"278",17,18,19,23,0.0991268493408015,0.03,0,0
"279",17,24,23,26,0.0991400165134635,0.0499999999999989,0,0
"280",17,24,26,20,0.099140105888023,0.0600000000000005,0,0
"281",17,25,21,25,0.0991536679003517,0.0600000000000005,0,0
"282",17,19,22,24,0.0991568950779259,0.04,0,0
"283",17,24,24,19,0.0991612300372579,0.0500000000000007,0,0
"284",17,22,20,18,0.0991694782512498,0.04,0,0
"285",17,24,27,18,0.0991756091612174,0.0599999999999987,0,0
"286",17,18,21,21,0.0991777065817964,0.04,0,0
"287",17,22,21,NA,0.0992047357318338,0.0700000000000001,0,0
"288",17,27,26,26,0.0992123407314002,0.0799999999999983,0,0
"289",17,18,26,27,0.0992348118672388,0.0600000000000001,0,0
"290",17,24,18,25,0.0992421000861795,0.0599999999999996,0,0
"291",17,26,21,18,0.0992428113716769,0.0500000000000007,0,0
"292",17,19,21,26,0.0992554361961153,0.0499999999999998,0,0
"293",17,24,23,23,0.0992582552113897,0.0600000000000005,0,0
"294",17,17,21,20,0.0992837310221029,0.03,0,0
"295",17,17,23,18,0.0992870046710825,0.04,0,0
"296",17,25,27,21,0.0992958923542557,0.0600000000000005,0,0
"297",17,21,27,19,0.0993108003248093,0.0599999999999996,0,0
"298",17,21,20,26,0.0993146437980894,0.0300000000000002,0,0
"299",17,21,19,21,0.099315707611737,0.0599999999999996,0,0
"300",17,27,18,27,0.0993198235185878,0.0599999999999987,0,0
"301",17,24,20,22,0.0993372216164592,0.0700000000000003,0,0
"302",17,21,17,21,0.0993426658714911,0.0300000000000002,0,0
"303",17,19,21,19,0.0993520584938617,0.0299999999999998,0,0
"304",17,22,25,25,0.0993603484680765,0.0800000000000001,0,0
"305",17,23,23,18,0.0993625784382844,0.0599999999999996,0,0
"306",17,23,19,26,0.099374032167367,0.0600000000000005,0,0
"307",17,17,18,20,0.0993921258692413,0.04,0,0
"308",17,26,17,26,0.0994043943989666,0.0699999999999985,0,0
"309",17,19,19,27,0.0994116419781144,0.04,0,0
"310",17,19,21,25,0.0994172594122712,0.0600000000000001,0,0
"311",17,21,23,26,0.0994211614243956,0.0599999999999996,0,0
"312",17,23,26,26,0.0994236431148078,0.0799999999999992,0,0
"313",17,24,19,22,0.0994250306059871,0.0499999999999998,0,0
"314",17,19,24,23,0.0994257758395253,0.0699999999999998,0,0
"315",17,26,26,26,0.0994374457937288,0.0800000000000001,0,0
"316",17,20,19,20,0.0994479144762364,0.04,0,0
"317",17,25,22,27,0.0994539092164759,0.0600000000000005,0,0
"318",17,18,17,24,0.0994592631453295,0.0600000000000001,0,0
