"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",4,NA,NA,NA,0.132627770836938,0.00999999999999998,0,0
"14641",14,5,11,8,0.150168231943412,0,0,0
"14642",14,14,14,NA,0.164059027194404,0,0,0
"14643",14,9,12,10,0.164117093188525,0.019999999999996,0,0
"14644",14,4,11,NA,0.165224495248625,0.0299999999999994,0,0
"14645",14,4,14,6,0.166075240964196,0.019999999999996,0,0
"14646",14,12,9,NA,0.167373918496464,0.0199999999999996,0,0
"14647",14,5,5,12,0.167889529852393,0.019999999999996,0,0
"14648",14,12,9,9,0.168016335458582,0.0100000000000051,0,0
"14649",14,12,9,10,0.168964946241486,0.0200000000000102,0,0
"14650",14,8,13,13,0.169465422464653,0.0400000000000063,0,0
"14651",14,8,11,10,0.170626061293062,0.0200000000000102,0,0
"11713",12,13,NA,NA,0.171133059346698,0.0299999999999999,0,0
"14652",14,4,6,NA,0.171540242935231,0,0,0
"14653",14,4,8,14,0.171699717619837,0.0300000000000011,0,0
"14654",14,5,10,14,0.172764733478706,0.019999999999996,0,0
"10249",11,6,12,NA,0.174823114592947,0,0,0
"14655",14,10,14,5,0.175760144671666,0.0300000000000011,0,0
"14656",14,5,12,NA,0.176640612548567,0,0,0
"14657",14,8,8,12,0.176945888955982,0.00999999999999091,0,0
"14658",14,11,6,NA,0.177331440966718,0.0100000000000007,0,0
"13177",13,6,NA,NA,0.177484447513003,0.01,0,0
"14659",14,14,10,NA,0.177490226153063,0.00999999999999979,0,0
"14660",14,6,10,11,0.177696737309822,0.0200000000000102,0,0
"10250",11,9,7,NA,0.177714614725485,0.0199999999999996,0,0
"14661",14,10,7,13,0.177979516387061,0.0400000000000063,0,0
"14662",14,10,12,13,0.17918357364147,0.0300000000000011,0,0
"14663",14,9,14,12,0.179416574458053,0.0100000000000051,0,0
"10251",11,9,NA,NA,0.180132697088437,0.02,0,0
"14664",14,8,10,10,0.180476439297879,0.019999999999996,0,0
"14665",14,4,8,4,0.180903364322971,0,0,0
"10252",11,6,5,NA,0.181267518460482,0,0,0
"14666",14,6,14,NA,0.182200954384255,0.00999999999999979,0,0
"14667",14,5,8,5,0.182424379618661,0.0200000000000102,0,0
"8785",10,12,13,NA,0.18257679576696,0.0199999999999996,0,0
"10253",11,12,4,13,0.183008964302773,0.00999999999999801,0,0
"10254",11,9,10,9,0.183410834890961,0.00999999999999801,0,0
"13178",13,7,NA,NA,0.183792182218828,0.02,0,0
"13179",13,5,12,12,0.183833852192854,0.00999999999999801,0,0
"11714",12,6,8,NA,0.184640923620697,0,0,0
"10255",11,14,13,13,0.184823119596846,0.0300000000000011,0,0
"14668",14,8,14,4,0.18529839647223,0.019999999999996,0,0
"14669",14,4,10,5,0.185710162785733,0.0200000000000102,0,0
"14670",14,14,5,11,0.185725469685845,0.0300000000000011,0,0
"14671",14,6,11,9,0.185997091822503,0.019999999999996,0,0
"14672",14,5,9,10,0.186726743906147,0.019999999999996,0,0
"8786",10,6,11,11,0.186798276376085,0.019999999999996,0,0
"14673",14,9,5,NA,0.186835449228039,0.0199999999999996,0,0
"14674",14,5,12,14,0.187343736772448,0.0100000000000051,0,0
"8787",10,7,6,NA,0.18743236220346,0.0100000000000002,0,0
"14675",14,5,6,14,0.187565539166858,0.00999999999999091,0,0
"14676",14,10,5,7,0.187773372958761,0.00999999999999091,0,0
"13180",13,9,4,14,0.187988654206929,0.0200000000000102,0,0
"14677",14,8,7,12,0.188214977822132,0.019999999999996,0,0
"14678",14,7,7,NA,0.18825890892199,0.00999999999999979,0,0
"14679",14,11,13,14,0.188312334041706,0.019999999999996,0,0
"7321",9,10,13,NA,0.1884083199811,0.02,0,0
"14680",14,8,5,NA,0.188472096182477,0.0100000000000007,0,0
"10256",11,5,13,14,0.188479191453209,0.00999999999999801,0,0
"14681",14,8,4,7,0.188611669189861,0.0100000000000051,0,0
"14682",14,4,4,9,0.189343683539802,0.0100000000000051,0,0
"14683",14,8,5,14,0.18978172074404,0.0300000000000011,0,0
"8788",10,13,12,NA,0.18988109224704,0.0199999999999996,0,0
"14684",14,10,9,NA,0.190047791660834,0.0200000000000005,0,0
"13181",13,13,NA,NA,0.190402997911374,0.02,0,0
"14685",14,4,13,5,0.190445782285082,0.019999999999996,0,0
"5857",8,7,13,12,0.190518639413583,0.0200000000000031,0,0
"5858",8,6,NA,NA,0.190804278313125,0,0,0
"14686",14,10,11,NA,0.19083227532377,0.04,0,0
"13182",13,6,13,9,0.191055801063073,0.0100000000000051,0,0
"8789",10,6,8,NA,0.191155086215034,0,0,0
"14687",14,8,5,9,0.191376660856534,0.019999999999996,0,0
"8790",10,13,14,8,0.191548248129075,0.0300000000000011,0,0
"11715",12,9,10,9,0.191575680332607,0.0300000000000011,0,0
"7322",9,13,13,5,0.191605041752958,0.0200000000000031,0,0
"14688",14,4,NA,NA,0.191631583247038,0.01,0,0
"1465",5,10,7,NA,0.191983253189364,0.02,0,0
"2929",6,9,NA,NA,0.192608390940556,0.02,0,0
"14689",14,4,7,12,0.192653231168291,0.019999999999996,0,0
"14690",14,9,14,13,0.192786991280827,0.0300000000000011,0,0
"10257",11,14,9,11,0.192807987733778,0.00999999999999801,0,0
"10258",11,8,11,9,0.192895718193492,0.0200000000000031,0,0
"14691",14,8,5,10,0.192951129266072,0.0300000000000011,0,0
"14692",14,14,5,9,0.193045365302455,0.019999999999996,0,0
"7323",9,13,5,NA,0.193049379605217,0,0,0
"13183",13,6,12,12,0.193050783690913,0.0200000000000031,0,0
"14693",14,4,14,5,0.193120394516002,0.00999999999999091,0,0
"14694",14,5,9,11,0.193270445675207,0.019999999999996,0,0
"14695",14,14,6,7,0.193308647942237,0.0100000000000051,0,0
