"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",4,14,12,10,0.00931704053533235,0.0200000000000005,0,0
"2",4,14,10,14,0.0094835532867465,0.0200000000000005,0,0
"3",4,8,7,13,0.00950556127040848,0.02,0,0
"4",4,7,8,14,0.00955161170106983,0.00999999999999979,0,0
"5",4,6,7,12,0.00962948049429009,0.02,0,0
"6",4,8,5,14,0.00963922406651209,0.02,0,0
"7",4,7,10,6,0.00968027377472748,0.02,0,0
"8",4,10,7,NA,0.00972891160783185,0.02,0,0
"9",4,14,10,13,0.00975234361639237,0.0100000000000007,0,0
"10",4,7,13,10,0.00976344042242387,0.02,0,0
"11",4,11,13,4,0.00978721428996591,0.0100000000000007,0,0
"12",4,12,9,14,0.00979815560670269,0.00999999999999979,0,0
"13",4,12,12,NA,0.00980283812830536,0.01,0,0
"14",4,13,14,11,0.00982923854590286,0.0299999999999994,0,0
"15",4,9,14,6,0.00983516599400122,0.0199999999999996,0,0
"16",4,8,12,NA,0.00986034994436497,0.02,0,0
"17",4,6,12,5,0.00986183756976569,0.02,0,0
"18",4,7,14,14,0.00986717020448323,0.02,0,0
"19",4,7,13,8,0.00988578914696948,0.0300000000000002,0,0
"20",4,14,9,9,0.00993285606085523,0.00999999999999979,0,0
"21",4,4,8,13,0.00994913892256998,0,0,0
"22",4,11,6,9,0.00996281745165033,0.0199999999999996,0,0
"23",4,8,4,10,0.00996710018672496,0.00999999999999979,0,0
"24",4,11,12,11,0.00997298817314075,0.00999999999999979,0,0
"25",4,14,10,9,0.00999734461442617,0.00999999999999979,0,0
"26",4,10,8,14,0.0100000328392052,0.0200000000000005,0,0
"27",4,5,4,13,0.0100103813880436,0.02,0,0
"28",4,12,10,4,0.0100305557934948,0.0200000000000005,0,0
"29",4,12,13,10,0.0100321138110065,0.0199999999999996,0,0
"30",4,5,7,11,0.010032746284752,0.02,0,0
"31",4,8,6,5,0.0100581880797273,0.0100000000000002,0,0
"32",4,8,5,6,0.0100707341324566,0,0,0
"33",4,5,14,9,0.0100779802627498,0.02,0,0
"34",4,5,11,12,0.0100809069297039,0.02,0,0
"35",4,12,11,12,0.0100858548368779,0.04,0,0
"36",4,14,14,13,0.0100898362747851,0.00999999999999979,0,0
"37",4,5,11,NA,0.0100990517608876,0.02,0,0
"38",4,6,9,6,0.0101031006097509,0,0,0
"39",4,13,10,10,0.0101227136131632,0.0300000000000002,0,0
"40",4,7,11,9,0.0101524076720475,0.02,0,0
"41",4,13,4,11,0.0101720645759767,0.00999999999999979,0,0
"42",4,12,6,NA,0.0101793804072468,0.01,0,0
"43",4,10,13,13,0.0101832268639991,0.0199999999999996,0,0
"44",4,7,8,13,0.0101927805040915,0.0100000000000002,0,0
"45",4,12,5,NA,0.0102071814127368,0.01,0,0
"46",4,14,8,NA,0.0102173763093943,0.01,0.01,0
"47",4,6,8,4,0.0102183148338461,0.02,0,0
"48",4,7,14,NA,0.0102235924501431,0.02,0,0
"49",4,12,14,8,0.0102313212954541,0.0199999999999996,0,0
"50",4,6,6,8,0.0102352652576578,0.02,0,0
"51",4,11,6,8,0.0102393401598959,0,0,0
"52",4,8,9,14,0.0102573218119797,0.0299999999999998,0,0
"53",4,14,8,6,0.0102750448830804,0.0199999999999996,0,0
"54",4,8,13,6,0.0102873893957274,0.02,0,0
"55",4,6,8,13,0.0102984507205266,0.02,0,0
"56",4,7,4,8,0.0103158675404403,0.02,0,0
"57",4,5,7,4,0.0103215003354277,0.02,0,0
"58",4,6,14,12,0.0103241087459333,0.0100000000000002,0,0
"59",4,6,8,5,0.0103406985743399,0.02,0,0
"60",4,10,8,7,0.0103422714237282,0.0100000000000007,0,0
"61",4,10,13,5,0.0103528541711891,0.0100000000000007,0,0
"62",4,8,6,11,0.0103547312278947,0.00999999999999979,0,0
"63",4,12,13,8,0.0103894488152833,0.0199999999999996,0,0
"64",4,8,NA,NA,0.0103951425174539,0.02,0,0
"65",4,11,6,5,0.0103969576882768,0,0,0
"66",4,13,14,10,0.0103985869137818,0.0199999999999996,0,0
"67",4,7,9,6,0.0104105565032351,0.02,0,0
"68",4,13,5,7,0.0104169337165606,0.00999999999999979,0,0
"69",4,10,8,8,0.010448268858528,0.00999999999999979,0,0
"70",4,9,12,10,0.01046318396251,0.0100000000000007,0,0
"71",4,10,11,13,0.0104746837607722,0.0200000000000005,0,0
"72",4,7,13,11,0.0104762834467305,0.02,0,0
"73",4,8,10,6,0.0104780091651391,0.02,0,0
"74",4,9,14,12,0.0104842262692041,0.0199999999999996,0,0
"75",4,6,7,NA,0.0105056824639539,0.01,0,0
"76",4,6,14,NA,0.0105178574736701,0.00999999999999995,0,0
"77",4,5,9,NA,0.0105300784814081,0.00999999999999998,0,0
"78",4,7,9,NA,0.0105347603165595,0.00999999999999995,0,0
"79",4,8,7,7,0.0105388619690188,0.02,0,0
"80",4,13,7,8,0.0105421227129483,0.00999999999999979,0,0
"81",4,7,9,4,0.0105468639174325,0.02,0,0
"82",4,14,14,11,0.0105517911037636,0.04,0,0
"83",4,10,12,11,0.0105699189050298,0.0199999999999996,0,0
"84",4,9,6,12,0.0105705100264055,0.00999999999999979,0,0
"85",4,4,7,NA,0.0105763392375646,0.02,0,0
"86",4,6,7,4,0.0105787647428556,0.02,0,0
"87",4,13,10,6,0.0105890674705108,0.0199999999999996,0,0
"88",4,9,10,NA,0.010596375391441,0.01,0,0
"89",4,13,13,NA,0.0106154037024002,0,0,0
"90",4,8,13,12,0.0106350272243854,0.02,0,0
"91",4,13,8,6,0.0106431027344841,0.00999999999999979,0,0
"92",4,13,14,12,0.0106473080109301,0.00999999999999979,0,0
"93",4,12,NA,NA,0.0106508864096442,0.02,0,0
"94",4,14,5,13,0.0106584653553136,0.00999999999999979,0,0
"95",4,11,10,NA,0.0106606506642134,0.02,0,0
"96",4,11,11,NA,0.010661076252849,0,0,0
"97",4,8,7,5,0.0106724849885025,0.0100000000000002,0,0
"98",4,14,8,12,0.010672496252639,0.0200000000000005,0,0
"99",4,8,13,13,0.0106789897050526,0.00999999999999979,0,0
"100",4,14,13,14,0.0106806902651278,0.0200000000000005,0,0
"101",4,13,7,6,0.0106895305905625,0.0200000000000005,0,0
"102",4,10,10,5,0.01069779851157,0.0200000000000005,0,0
"103",4,13,13,5,0.0107206118512663,0.00999999999999979,0,0
"104",4,11,14,6,0.0107231421097937,0.0199999999999996,0,0
