"Layer 1","Layer 2","MSE","User Time","CPU Time","Reutilized"
2,2,0.0911368832463081,0.00999999999999998,0,0
2,3,0.164847968496002,0.02,0,0
2,4,0.103835900987211,0.02,0,0
2,5,0.0873167958376775,0.02,0,0
2,6,0.117185266180176,0.02,0,0
2,7,0.110044525724717,0.00999999999999998,0,0
2,8,0.125633595083635,0.00999999999999998,0,0
2,9,0.126295610410917,0.00999999999999998,0,0
2,10,0.104688396947148,0,0,0
2,11,0.144350144996414,0.00999999999999998,0,0
2,12,0.135677620157251,0.00999999999999998,0,0
3,2,0.111633208107262,0.00999999999999998,0,0
3,3,0.0825582415403341,0,0,0
3,4,0.0842326155904173,0,0,0
3,5,0.0829222094693539,0,0,0
3,6,0.0858846064727917,0.01,0,0
3,7,0.19932197909573,0,0,0
3,8,0.0983967400537221,0.01,0,0
3,9,0.399293961057327,0.02,0,0
3,10,0.139686081997609,0.01,0,0
3,11,0.25346553926773,0,0,0
3,12,0.324108267339758,0.02,0,0
4,2,0.0898165066769032,0,0,0
4,3,0.0875656780176396,0,0,0
4,4,0.148590838624506,0.01,0,0
4,5,0.177739534639763,0,0,0
4,6,0.133804885114222,0,0,0
4,7,0.239446766641578,0.00999999999999995,0,0
4,8,0.0926466703664767,0.02,0,0
4,9,0.126901128168675,0.00999999999999995,0,0
4,10,0.0989630478632249,0,0,0
4,11,0.115856704365963,0.02,0,0
4,12,0.234936429700973,0.02,0,0
5,2,0.084390281574675,0.02,0,0
5,3,0.122113056282036,0.02,0,0
5,4,0.0903634369352061,0.01,0,0
5,5,0.165801952133922,0,0,0
5,6,0.116686076475854,0.02,0,0
5,7,0.105906364160463,0,0,0
5,8,0.243094844720446,0.00999999999999995,0,0
5,9,0.109898102511748,0,0,0
5,10,0.598494308958246,0.02,0,0
5,11,0.17067748059348,0,0,0
5,12,0.10477374177854,0.00999999999999995,0,0
6,2,0.176210283162051,0,0,0
6,3,0.0890737861106509,0,0,0
6,4,0.0945370473192317,0,0,0
6,5,0.140158690833318,0,0,0
6,6,0.0851426423389464,0,0,0
6,7,0.0859298359608369,0,0,0
6,8,0.172194834237501,0,0,0
6,9,0.104434540739828,0.02,0,0
6,10,0.207804300890563,0.01,0,0
6,11,0.121601959492856,0.02,0,0
6,12,0.333061370031024,0.02,0,0
7,2,0.118195081670515,0.03,0,0
7,3,0.0955249489040781,0.02,0,0
7,4,0.0932962540630802,0,0,0
7,5,0.115550642166975,0.02,0,0
7,6,0.222372957691702,0.01,0,0
7,7,0.122312921880153,0.01,0,0
7,8,0.104317920679085,0,0,0
7,9,0.0937927714284148,0.02,0,0
7,10,0.254996624358758,0.02,0,0
7,11,0.192674631132151,0.02,0,0
7,12,0.175232826208982,0.02,0,0
8,2,0.090622871340665,0,0,0
8,3,0.110639643377379,0,0,0
8,4,0.0932706144772716,0.02,0,0
8,5,0.10093544607786,0.02,0,0
8,6,0.0816161619158585,0,0,0
8,7,0.131046399529438,0,0,0
8,8,0.199841472923444,0,0.01,0
8,9,0.0938799041489619,0,0,0
8,10,0.0997576952912689,0.01,0,0
8,11,0.193999358004051,0.02,0,0
8,12,0.302636229898984,0.02,0,0
9,2,0.0921212904004315,0,0,0
9,3,0.085233331704002,0,0,0
9,4,0.0893266280566411,0.02,0,0
9,5,0.118700250355705,0.01,0,0
9,6,0.0906398916814043,0.02,0,0
9,7,0.246656370720324,0,0,0
9,8,0.114343961877361,0.02,0,0
9,9,0.110471945706805,0.02,0,0
9,10,0.17338916594358,0,0,0
9,11,0.130031987717943,0.01,0,0
9,12,0.282022478832549,0.02,0,0
10,2,0.136492720973297,0.01,0,0
10,3,0.0864160395999338,0.01,0,0
10,4,0.104936843361836,0,0,0
10,5,0.514665204661175,0,0,0
10,6,0.122567894536377,0,0,0
10,7,0.479497717250556,0,0,0
10,8,0.131669207191461,0.03,0,0
10,9,0.152218059496315,0,0,0
10,10,0.232441352363493,0.01,0,0
10,11,0.774599969754388,0,0,0
10,12,0.29549182345674,0,0,0
11,2,0.113566229939719,0.01,0,0
11,3,0.0861061291502991,0,0,0
11,4,0.0940146280435401,0.02,0,0
11,5,0.164277152836364,0,0,0
11,6,0.105106473412057,0.01,0,0
11,7,0.0842411443173817,0.02,0,0
11,8,0.105889825356325,0.02,0,0
11,9,0.158687668298481,0.02,0,0
11,10,0.457949972292261,0.01,0,0
11,11,0.139949226691087,0.01,0,0
11,12,0.311452056554234,0.01,0,0
12,2,0.115456870727715,0,0,0
12,3,0.105821828227698,0,0,0
12,4,0.192110413082701,0.01,0,0
12,5,0.11411443940019,0,0,0
12,6,0.10042334466996,0,0,0
12,7,0.086347915226745,0,0,0
12,8,0.130560480123572,0,0,0
12,9,0.119202940486488,0,0,0
12,10,0.113245243092899,0,0,0
12,11,0.438923435068513,0.02,0,0
12,12,0.184545974466962,0,0,0
