"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time","Reutilized"
5,5,5,0.237425542150213,0.03,0,0
5,5,6,0.25615294011082,0.00999999999999998,0,0
5,5,7,0.204028408102733,0.03,0,0
5,5,8,0.267738036147381,0.03,0,0
5,5,9,0.401983640821082,0,0.03,0
5,5,10,0.210103927267765,0.00999999999999998,0,0
5,5,11,0.212700184293258,0.02,0,0
5,5,12,0.220579668583447,0.00999999999999998,0.01,0
5,5,13,0.434665124840625,0.02,0,0
5,5,14,0.638489049174618,0.00999999999999998,0,0
5,5,15,0.521780829900157,0.00999999999999998,0,0
5,6,5,0.13550604452481,0.02,0,0
5,6,6,0.298360906018294,0,0,0
5,6,7,0.216586214316778,0.02,0,0
5,6,8,0.336694233779471,0.02,0,0
5,6,9,0.221256340065224,0.03,0,0
5,6,10,0.246002603010796,0.02,0,0
5,6,11,0.381927864305283,0.03,0,0
5,6,12,0.292416902426757,0.02,0,0
5,6,13,0.283897402965895,0,0,0
5,6,14,0.345058489717715,0.01,0,0
5,6,15,0.283608635845975,0.02,0,0
5,7,5,0.240045706477694,0.02,0,0
5,7,6,0.253106930424039,0.02,0,0
5,7,7,0.226989941365934,0.02,0,0
5,7,8,0.284503243498294,0.02,0,0
5,7,9,0.48374761013852,0.02,0,0
5,7,10,0.28286405835234,0.02,0,0
5,7,11,0.250168512811991,0.02,0,0
5,7,12,0.224606138685385,0.01,0,0
5,7,13,0.202095100142693,0.00999999999999995,0,0
5,7,14,0.26044788271803,0.01,0,0
5,7,15,0.298685078240485,0.00999999999999995,0,0
5,8,5,0.269391185681098,0.01,0,0
5,8,6,0.270928860578027,0.02,0,0
5,8,7,0.323969667189381,0.02,0,0
5,8,8,0.590239528398519,0.02,0,0
5,8,9,0.284632970611011,0.01,0,0
5,8,10,0.410776594382432,0.02,0,0
5,8,11,0.176663143531635,0,0,0
5,8,12,0.409954014665663,0.03,0,0
5,8,13,0.351936515384434,0.03,0,0
5,8,14,0.282264557952043,0.02,0,0
5,8,15,0.806328562906762,0.02,0,0
5,9,5,0.220241851570914,0.01,0,0
5,9,6,0.276212295238198,0.01,0,0
5,9,7,0.261471214842411,0.02,0,0
5,9,8,0.225216401679431,0.02,0,0
5,9,9,0.310821732139623,0.01,0,0
5,9,10,0.234034715718296,0,0,0
5,9,11,0.321406925217337,0.02,0,0
5,9,12,0.291762442170951,0,0,0
5,9,13,0.390925151846344,0.02,0,0
5,9,14,0.274322045214112,0.02,0,0
5,9,15,0.45953106446528,0.02,0,0
5,10,5,0.346350984282071,0.01,0,0
5,10,6,0.282810205511269,0.01,0,0
5,10,7,0.298848996962033,0.02,0,0
5,10,8,0.332993813639485,0.02,0,0
5,10,9,0.376754299838778,0.02,0,0
5,10,10,0.37610342210573,0.01,0,0
5,10,11,0.308322306876481,0.01,0,0
5,10,12,0.586618910976479,0.01,0,0
5,10,13,1.00840798473916,0.01,0,0
5,10,14,0.454745092075374,0.03,0,0
5,10,15,0.459440470750539,0.02,0,0
5,11,5,0.265271932932312,0.03,0,0
5,11,6,0.208918512437784,0.0099999999999999,0,0
5,11,7,0.250918372709744,0.01,0,0
5,11,8,0.351908972264961,0.02,0,0
5,11,9,0.358850188287163,0.01,0,0
5,11,10,0.390799632046567,0.01,0,0
5,11,11,0.284034985903251,0.02,0,0
5,11,12,0.388217542686177,0.01,0,0
5,11,13,0.505005509379991,0.03,0,0
5,11,14,0.253625848311459,0.02,0,0
5,11,15,0.350424951350206,0.02,0,0
5,12,5,0.207204929638535,0.02,0,0
5,12,6,0.350800904490153,0.02,0,0
5,12,7,0.299031593034493,0.04,0,0
5,12,8,0.259523973600095,0.01,0,0
5,12,9,0.256244882067325,0,0,0
5,12,10,0.330397395352313,0.01,0,0
5,12,11,0.351354299977281,0.02,0,0
5,12,12,0.430621750497183,0.02,0,0
5,12,13,0.317312446531494,0.0299999999999999,0,0
5,12,14,0.259371557551799,0.01,0,0
5,12,15,0.274087593486748,0.03,0,0
5,13,5,0.380975711680341,0.02,0,0
5,13,6,0.305864691475692,0.01,0,0
5,13,7,0.406834170821936,0.01,0,0
5,13,8,0.231841530682609,0.0199999999999999,0,0
5,13,9,0.316684799918194,0.01,0,0
5,13,10,0.278932234949715,0.02,0,0
5,13,11,0.16271391171809,0.02,0,0
5,13,12,0.264964261843321,0.02,0,0
5,13,13,0.244160591308235,0.04,0,0
5,13,14,0.480940287460703,0.01,0,0
5,13,15,0.244778087124028,0.03,0,0
5,14,5,0.369259663722274,0,0,0
5,14,6,0.284323875212094,0.01,0,0
5,14,7,0.176126308046882,0.02,0,0
5,14,8,0.197650965226645,0.02,0.02,0
5,14,9,0.174673649933739,0.02,0,0
5,14,10,0.269156198905216,0.0299999999999999,0,0
5,14,11,0.321824078850554,0.01,0,0
5,14,12,0.677699377728547,0.02,0,0
5,14,13,0.342100788581534,0.02,0,0
5,14,14,0.22235270120782,0.01,0,0
5,14,15,0.281753966824249,0.0099999999999999,0,0
5,15,5,0.319224532561867,0,0,0
5,15,6,0.35337753234131,0.02,0,0
5,15,7,0.337738674681785,0.0099999999999999,0,0
5,15,8,0.333191300509736,0.0099999999999999,0,0
5,15,9,0.148895379561113,0.02,0,0
5,15,10,0.249262263328625,0.01,0,0
5,15,11,0.280034839879314,0.0099999999999999,0,0
5,15,12,0.242237165677619,0.02,0,0
5,15,13,0.388476976415055,0.02,0,0
5,15,14,0.315607863901959,0.03,0,0
5,15,15,0.263797763267093,0.02,0,0
6,5,5,0.325263537055908,0.01,0,0
6,5,6,0.282916027849074,0,0,0
6,5,7,0.252171132861346,0.02,0,0
6,5,8,0.214392335549882,0.01,0,0
6,5,9,0.223247308204977,0.01,0,0
6,5,10,0.433101883208435,0.02,0,0
6,5,11,0.315603319297539,0.01,0,0
6,5,12,0.286432857838271,0.01,0,0
6,5,13,0.474711919048621,0.01,0,0
6,5,14,0.242441741807282,0.02,0,0
6,5,15,0.307407750443705,0.01,0,0
6,6,5,0.264481832072813,0.02,0,0
6,6,6,0.293766161298342,0.0099999999999999,0,0
6,6,7,0.214531117835044,0.02,0,0
6,6,8,0.336628862071498,0.0199999999999999,0,0
6,6,9,0.303885448238094,0.0199999999999999,0,0
6,6,10,0.295708762556614,0.01,0,0
6,6,11,0.229884973192155,0.01,0,0
6,6,12,0.344915543586558,0.02,0,0
6,6,13,0.716007426835581,0.04,0,0
6,6,14,0.19232786343242,0.01,0,0
6,6,15,0.280528617899267,0.02,0,0
6,7,5,0.268647030082733,0.02,0,0
6,7,6,0.301598896646649,0,0.00999999999999998,0
6,7,7,0.308623881445226,0.01,0,0
6,7,8,0.227188468612625,0.01,0,0
6,7,9,0.274261111988226,0.01,0,0
6,7,10,0.215102949850288,0.02,0,0
6,7,11,0.333010101368586,0.01,0,0
6,7,12,0.324033856061382,0.02,0,0
6,7,13,0.25998327062116,0.02,0,0
6,7,14,0.308087843259882,0.02,0,0
