"Layer 1","Layer 2","MSE","User Time","CPU Time","Reutilized"
5,5,0.146765439775372,0.00999999999999998,0,0
5,6,0.173128636570711,0.02,0,0
5,7,0.154488777491684,0.03,0,0
5,8,0.153708366357253,0.02,0,0
5,9,0.15685448630359,0.02,0,0
5,10,0.165770771691781,0.02,0,0
5,11,0.163843061303802,0.02,0,0
5,12,0.129226956537201,0.02,0,0
5,13,0.133965265690827,0.00999999999999998,0,0
5,14,0.125748104008176,0.02,0,0
5,15,0.098797999598937,0.00999999999999998,0,0
6,5,0.152065725027257,0,0,0
6,6,0.159428995078942,0,0,0
6,7,0.150548114150135,0.02,0,0
6,8,0.234494267954325,0.01,0,0
6,9,0.192061685076686,0,0,0
6,10,0.145621752133199,0,0,0
6,11,0.152775094578222,0.01,0,0
6,12,0.135386112039053,0,0,0
6,13,0.178646108350164,0.00999999999999995,0,0
6,14,0.198856572605396,0,0,0
6,15,0.105455825637613,0.00999999999999998,0,0
7,5,0.136105762699549,0.01,0,0
7,6,0.122588121979867,0.02,0,0
7,7,0.141517301459638,0.02,0,0
7,8,0.157732711695715,0.00999999999999995,0,0
7,9,0.103050367364645,0.01,0,0
7,10,0.155045182589766,0.01,0,0
7,11,0.125959690500241,0.00999999999999995,0,0
7,12,0.135803314165123,0.02,0,0
7,13,0.173084174106391,0,0,0
7,14,0.154980675046041,0,0,0
7,15,0.14862845367181,0.01,0,0
8,5,0.0852612781211816,0.02,0,0
8,6,0.147092227470577,0.02,0,0
8,7,0.16028088999008,0.01,0,0
8,8,0.157412437313752,0.02,0,0
8,9,0.112017198816646,0,0,0
8,10,0.137838168945748,0.02,0,0
8,11,0.128724345101816,0.02,0,0
8,12,0.206317703248237,0.00999999999999995,0,0
8,13,0.164060556948951,0.01,0,0
8,14,0.174996373784894,0,0,0
8,15,0.152992768228112,0.02,0,0
9,5,0.135775573214942,0,0,0
9,6,0.119992635066156,0,0,0
9,7,0.17490562002515,0,0,0
9,8,0.112045451134454,0,0,0
9,9,0.114670708278082,0.01,0,0
9,10,0.151223414295165,0.02,0,0
9,11,0.128812057217999,0.01,0,0
9,12,0.161742048691525,0.02,0,0
9,13,0.159611865602729,0,0,0
9,14,0.10584287902657,0.01,0,0
9,15,0.154900791584736,0.02,0,0
10,5,0.165126983473426,0.01,0,0
10,6,0.104719439595513,0.01,0,0
10,7,0.144475865744281,0,0,0
10,8,0.106687650388424,0.02,0,0
10,9,0.152740640576762,0.02,0,0
10,10,0.159545532934917,0.02,0,0
10,11,0.129355644971624,0.02,0,0
10,12,0.124518153538296,0.02,0,0
10,13,0.16934403700766,0.02,0,0
10,14,0.122441635610681,0.01,0,0
10,15,0.128146980962405,0.01,0,0
11,5,0.138800041407481,0.02,0,0
11,6,0.0867385167384856,0,0,0
11,7,0.11999815680158,0.02,0,0
11,8,0.112314624801148,0.01,0,0
11,9,0.127223262367922,0.02,0,0
11,10,0.160163826819198,0.02,0,0
11,11,0.200590430121996,0,0,0
11,12,0.221667044063173,0.01,0,0
11,13,0.192053706173205,0.0099999999999999,0,0
11,14,0.154300946766105,0.02,0,0
11,15,0.15015511068343,0.01,0,0
12,5,0.101421394615605,0.02,0,0
12,6,0.165630557472478,0.01,0,0
12,7,0.115944756620696,0.02,0,0
12,8,0.116494512302052,0.02,0,0
12,9,0.116654542046746,0,0,0
12,10,0.107320287092103,0.01,0,0
12,11,0.148691284448077,0.02,0,0
12,12,0.304993814940345,0,0,0
12,13,0.182080904340629,0.04,0,0
12,14,0.123672637081872,0.0299999999999999,0,0
12,15,0.177827292782267,0.02,0,0
13,5,0.123508599509759,0.02,0,0
13,6,0.146929899620288,0.01,0,0
13,7,0.132137607599087,0.02,0,0
13,8,0.133653995320371,0.01,0,0
13,9,0.0977883574063254,0,0,0
13,10,0.175634596111671,0.02,0,0
13,11,0.196030154860457,0.01,0,0
13,12,0.13355727361957,0.02,0,0
13,13,0.138798293660001,0.01,0,0
13,14,0.113218483193071,0.0199999999999999,0,0
13,15,0.120183178271561,0.01,0,0
14,5,0.152586509068891,0.02,0,0
14,6,0.118589233208376,0.01,0,0
14,7,0.142429018454294,0.0199999999999999,0,0
14,8,0.130712972671772,0.02,0,0
14,9,0.168242957625274,0.01,0,0
14,10,0.175311925319216,0.0199999999999999,0,0
14,11,0.137228534272606,0.0199999999999999,0,0
14,12,0.127040317507155,0.01,0,0
14,13,0.158325141285101,0.0199999999999999,0,0
14,14,0.116547494233866,0.01,0,0
14,15,0.150335804214199,0,0,0
15,5,0.134494702113843,0.02,0,0
15,6,0.135689783439898,0,0,0
15,7,0.174815824533536,0.01,0,0
15,8,0.126598419347346,0.02,0,0
15,9,0.127809471925958,0.02,0,0
15,10,0.118178020867096,0.01,0,0
15,11,0.160338182146272,0.01,0,0
15,12,0.1076705314891,0.02,0,0
15,13,0.216294755853453,0,0,0
15,14,0.155816470786435,0.02,0,0
15,15,0.141589407731348,0,0,0
