"Layer 1","MSE","User Time","CPU Time","Reutilized"
277,4.36297166601102,87.62,1.85,0
278,4.52142898307818,87.97,1.28,0
279,3.36848460045496,88.52,1.69,0
280,3.42058180271678,88.7,1.21,0
281,3.43397796712649,89.35,1.17,0
282,4.02657062442813,86.94,0.87,0
283,3.82378653338213,87.93,2.58,0
