"Layer 1","MSE","User Time","CPU Time","Reutilized"
13,0.120280544994186,0.03,0,0
14,0.437031188998375,0.02,0,0
15,0.195169463177341,0.04,0,0
16,0.102689495395786,0.03,0,0
17,0.151914149068897,0.02,0.02,0
18,0.090759987323516,0.02,0.01,0
19,0.622114980774018,0.03,0,0
20,0.328755514478139,0.03,0,0
21,0.135923077763567,0.03,0,0
22,0.980605450489251,0.03,0,0
23,0.676996152816456,0.03,0,0
