"Layer 1","MSE","User Time","CPU Time","Reutilized"
5,0.509964275388476,0.02,0,0
6,0.188203917588214,0.00999999999999998,0,0
7,1.13479359036286,0.00999999999999998,0,0
8,0.233502228197232,0,0.02,0
9,0.181415875277409,0.02,0,0
10,0.228809605005903,0.02,0,0
11,0.150613164048606,0.00999999999999998,0,0
12,0.682015075880591,0.02,0,0
13,0.37619334164975,0.00999999999999998,0,0
14,2.33554000443815,0.02,0,0
15,0.44009704414074,0.02,0,0
