"Layer 1","MSE","User Time","CPU Time","Reutilized"
25,0.680135145843084,0.04,0,0
26,0.100951457091747,0.05,0.02,0
27,0.428362720774183,0.06,0.02,0
28,0.164612337380826,0.06,0,0
29,0.404143921035701,0.04,0.01,0
30,0.166781489988052,0.07,0,0
31,0.277209738944893,0.06,0.02,0
32,1.3273556395414,0.07,0.02,0
33,0.333946987286899,0.05,0.04,0
34,0.401843110312686,0.05,0.03,0
35,0.875043203367349,0.06,0.01,0
