"Layer 1","MSE","User Time","CPU Time","Reutilized"
9,0.532851990047909,0.02,0,0
10,0.562913196851963,0.03,0,0
11,0.718415994591472,0.03,0,0
12,0.862413787360257,0,0.01,0
13,0.793265617983385,0.03,0,0
14,0.551092507769697,0.03,0,0
15,0.734045945126722,0.00999999999999998,0,0
16,0.65172789394443,0.03,0,0
17,1.96330045488187,0.00999999999999998,0,0
18,0.397976661668114,0,0.02,0
19,0.75861278414621,0.03,0,0
