"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",5,7,13,14,0.128558464958749,0.02,0,0
"1465",6,13,15,9,0.129638148484129,0.0199999999999996,0,0
"1466",6,15,8,13,0.129708022281432,0.0299999999999994,0,0
"7321",10,13,15,10,0.13013517725788,0.00999999999999801,0,0
"2",5,12,5,5,0.131013406054102,0,0,0
"2929",7,8,10,11,0.131822008311,0.0199999999999996,0,0
"3",5,11,14,15,0.132346352402987,0.0199999999999996,0,0
"8785",11,5,9,15,0.132394407767466,0.0200000000000031,0,0
"8786",11,7,8,9,0.132402839930251,0.0200000000000031,0,0
"4",5,5,7,6,0.132480396835729,0.00999999999999995,0,0
"10249",12,5,7,11,0.132527772153284,0.0200000000000031,0,0
"5",5,7,13,5,0.132691979613586,0.02,0,0
"11713",13,13,11,12,0.132935362459909,0.0100000000000051,0,0
"5857",9,6,7,8,0.133109929582365,0,0,0
"11714",13,8,8,5,0.133233152588941,0,0,0
"1467",6,15,12,9,0.133426540936174,0,0,0
"7322",10,5,8,7,0.133459532752386,0,0,0
"2930",7,14,8,12,0.133564740043773,0,0,0
"6",5,15,14,13,0.133600720293777,0.0200000000000014,0,0
"5858",9,6,10,10,0.133603657103364,0.00999999999999801,0,0
"2931",7,11,5,15,0.133738649053603,0.0100000000000016,0,0
"7",5,5,5,8,0.133825742578045,0.00999999999999998,0,0
"8",5,14,8,14,0.13382657913666,0.0200000000000005,0,0
"8787",11,14,5,8,0.13390657339729,0.019999999999996,0,0
"9",5,14,5,5,0.133941592844134,0,0,0
"10250",12,12,13,7,0.133947325972947,0.00999999999999801,0,0
"7323",10,8,12,15,0.134026670404213,0,0,0
"4393",8,11,15,5,0.134033448883545,0.0199999999999996,0,0
"7324",10,5,13,13,0.134054364093613,0.0200000000000031,0,0
"8788",11,6,7,13,0.134114268018273,0.0300000000000011,0,0
"8789",11,15,14,5,0.13411913036301,0.00999999999999801,0,0
"5859",9,6,11,13,0.134140745450738,0.0200000000000031,0,0
"1468",6,7,5,13,0.134168431548341,0.00999999999999979,0,0
"10",5,5,9,13,0.134189993381506,0.02,0,0
"8790",11,14,8,11,0.134201209624048,0.0200000000000031,0,0
"10251",12,8,11,6,0.13429908472504,0.00999999999999801,0,0
"10252",12,9,12,13,0.134315427493174,0.0200000000000031,0,0
"10253",12,5,15,9,0.134378380767056,0.00999999999999801,0,0
"4394",8,7,14,12,0.134436497046003,0.0199999999999996,0,0
"4395",8,14,6,5,0.134449289675772,0.0199999999999996,0,0
"11",5,5,14,5,0.134461555162613,0.02,0,0
"12",5,10,5,6,0.134515146158233,0.00999999999999979,0,0
"1469",6,15,8,12,0.134524311740784,0,0,0
"7325",10,14,14,15,0.134530343511068,0.00999999999999801,0,0
"2932",7,9,10,10,0.134537294123454,0.0199999999999996,0,0
"10254",12,15,5,14,0.1345510378534,0,0,0
"13",5,8,5,9,0.134556550406858,0.00999999999999979,0,0
"5860",9,11,7,6,0.134629548471123,0,0,0
"2933",7,9,10,5,0.134633117099032,0.0199999999999996,0,0
"4396",8,15,6,7,0.134635978831564,0.0100000000000016,0,0
"1470",6,5,7,9,0.134694477938759,0.0199999999999996,0,0
"10255",12,8,13,5,0.134745427765654,0.0200000000000031,0,0
"4397",8,13,6,12,0.134791248144911,0.0199999999999996,0,0
"11715",13,10,8,9,0.134818079730133,0.019999999999996,0,0
"5861",9,11,15,6,0.134837150729659,0,0,0
"10256",12,15,9,7,0.134837592636916,0,0,0
"4398",8,13,7,5,0.134842747613953,0.0199999999999996,0,0
"5862",9,7,14,8,0.134856665451277,0,0,0
"2934",7,8,7,15,0.134856778867758,0,0,0
"5863",9,11,13,9,0.134866700754878,0.0200000000000031,0,0
"13177",14,7,5,11,0.134880500288209,0.0100000000000051,0,0
"14",5,15,13,9,0.134894850865259,0.00999999999999979,0,0
"1471",6,10,11,9,0.134896309747983,0.0199999999999996,0,0
"11716",13,6,6,7,0.134907333132653,0.0100000000000051,0,0
"4399",8,9,8,6,0.134946603111967,0.0100000000000016,0,0
"5864",9,9,13,8,0.134996070058943,0,0,0
"4400",8,13,9,5,0.135020965660002,0.0199999999999996,0,0
"7326",10,11,6,8,0.135035056782628,0.0200000000000031,0,0
"8791",11,11,5,5,0.135035747734535,0,0,0
"11717",13,5,12,5,0.135102680294343,0.0100000000000051,0,0
"5865",9,11,5,8,0.135106259759044,0.0200000000000031,0,0
"15",5,7,14,12,0.135108681271279,0,0,0
"10257",12,10,7,7,0.135113432496245,0,0,0
"14641",15,10,5,8,0.135114622345416,0,0,0
"10258",12,6,6,7,0.135143787715253,0,0,0
"10259",12,13,8,9,0.135145803597852,0,0,0
"11718",13,15,12,12,0.135180173415055,0.00999999999999091,0,0
"10260",12,5,11,7,0.135201954892495,0,0,0
"5866",9,14,5,8,0.135211427264044,0,0,0
"11719",13,9,6,6,0.1352143507272,0,0,0
"10261",12,13,11,5,0.135223813974971,0.0200000000000031,0,0
"11720",13,13,7,5,0.135226385313159,0.0100000000000051,0,0
"5867",9,13,13,7,0.135233651013528,0.00999999999999801,0,0
"7327",10,14,11,12,0.135260385856281,0.00999999999999801,0,0
"11721",13,10,8,6,0.135280465064297,0,0,0
"5868",9,12,14,7,0.135302541322359,0.00999999999999801,0,0
"14642",15,10,9,6,0.13532360212851,0.019999999999996,0,0
"4401",8,9,12,6,0.135327739643981,0,0,0
"8792",11,8,12,10,0.135346770702912,0.00999999999999801,0,0
"16",5,7,14,5,0.135349961692067,0.00999999999999979,0,0
"5869",9,13,15,6,0.135387087418783,0.00999999999999801,0,0
"17",5,10,12,9,0.135395574072931,0.0199999999999996,0,0
"18",5,9,14,12,0.135401597222464,0,0,0
"10262",12,14,5,8,0.135421411601981,0.00999999999999801,0,0
"4402",8,15,5,6,0.135449727303405,0,0,0
"13178",14,11,6,13,0.135465458946547,0.019999999999996,0,0
"19",5,6,5,NA,0.13550604452481,0.02,0,0
"2935",7,6,15,12,0.135520443932079,0.00999999999999801,0,0
"5870",9,5,10,11,0.135522470104205,0.00999999999999801,0,0
"8793",11,10,11,5,0.135522865300404,0.0200000000000031,0,0
"13179",14,14,6,9,0.135532928291828,0.0100000000000051,0,0
"1472",6,10,11,5,0.13555706762856,0.0199999999999996,0,0
"8794",11,13,5,11,0.135574260821052,0.0200000000000031,0,0
"5871",9,5,6,5,0.13559772543064,0,0,0
"4403",8,14,13,5,0.135603170582296,0.00999999999999801,0,0
"4404",8,14,10,5,0.135605177554821,0.0100000000000016,0,0
"10263",12,12,5,8,0.135606525598091,0.00999999999999801,0,0
"1473",6,11,12,6,0.135622479640333,0.0199999999999996,0,0
"14643",15,11,11,11,0.13564763170318,0.019999999999996,0,0
"20",5,5,8,8,0.135649587372518,0.02,0,0
"21",5,8,11,9,0.135685731699691,0.02,0,0
"2936",7,15,7,5,0.135685920353058,0,0,0
"4405",8,6,8,11,0.135692208408826,0.0200000000000031,0,0
"7328",10,7,15,7,0.135710745512004,0.0200000000000031,0,0
"8795",11,11,8,8,0.135712487265806,0.00999999999999801,0,0
"2937",7,13,5,10,0.135726077052013,0.00999999999999801,0,0
"1474",6,6,14,7,0.135750191547231,0.0200000000000014,0,0
"13180",14,5,8,5,0.135767873490782,0,0,0
"1475",6,15,13,7,0.135775081050998,0.0100000000000016,0,0
"22",5,15,7,11,0.135783797177501,0,0,0
"1476",6,15,10,5,0.135784908798731,0,0,0
"10264",12,6,10,14,0.135804902961762,0.0200000000000031,0,0
"23",5,5,13,10,0.135827058697932,0.01,0,0
"5872",9,15,5,14,0.135830667902026,0.0200000000000031,0,0
"4406",8,13,11,5,0.135836826748937,0.0199999999999996,0,0
"24",5,6,10,6,0.135852165389026,0.01,0,0
"25",5,12,7,5,0.135861249703024,0.0200000000000005,0,0
"13181",14,13,12,6,0.135880208087339,0.0200000000000102,0,0
"2938",7,14,15,5,0.135915983069814,0.0199999999999996,0,0
"26",5,9,6,12,0.135919014103209,0.02,0,0
"10265",12,7,15,5,0.135925108707548,0,0,0
"1477",6,13,12,7,0.135931952041653,0.0199999999999996,0,0
"2939",7,7,9,7,0.135939188931643,0.0199999999999996,0,0
"2940",7,5,15,5,0.135940079644947,0,0,0
"11722",13,9,14,5,0.135941990292737,0.019999999999996,0,0
"7329",10,12,13,6,0.135988002763341,0.0200000000000031,0,0
"1478",6,9,9,5,0.136011188387052,0.00999999999999979,0,0
"11723",13,8,13,9,0.136070998925224,0.0200000000000102,0,0
"27",5,14,11,7,0.136073919389679,0.0200000000000005,0,0
"13182",14,13,7,5,0.136093066808606,0.019999999999996,0,0
"4407",8,6,6,8,0.136094096621943,0.0199999999999996,0,0
"1479",6,15,10,15,0.13609736050847,0.0199999999999996,0,0
"13183",14,12,6,12,0.136120102385,0.0100000000000051,0,0
"4408",8,9,15,12,0.136135541703139,0.0200000000000031,0,0
"7330",10,9,13,6,0.136143668181935,0.019999999999996,0,0
"1480",6,15,13,8,0.136153902599109,0.00999999999999979,0,0
"13184",14,13,6,8,0.136158315621202,0.019999999999996,0,0
"11724",13,8,13,12,0.136174984111214,0.00999999999999091,0,0
"5873",9,13,12,15,0.136207575856164,0.0200000000000031,0,0
"11725",13,14,5,13,0.136232498037555,0.00999999999999091,0,0
"4409",8,12,5,9,0.136310247073385,0.00999999999999801,0,0
