"Layer 1","MSE","User Time","CPU Time","Reutilized"
7,0.368570520526816,0.03,0,0
8,0.443268873143428,0.02,0,0
9,0.623813431933356,0.03,0,0
10,0.259101629051358,0.02,0,0
11,0.580199959725875,0.02,0,0
12,0.226009786189342,0.00999999999999998,0,0
13,0.479924107850106,0.00999999999999998,0,0
14,0.797634885162078,0.00999999999999998,0,0
15,0.646507819199698,0.02,0.01,0
16,0.52782715962852,0.04,0,0
17,0.663913736166227,0.03,0,0
