"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",26,31,30,34,0.0381213274796355,0.16,0,0
"2",26,26,34,29,0.0423774054216981,0.15,0,0
"3",26,31,35,34,0.0431145381311902,0.219999999999999,0,0
"4",26,31,30,27,0.0451937973868025,0.16,0,0
"5",26,34,27,NA,0.0452042670784382,0.14,0,0
"6",26,31,36,27,0.0455949182546109,0.220000000000001,0,0
"7",26,28,33,30,0.0462010582796853,0.21,0,0
"8",26,27,36,27,0.0462266273973737,0.19,0,0
"9",26,29,29,26,0.0464758586687412,0.199999999999999,0,0
"10",26,33,36,35,0.0466292777036329,0.199999999999999,0,0
"11",26,32,27,31,0.046658129072637,0.170000000000002,0,0
"12",26,32,36,34,0.0467012904644567,0.240000000000002,0,0
"13",26,30,28,28,0.0468467036516416,0.17,0,0
"14",26,32,27,27,0.0472014390036725,0.190000000000001,0,0
"15",26,32,29,34,0.0476840082501607,0.199999999999999,0,0
"16",26,31,30,31,0.0481101452735548,0.219999999999999,0,0
"17",26,32,31,29,0.0485352431765637,0.190000000000001,0,0
"18",26,26,26,31,0.0489329839156181,0.16,0.02,0
"19",26,29,28,34,0.0489335472508449,0.190000000000001,0,0
"20",26,29,33,29,0.0490267268838727,0.15,0,0
"21",26,33,35,35,0.0490983268676159,0.199999999999999,0,0
"22",26,33,33,32,0.04921028489693,0.199999999999999,0,0
"23",26,26,28,35,0.0501758525807206,0.16,0,0
"24",26,31,34,27,0.0503330433187512,0.19,0,0
"25",26,28,30,33,0.0506077361476686,0.19,0,0
"26",26,35,30,34,0.0508810908740615,0.210000000000001,0,0
"27",26,36,31,32,0.0511040609982044,0.200000000000003,0,0
"28",26,31,27,34,0.0511220410243796,0.17,0,0
"29",26,32,27,28,0.0511830000612648,0.209999999999999,0,0
"30",26,30,31,26,0.0515427992970868,0.17,0,0
"31",26,34,33,29,0.0516197063928264,0.210000000000001,0,0
"32",26,31,33,35,0.0518982095154904,0.199999999999999,0,0
"33",26,26,26,28,0.0521414890354463,0.17,0.01,0
"34",26,32,36,30,0.0521797969993014,0.169999999999998,0,0
"35",26,31,30,28,0.052230453581677,0.16,0,0
"36",26,34,31,28,0.0523572599227792,0.190000000000001,0,0
"37",26,29,27,31,0.0524076632825644,0.17,0,0
"38",26,31,32,34,0.0524199535221658,0.210000000000001,0,0
"39",26,29,30,35,0.0527292060548828,0.17,0,0
"40",26,33,35,30,0.0527979853474334,0.23,0,0
"41",26,26,26,36,0.0528929249946428,0.14,0.05,0
"42",26,32,30,27,0.052951356195289,0.18,0,0
"43",26,29,29,35,0.0530508886027961,0.17,0,0
"44",26,30,26,35,0.0532524790943527,0.140000000000001,0,0
"45",26,29,26,28,0.0534875164148562,0.18,0,0
"46",26,31,32,28,0.0535010518110997,0.200000000000001,0,0
"47",26,32,31,NA,0.0535435312712376,0.14,0,0
