"","Layer.1","Layer.2","Layer.3","Layer.4","MSE","User.Time","CPU.Time","Reutilized"
"1",13,16,16,20,0.0554636321708103,0.0300000000000002,0,0
"2",13,18,15,13,0.0556661438966637,0.0299999999999994,0,0
"4393",16,14,16,16,0.0559249111169514,0.0300000000000011,0,0
"11713",21,20,23,13,0.0560180586987545,0.0499999999999972,0,0
"2929",15,23,23,17,0.0560930928151993,0.0299999999999976,0,0
"5857",17,18,15,14,0.0561158663071187,0.0300000000000011,0,0
"2930",15,13,23,17,0.0562615555716612,0.0300000000000011,0,0
"11714",21,23,19,17,0.0563803201268904,0.0499999999999972,0,0
"8785",19,16,15,16,0.0564578654863892,0.0300000000000011,0,0
"8786",19,18,13,17,0.0566191153581489,0.0499999999999972,0,0
"4394",16,17,13,13,0.056699949000294,0.0500000000000043,0,0
"7321",18,14,20,13,0.0567373288039262,0.00999999999999801,0,0
"5858",17,13,16,13,0.056747729722514,0.0300000000000011,0,0
"3",13,17,18,14,0.0568719442416177,0.0300000000000002,0,0
"13177",22,20,21,19,0.0570257706077416,0.0499999999999972,0,0
"13178",22,13,20,23,0.0570349489616747,0.0300000000000011,0,0
"14641",23,22,23,19,0.0570863817122635,0.039999999999992,0,0
"1465",14,23,23,14,0.057264626074053,0.0399999999999991,0,0
"1466",14,23,21,15,0.0574655682076637,0.0399999999999991,0,0
"8787",19,23,19,19,0.0574758784075032,0.039999999999992,0,0
"11715",21,20,15,17,0.0575275596214004,0.0299999999999869,0,0
"2931",15,18,14,20,0.0575421975387931,0.0500000000000007,0,0
"4395",16,20,19,14,0.0575859641730555,0.029999999999994,0,0
"13179",22,19,13,18,0.0576147907053086,0.0300000000000011,0,0
"11716",21,22,21,18,0.0576406969192217,0.0500000000000114,0,0
"8788",19,14,23,20,0.0577499928749108,0.0299999999999869,0,0
"1467",14,14,14,14,0.0577707692438553,0.0299999999999994,0,0
"2932",15,15,17,14,0.0578576163398737,0.0300000000000011,0,0
"2933",15,21,16,18,0.0579480906439398,0.0500000000000007,0,0
"7322",18,17,22,18,0.0580985365134575,0.0499999999999972,0,0
"2934",15,16,20,20,0.0581632158813697,0.0500000000000007,0,0
"4",13,13,22,15,0.0582432487333113,0.03,0,0
"2935",15,22,23,13,0.0587650568678192,0.0500000000000007,0,0
"14642",23,16,14,15,0.0589801850606049,0.0499999999999972,0,0
"5",13,17,18,17,0.0590200030028067,0.0299999999999994,0,0
"7323",18,15,23,16,0.0590288824916955,0.0300000000000011,0,0
"10249",20,22,13,19,0.0590534324996565,0.0499999999999972,0,0
"10250",20,23,21,18,0.0591800290645168,0.0600000000000023,0,0
"6",13,14,20,19,0.0591972516785243,0.03,0,0
"1468",14,14,21,13,0.0592304172678544,0.0300000000000011,0,0
"4396",16,14,17,18,0.0593427817341904,0.0300000000000011,0,0
"5859",17,20,15,23,0.0594213690944735,0.0500000000000043,0,0
"7324",18,13,13,22,0.0594299863333036,0.029999999999994,0,0
"1469",14,15,15,14,0.0595005603384516,0.0299999999999994,0,0
"8789",19,15,18,19,0.059570381810396,0.0300000000000011,0,0
"5860",17,20,15,18,0.0599415955077791,0.0499999999999972,0,0
"5861",17,13,13,22,0.0600141973704962,0.019999999999996,0,0
"13180",22,14,20,22,0.0601154620539778,0.039999999999992,0,0
"5862",17,15,17,23,0.0601627218649232,0.0399999999999991,0,0
"2936",15,18,18,23,0.0602450333731006,0.0399999999999991,0,0
"4397",16,23,19,22,0.0603239288982007,0.0300000000000011,0.00999999999999998,0
"4398",16,22,14,16,0.0603926479391716,0.0599999999999952,0,0
"10251",20,20,20,23,0.0603939769159677,0.0600000000000023,0,0
"4399",16,20,16,22,0.0604282899286868,0.0399999999999991,0,0
"2937",15,21,16,22,0.060488531635033,0.0500000000000007,0,0
"2938",15,20,13,22,0.0604961513477721,0.00999999999999801,0,0
"14643",23,16,19,17,0.0605463461392432,0.0400000000000063,0,0
"4400",16,19,14,18,0.0605740890503476,0.0499999999999972,0,0
"2939",15,14,23,18,0.0605877400935597,0.0300000000000011,0,0
"11717",21,17,18,22,0.0606092876212342,0.0699999999999932,0,0
"13181",22,21,19,21,0.0607106296178393,0.0500000000000114,0,0
"1470",14,23,18,19,0.0607375632902509,0.0500000000000007,0,0
"2940",15,23,23,23,0.0607665321703351,0.0600000000000023,0,0
"2941",15,19,21,17,0.0607710579775965,0.0600000000000023,0,0
"1471",14,17,22,17,0.060780505066777,0.0299999999999994,0,0
"4401",16,20,16,13,0.0608802264858887,0.0499999999999972,0,0
"4402",16,17,14,14,0.0608813774775874,0.0300000000000011,0,0
"4403",16,21,13,18,0.0608953800399386,0.029999999999994,0,0
"2942",15,17,20,16,0.0609298317823182,0.0500000000000007,0,0
"2943",15,20,20,15,0.060948325331772,0.0500000000000007,0,0
"13182",22,13,20,17,0.0609817157256953,0.0299999999999869,0,0
"13183",22,19,21,16,0.0610628533806616,0.0599999999999881,0,0
"7",13,13,14,21,0.061081390783609,0.04,0,0
"7325",18,22,16,17,0.0610873863918665,0.0399999999999991,0,0
"2944",15,13,15,22,0.0610903456357204,0.0399999999999991,0,0
"14644",23,21,21,14,0.0611050472448209,0.0700000000000074,0,0
"14645",23,22,21,16,0.0611269203698562,0.0499999999999972,0,0
"2945",15,17,22,14,0.0611523315891015,0.0500000000000007,0,0
"13184",22,21,13,13,0.0611947973330749,0.0499999999999972,0,0
"13185",22,17,15,18,0.0612046796118967,0.0500000000000114,0,0
"13186",22,14,21,19,0.0612142138136796,0.0500000000000114,0,0
"13187",22,17,15,22,0.0612144789063059,0.0499999999999972,0,0
"4404",16,17,18,23,0.0612681615502068,0.0599999999999952,0,0
"13188",22,21,16,13,0.0612784240593672,0.0499999999999972,0,0
"5863",17,23,21,13,0.0612791257185205,0.0799999999999983,0,0
"10252",20,23,13,22,0.0613278999440646,0.0499999999999972,0,0
"1472",14,18,15,13,0.0613391406810591,0.0299999999999994,0,0
"2946",15,16,16,17,0.0613516886996852,0.0300000000000011,0,0
"7326",18,20,19,13,0.0613632074500734,0.0399999999999991,0,0
"14646",23,18,21,14,0.0613747696969072,0.0499999999999972,0,0
"4405",16,19,13,15,0.0613801400684102,0.0499999999999972,0,0
"1473",14,21,17,21,0.0614184067175678,0.0299999999999976,0,0
"13189",22,15,16,23,0.0614548399142733,0.039999999999992,0,0
"7327",18,21,14,21,0.061499916786307,0.0599999999999952,0,0
"1474",14,19,21,19,0.0615006273678055,0.0500000000000007,0,0
"14647",23,14,23,21,0.0615173753094997,0.0700000000000074,0,0
"14648",23,13,18,21,0.0615324536921305,0.0499999999999972,0,0
"4406",16,23,15,20,0.0615543494425394,0.0500000000000043,0,0
"1475",14,16,22,13,0.0615612592499115,0.0400000000000009,0,0
"2947",15,15,19,20,0.061579517791631,0.0299999999999976,0,0
"7328",18,18,21,13,0.0615828632553534,0.0700000000000003,0,0
"4407",16,17,19,21,0.0615857083002572,0.0499999999999972,0,0
"2948",15,18,16,13,0.0616136557354582,0.0300000000000011,0,0
"2949",15,14,23,14,0.0616206517843115,0.0399999999999991,0,0
"8790",19,18,13,13,0.0616292763601512,0.0400000000000063,0,0
"2950",15,21,14,20,0.0616368195690259,0.0300000000000011,0,0
"8",13,15,15,20,0.0616373497577233,0.04,0,0
"5864",17,21,13,15,0.061646666071627,0.0300000000000011,0,0
"2951",15,18,20,22,0.0616517005494291,0.0500000000000007,0,0
"14649",23,19,23,16,0.0616855585873982,0.0499999999999972,0,0
"9",13,23,22,16,0.0616989444320233,0.0299999999999994,0,0
"8791",19,23,18,21,0.0617040080167611,0.0600000000000023,0,0
"11718",21,15,21,20,0.0617091044043999,0.0300000000000011,0,0
"4408",16,19,22,15,0.0617319377487823,0.0500000000000043,0,0
"11719",21,15,17,19,0.0617323907699633,0.0400000000000063,0,0
"2952",15,13,16,19,0.0618032499601255,0.0500000000000007,0,0
"14650",23,18,18,16,0.0618200001000127,0.0699999999999932,0,0
"10",13,20,23,22,0.0618366896741719,0.04,0,0
"4409",16,15,21,16,0.0618481926445693,0.0300000000000011,0,0
"4410",16,22,14,22,0.0618574716619722,0.0499999999999972,0,0
"14651",23,17,20,21,0.0618709555828385,0.039999999999992,0,0
"13190",22,15,23,13,0.0618718475938129,0.0400000000000063,0,0
"11",13,20,16,17,0.0618764286648528,0.04,0,0
"11720",21,20,22,23,0.0618771003490476,0.0599999999999881,0,0
"7329",18,14,16,23,0.0618989086557116,0.0399999999999991,0,0
"1476",14,13,13,18,0.061942112270691,0.0500000000000007,0,0
"4411",16,13,14,14,0.061960663783326,0.0299999999999976,0,0
"2953",15,23,18,22,0.0619669508873552,0.0500000000000007,0,0
"4412",16,22,13,16,0.0620625774198328,0.0300000000000011,0,0
"2954",15,19,13,14,0.062065006854088,0.0199999999999996,0,0
"11721",21,22,14,15,0.0620670526469343,0.0499999999999972,0,0
"7330",18,22,17,14,0.0620838990108952,0.0499999999999972,0,0
"2955",15,15,17,21,0.0620881114973813,0.0300000000000011,0,0
"14652",23,20,16,23,0.0621009265983926,0.0700000000000074,0,0
"13191",22,15,20,20,0.0621256826885446,0.0600000000000023,0,0
"12",13,18,15,16,0.0621287054980404,0.0300000000000002,0,0
"4413",16,21,15,14,0.0621329721483099,0.0499999999999972,0,0
"7331",18,15,20,19,0.0621345077462361,0.0500000000000043,0,0
"2956",15,21,13,19,0.0621543154468366,0.0500000000000007,0,0
"11722",21,16,23,18,0.0621872843875645,0.0499999999999972,0,0
"7332",18,22,19,14,0.0621929858087686,0.0399999999999991,0,0
"8792",19,22,13,18,0.0621959688060242,0.039999999999992,0,0
"13",13,20,19,17,0.0622245011243927,0.0600000000000005,0,0
"7333",18,17,15,21,0.0622636422120399,0.0500000000000043,0,0
"2957",15,21,17,18,0.0622775725301359,0.0500000000000007,0,0
"11723",21,20,22,13,0.0622900505360627,0.0600000000000023,0,0
"5865",17,22,13,13,0.0623015866120624,0.0399999999999991,0,0
"14653",23,14,13,13,0.0623097489169698,0.0500000000000114,0,0
"13192",22,17,16,20,0.0623134319348176,0.0700000000000074,0,0
"14",13,21,16,13,0.0623223768203561,0.0400000000000009,0,0
"1477",14,16,22,19,0.0623280673261637,0.0499999999999989,0,0
"13193",22,20,21,15,0.0623533547629152,0.0700000000000074,0,0
"4414",16,14,15,20,0.0623631683226241,0.0500000000000043,0,0
"10253",20,13,15,22,0.0623632599692216,0.0400000000000063,0,0
"5866",17,13,21,23,0.0623676354606093,0.0300000000000011,0,0
"2958",15,21,17,15,0.0623701699289796,0.0299999999999976,0,0
"1478",14,20,23,21,0.0623884451326181,0.0700000000000003,0,0
"10254",20,22,22,13,0.0623937091531774,0.0600000000000023,0,0
"4415",16,23,21,15,0.0624013083593802,0.0500000000000043,0,0
"2959",15,19,19,19,0.0624444645698533,0.0599999999999987,0,0
"2960",15,21,13,14,0.0624645279489811,0.0300000000000011,0,0
"10255",20,19,15,17,0.0624904909457919,0.0299999999999869,0,0
"1479",14,14,23,23,0.0624983486316361,0.0399999999999991,0,0
"14654",23,18,13,13,0.0625171661452391,0.039999999999992,0,0
"7334",18,19,16,19,0.0625231331579666,0.0399999999999991,0,0
"1480",14,22,21,18,0.0625297499596279,0.0500000000000007,0,0
"5867",17,19,18,17,0.0625360048995961,0.0499999999999972,0,0
"4416",16,21,14,17,0.0625430936716176,0.0499999999999972,0,0
"11724",21,16,23,21,0.0625499330642401,0.0499999999999972,0,0
"1481",14,19,23,16,0.0625515997014506,0.0300000000000011,0,0
"11725",21,23,19,22,0.0625538599470564,0.0499999999999972,0,0
"13194",22,17,22,18,0.0625687494331561,0.0600000000000023,0,0
"15",13,13,15,20,0.0625959901419297,0.03,0,0
"4417",16,21,18,13,0.0625985050719822,0.0500000000000043,0,0
"8793",19,16,16,23,0.0626039382682047,0.039999999999992,0,0
"13195",22,17,16,18,0.0626148662726752,0.039999999999992,0,0
"8794",19,14,17,15,0.0626337630127571,0.0300000000000011,0,0
"5868",17,15,14,21,0.0626500250527687,0.0500000000000043,0,0
"13196",22,13,17,22,0.0626539562936943,0.0499999999999972,0,0
"4418",16,22,19,14,0.0626578664867374,0.0399999999999991,0,0
"14655",23,18,18,19,0.0626588885900043,0.0500000000000114,0,0
"4419",16,15,20,15,0.0626706502638196,0.0500000000000043,0,0
"5869",17,14,22,18,0.062672832291617,0.0500000000000043,0,0
"7335",18,16,23,19,0.0626914807918389,0.0500000000000043,0,0
"16",13,20,15,21,0.0626969977842245,0.04,0,0
