"Layer 1","MSE","User Time","CPU Time","Reutilized"
1,0.166639079182724,0.02,0,0
2,0.618040504601908,0.00999999999999998,0,0
3,1.32729078315182,0.00999999999999998,0,0
4,1.37079934762087,0.02,0,0
5,0.588345869223861,0,0,0
6,0.330671332085849,0,0.01,0
7,0.532264541250885,0,0.02,0
8,1.50180595880422,0,0.01,0
9,0.375738798025756,0,0,0
10,0.523777658299472,0.02,0,0
