"Layer 1","Layer 2","MSE","User Time","CPU Time"
28,28,0.241167591308929,0.08,0.05
28,29,0.52309138182943,0.06,0.05
28,30,0.674954794931504,0.13,0.05
28,31,0.251333927603344,0.11,0.01
28,32,0.506144145233674,0.08,0.01
28,33,0.559573537364056,0.06,0.03
28,34,0.524343734150112,0.04,0.05
29,28,0.199583025060988,0.11,0.01
29,29,0.524010435027135,0.15,0.01
29,30,0.416404650148237,0.1,0
29,31,0.626729802766029,0.81,0
29,32,0.562784307796398,0.28,0
29,33,0.582169401629488,0.07,0
29,34,0.787961718862833,0.12,0
30,28,0.192264028706283,0.09,0
30,29,0.424917108640241,0.07,0
30,30,0.439791207406833,0.12,0
30,31,0.291347264816629,0.14,0
30,32,0.191328268474166,0.08,0.02
30,33,0.327671423005229,0.14,0
30,34,0.337721177375348,0.18,0
31,28,0.541323203309917,0.13,0
31,29,0.355978313156704,0.13,0
31,30,0.25586794034457,0.1,0
31,31,0.712848982269206,0.21,0
31,32,0.161270507212325,0.09,0
31,33,0.409493960049742,0.17,0
31,34,0.682430529045945,0.08,0
32,28,0.295026110665991,0.0800000000000001,0
32,29,0.38339132884842,0.13,0
32,30,0.459186126556974,0.17,0
32,31,0.32485659675931,0.09,0
32,32,0.301209873012419,0.08,0
32,33,0.238310554580802,0.0800000000000001,0
32,34,1.02574472898133,0.14,0
33,28,0.313129826036666,0.15,0
33,29,0.193949183357303,0.11,0
33,30,0.402926230375038,0.14,0
33,31,0.153501073747765,0.28,0
33,32,0.253528148759778,0.16,0
33,33,0.612430050097204,0.36,0
33,34,0.515890703740618,0.11,0
34,28,0.316515624003121,0.22,0
34,29,0.382794269747876,0.11,0
34,30,0.17730219524086,0.14,0
34,31,0.763211624168486,0.17,0
34,32,0.278719224128679,0.15,0
34,33,0.435090878099486,0.13,0
34,34,0.428075132340735,0.09,0
