"Layer 1","Layer 2","MSE","User Time","CPU Time"
27,27,1.37142824283593,0.09,0.02
27,28,0.920073761604097,0.17,0
27,29,0.867358336779509,0.11,0
27,30,1.69802497242218,0.12,0.01
27,31,2.35139794983294,0.11,0.03
27,32,0.775933095101418,0.11,0.03
27,33,1.17787729722794,0.11,0.02
28,27,0.527113402644161,0.09,0.04
28,28,0.840240442147651,0.08,0.03
28,29,0.567933524802329,0.11,0.02
28,30,0.364749023603636,0.09,0.02
28,31,0.665743076357653,0.09,0
28,32,0.367303119199953,0.07,0
28,33,0.905974955982622,0.08,0
29,27,0.505252931155387,0.09,0
29,28,0.575750102330719,0.08,0
29,29,0.47092878435849,0.08,0
29,30,0.626354782744196,0.09,0.01
29,31,0.901049759941861,0.08,0
29,32,1.19701337403899,0.07,0
29,33,0.340875641380252,0.13,0
30,27,0.842648746749958,0.08,0
30,28,0.923992979085396,0.09,0
30,29,1.12927649918836,0.0800000000000001,0
30,30,0.528542395054312,0.09,0
30,31,0.742627372892009,0.09,0
30,32,0.484151014152566,0.08,0
30,33,0.514607676753395,0.12,0
31,27,0.677600040050535,0.07,0
31,28,1.2166527512265,0.0599999999999999,0
31,29,1.72302614353331,0.07,0
31,30,1.12287580943143,0.08,0
31,31,0.419669976796151,0.09,0
31,32,0.471127984160117,0.08,0
31,33,0.667604466058962,0.1,0
32,27,0.781153165499652,0.08,0
32,28,0.861820513927274,0.08,0
32,29,0.408328383723405,0.07,0
32,30,0.521347719832273,0.07,0
32,31,0.474010523621682,0.09,0
32,32,0.467060939959031,0.11,0
32,33,0.6955414100763,0.1,0
33,27,0.528836309727828,0.08,0
33,28,0.343161379369322,0.08,0
33,29,0.334227033204636,0.08,0
33,30,0.344278978274829,0.0600000000000001,0
33,31,1.46633782137549,0.08,0
33,32,0.476193671222696,0.0599999999999999,0
33,33,1.05262400131691,0.0599999999999999,0
