"Layer 1","Layer 2","MSE","User Time","CPU Time"
11,11,NA,0.02,0
11,12,NA,0.02,0
11,13,NA,0.02,0
11,14,NA,0.02,0
11,15,NA,0.02,0
11,16,NA,0.00999999999999998,0
11,17,NA,0.02,0
12,11,NA,0.02,0
12,12,NA,0.00999999999999998,0
12,13,NA,0.02,0
12,14,NA,0.02,0
12,15,NA,0.02,0
12,16,NA,0.02,0
12,17,NA,0.00999999999999998,0
13,11,NA,0.02,0
13,12,NA,0.00999999999999995,0
13,13,NA,0,0
13,14,NA,0.01,0
13,15,NA,0,0
13,16,NA,0,0
13,17,NA,0,0
14,11,NA,0,0
14,12,NA,0,0
14,13,NA,0,0
14,14,NA,0,0
14,15,NA,0,0
14,16,NA,0.00999999999999995,0
14,17,NA,0.01,0
15,11,NA,0.01,0
15,12,NA,0.01,0
15,13,NA,0.02,0
15,14,NA,0.00999999999999995,0
15,15,NA,0.00999999999999995,0
15,16,NA,0,0
15,17,NA,0.02,0
16,11,NA,0.02,0
16,12,NA,0.01,0
16,13,NA,0,0
16,14,NA,0,0
16,15,NA,0,0
16,16,NA,0,0
16,17,NA,0,0
17,11,NA,0,0
17,12,NA,0.00999999999999995,0
17,13,NA,0.01,0
17,14,NA,0.02,0
17,15,NA,0.02,0
17,16,NA,0.02,0
17,17,NA,0.00999999999999995,0
