"Layer 1","MSE","User Time","CPU Time","Reutilized"
15,0.411872804461385,0.03,0,0
16,0.221732801604874,0.04,0,0
17,0.324065681226169,0.05,0,0
18,0.560043539249392,0.00999999999999998,0.01,0
19,0.310310839995066,0.03,0,0
20,0.848810172810723,0.04,0,0
21,0.443156721111655,0.05,0,0
22,0.828020891129777,0.04,0,0
23,0.878420277280279,0.00999999999999998,0.02,0
24,0.308868137621764,0.03,0,0
25,1.15260565001353,0.03,0.01,0
