"Layer 1","MSE","User Time","CPU Time"
15,7.2679696009933,0.03,0
16,4.79319347018924,0.03,0
17,9.57530360640013,0.02,0
18,8.01173859631369,0.03,0
19,5.91923782548176,0.00999999999999998,0
20,2.36965860945711,0.04,0
21,9.9318823493015,0.03,0
