"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
15,15,15,12.6307018000678,0.05,0
15,15,16,5.74096418352257,0.06,0
15,15,17,6.54354459804818,0.06,0
15,15,18,13.8100400917124,0.02,0.03
15,15,19,12.085140848922,0.03,0.02
15,15,20,11.0380615430484,0.03,0.03
15,15,21,9.40198955172414,0.05,0.03
15,16,15,5.89127679690035,0.05,0
15,16,16,12.2657098930916,0.05,0.02
15,16,17,13.6569098182747,0.03,0.01
15,16,18,6.76437541359284,0.03,0.04
15,16,19,7.82163373515609,0.03,0
15,16,20,8.07783504851571,0.06,0.03
15,16,21,16.5442523640839,0.03,0
15,17,15,3.12979623568568,0.05,0
15,17,16,10.2537765023922,0.03,0
15,17,17,10.8716022586898,0.03,0
15,17,18,9.64747339899056,0.03,0
15,17,19,17.7669326865093,0.03,0
15,17,20,8.49165721701499,0.03,0
15,17,21,12.790331112857,0.03,0
15,18,15,11.8098267050229,0.03,0
15,18,16,9.16659165396417,0.03,0
15,18,17,9.28295832505177,0.03,0
15,18,18,10.3124631274313,0.03,0
15,18,19,8.91425130539559,0.03,0
15,18,20,7.72408998025569,0.03,0
15,18,21,13.2791886163525,0.05,0
15,19,15,14.4750574297102,0.03,0
15,19,16,15.2759346256676,0.03,0
15,19,17,9.53876462027756,0.03,0
15,19,18,4.34373151585755,0.05,0
15,19,19,16.2815143069281,0.03,0
15,19,20,16.8464694329643,0.04,0
15,19,21,10.2432271554664,0.04,0
15,20,15,12.5006016622407,0.01,0
15,20,16,14.0204356452645,0.03,0
15,20,17,16.60825241362,0.06,0
15,20,18,12.169259963472,0.03,0
15,20,19,13.9045101254029,0.04,0
15,20,20,14.6859811875219,0.04,0
15,20,21,14.5923975292872,0.04,0
15,21,15,14.3358159647413,0.03,0
15,21,16,17.584813235213,0.04,0
15,21,17,17.3059900601889,0.03,0
15,21,18,11.8965208332121,0.05,0
15,21,19,17.2874892524034,0.05,0
15,21,20,13.6336733538583,0.03,0
15,21,21,11.2271473040456,0.05,0
16,15,15,6.86817017820513,0.03,0
16,15,16,13.229916487821,0.05,0
16,15,17,11.6395140173326,0.04,0
16,15,18,9.28653118634375,0.03,0
16,15,19,8.74423757157453,0.05,0
16,15,20,8.92877208317284,0.0399999999999999,0
16,15,21,16.3568208973191,0.0299999999999999,0
16,16,15,7.9864423306111,0.0499999999999999,0
16,16,16,13.4407640578107,0.0299999999999999,0
16,16,17,13.237454465511,0.0299999999999999,0
16,16,18,7.12037976280533,0.0299999999999999,0
16,16,19,13.7382365580037,0.0299999999999999,0
16,16,20,13.5452440726448,0.0599999999999999,0.00999999999999998
16,16,21,10.6441826623805,0.04,0
16,17,15,11.6156987984875,0.0299999999999999,0
16,17,16,11.9139351980392,0.04,0
16,17,17,9.83431766812189,0.05,0
16,17,18,7.72128356683031,0.04,0
16,17,19,10.9858237073328,0.04,0
16,17,20,7.29212057101289,0.03,0
16,17,21,12.2822182426914,0.03,0
16,18,15,6.72558562457196,0.03,0
16,18,16,10.2557667849759,0.05,0
16,18,17,7.63133754811351,0.0299999999999999,0
16,18,18,15.9764230686994,0.05,0
16,18,19,9.23264350001865,0.0299999999999999,0
16,18,20,6.36801744216181,0.05,0
16,18,21,8.40827370967052,0.03,0
16,19,15,13.1725655265761,0.05,0
16,19,16,4.01277148891054,0.0499999999999999,0
16,19,17,11.0626462676325,0.05,0
16,19,18,9.64653161545546,0.05,0
16,19,19,5.6943479781124,0.03,0
16,19,20,4.38500535619364,0.0600000000000001,0.02
