"Layer 1","MSE","User Time","CPU Time"
4,0.758397552716416,0,0
5,1.40197886763744,0,0
6,0.861713840212682,0.00999999999999998,0
7,0.986213824050883,0,0
8,1.00489672715103,0,0
9,1.92903710720631,0.02,0
10,1.33566042979139,0.00999999999999998,0
