"Layer 1","MSE","User Time","CPU Time","Reutilized"
25,0.697066404735707,0.02,0.03,0
26,0.107977875870643,0.03,0.03,0
27,0.422411259459045,0.08,0,0
28,0.197153243179917,0.04,0.02,0
29,0.424118254673302,0.06,0,0
30,0.287266799852926,0.04,0.02,0
31,0.336864261601362,0.1,0,0
32,0.615491498053773,0.04,0.01,0
33,0.336083463233227,0.03,0.05,0
34,0.285097572632928,0.07,0.01,0
35,0.827989089899157,0.05,0.03,0
