"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
7,7,7,0.466285728092634,0.03,0
7,7,8,0.885791468976467,0.02,0.02
7,7,9,0.742907141047555,0.04,0
7,7,10,0.482473698799028,0.00999999999999998,0
7,7,11,0.505244333105627,0,0.01
7,7,12,0.584376666426837,0.03,0
7,7,13,0.484304496749023,0.00999999999999998,0
7,8,7,0.55666112986554,0.02,0
7,8,8,0.452127425388378,0.02,0
7,8,9,0.743870812158596,0.00999999999999998,0
7,8,10,0.386700176114491,0,0.02
7,8,11,0.25965867433468,0.01,0
7,8,12,0.532347171190021,0.02,0
7,8,13,0.424289337760341,0.02,0
7,9,7,0.643122129846318,0.03,0
7,9,8,0.539274340767174,0.03,0
7,9,9,0.482472245364208,0.03,0
7,9,10,0.682289757241571,0.02,0
7,9,11,0.581894494207761,0.00999999999999995,0
7,9,12,0.718041461277318,0.00999999999999998,0
7,9,13,0.533762964179763,0.02,0
7,10,7,0.417886160765365,0.02,0
7,10,8,0.711363213167369,0.03,0
7,10,9,0.448760925463326,0.02,0
7,10,10,0.469461704464814,0.02,0
7,10,11,0.790389401150083,0.03,0
7,10,12,0.724516358369823,0.02,0
7,10,13,0.769307803316794,0.03,0
7,11,7,0.729565950551819,0.03,0
7,11,8,0.497300469538946,0.02,0
7,11,9,0.564322061654012,0.02,0
7,11,10,0.479584219631545,0.02,0
7,11,11,0.491386395413498,0.03,0
7,11,12,0.450925658116784,0.02,0
7,11,13,0.471887000992369,0.03,0
7,12,7,0.502997956050336,0.01,0
7,12,8,0.492328016769227,0.03,0
7,12,9,0.466495362372705,0.03,0
7,12,10,0.547532161355574,0.03,0
7,12,11,0.48382106076968,0.01,0
7,12,12,0.455595110268319,0.01,0
7,12,13,0.542133624369174,0.03,0
7,13,7,0.435148601637917,0.02,0
7,13,8,2.00520733543917,0.02,0
7,13,9,0.466384650373823,0.01,0
7,13,10,0.727576755463721,0.01,0
7,13,11,0.662225754999472,0.03,0
7,13,12,0.541324732502189,0.03,0
7,13,13,0.482166393478854,0.03,0
8,7,7,0.52503102888157,0.03,0
8,7,8,0.524477038383429,0.01,0
8,7,9,0.446150433977362,0.01,0
8,7,10,0.46563608558852,0.02,0
8,7,11,0.477222795527855,0.01,0
8,7,12,0.506237284527585,0.01,0
8,7,13,0.552843325791246,0.04,0
8,8,7,0.656664830911427,0.02,0
8,8,8,0.398446758551378,0.01,0
8,8,9,0.466830392116991,0.02,0
8,8,10,0.540593242939399,0.03,0
8,8,11,0.480457489459395,0.02,0
8,8,12,0.427804031676472,0.01,0
8,8,13,0.40191183425002,0.01,0
8,9,7,0.452493055211572,0.02,0
8,9,8,0.741380287101137,0.03,0
8,9,9,0.597284785120969,0.02,0
8,9,10,0.579107073769117,0.03,0
8,9,11,0.844479475563595,0.0299999999999999,0
8,9,12,0.610148473522005,0.01,0
8,9,13,0.535824952156425,0.03,0
8,10,7,0.462532340103119,0.01,0
8,10,8,0.684805042470146,0.0299999999999999,0
8,10,9,0.546514768351751,0.02,0
8,10,10,0.550738935572698,0.01,0
8,10,11,0.662135128275006,0.03,0
8,10,12,0.579521925235679,0.01,0
8,10,13,0.922116256894923,0.02,0
8,11,7,0.539380039375252,0.03,0
8,11,8,0.605670660725054,0.01,0
8,11,9,0.403216712939274,0.0099999999999999,0
8,11,10,0.651861411075883,0.03,0
8,11,11,0.501598053147264,0.02,0
8,11,12,0.576145565571023,0.02,0
8,11,13,0.57261615657444,0.02,0
8,12,7,1.17567684615613,0.03,0
8,12,8,0.42024395589185,0.01,0
8,12,9,0.572070020651596,0.03,0
8,12,10,0.639773542276599,0.03,0
8,12,11,0.532215815967336,0.03,0
8,12,12,0.601091586593559,0.04,0
8,12,13,0.602657579502374,0.0299999999999999,0
8,13,7,0.524343498645216,0.0199999999999999,0
8,13,8,0.479171343847515,0.01,0
8,13,9,1.01801756687092,0.03,0
