"Layer 1","Layer 2","MSE","User Time","CPU Time","Reutilized"
4,4,0.272330025318324,0.02,0,0
4,5,0.279792961371948,0.03,0,0
4,6,0.264129043455393,0.03,0,0
4,7,0.235023439489253,0.03,0,0
4,8,0.289952298527723,0.00999999999999998,0,0
4,9,0.265462676824827,0.03,0,0
4,10,0.230706340412472,0.03,0,0
4,11,0.305522902209165,0.02,0,0
4,12,0.300646542182129,0.02,0,0
4,13,0.367725971251226,0.00999999999999998,0,0
4,14,0.239509973817095,0.00999999999999998,0,0
5,4,0.229038992184936,0.00999999999999995,0,0
5,5,0.229469518037336,0.00999999999999995,0,0
5,6,0.24080340255234,0.01,0,0
5,7,0.213997725100777,0.01,0,0
5,8,0.246909066789519,0.03,0,0
5,9,0.247908823664141,0,0,0
5,10,0.249591430321984,0.02,0,0
5,11,0.217591256208012,0,0,0
5,12,0.226726541192996,0.02,0,0
5,13,0.237732947045798,0.02,0,0
5,14,0.229665765202659,0.01,0,0
6,4,0.230463173487054,0.02,0,0
6,5,0.228364603951702,0,0,0
6,6,0.257068207121564,0.02,0,0
6,7,0.244332377189185,0.01,0,0
6,8,0.256939094272967,0.01,0,0
6,9,0.229873925021562,0.02,0,0
6,10,0.230994499371106,0.00999999999999995,0,0
6,11,0.254286401130666,0.02,0,0
6,12,0.2597925405635,0.03,0,0
6,13,0.224590350799748,0.02,0,0
6,14,0.256854385830252,0.02,0,0
7,4,0.257169589936803,0,0,0
7,5,0.232987034302644,0.01,0,0
7,6,0.224802292029338,0.02,0,0
7,7,0.258102146894259,0.02,0,0
7,8,0.237559939482355,0.02,0,0
7,9,0.237408213801856,0.01,0,0
7,10,0.239478617778559,0.00999999999999995,0,0
7,11,0.212789042660958,0.01,0,0
7,12,0.242155633655876,0,0,0
7,13,0.287265767386211,0.02,0,0
7,14,0.255978640786168,0.00999999999999995,0,0
8,4,0.225038973302971,0.01,0,0
8,5,0.239435121392645,0.02,0,0
8,6,0.258030206998023,0.01,0,0
8,7,0.294864431409003,0.01,0,0
8,8,0.220848688934241,0.03,0,0
8,9,0.255517712987894,0.03,0,0
8,10,0.246298006284681,0.04,0,0
8,11,0.242807592026063,0.03,0,0
8,12,0.245610943347355,0.02,0,0
8,13,0.232656782027468,0,0,0
8,14,0.233830632200507,0.03,0,0
9,4,0.245096732039137,0.02,0,0
9,5,0.239317047158952,0.02,0,0
9,6,0.242788560200553,0.01,0,0
9,7,0.247402007614114,0.03,0,0
9,8,0.228895255962002,0.01,0,0
9,9,0.224502493722017,0,0.01,0
9,10,0.254332248371424,0.02,0,0
9,11,0.251946771045931,0.02,0,0
9,12,0.234288134099733,0.0299999999999999,0,0
9,13,0.255612243058095,0.03,0,0
9,14,0.234503128963727,0,0,0
10,4,0.229565037434401,0,0,0
10,5,0.274190427286137,0.02,0,0
10,6,0.244456229147246,0.02,0,0
10,7,0.235097084548609,0.02,0,0
10,8,0.245781476661142,0.0099999999999999,0,0
10,9,0.226933172115649,0.02,0,0
10,10,0.281888130522252,0.0099999999999999,0,0
10,11,0.250876609937031,0.03,0,0
10,12,0.243046006201149,0.02,0,0
10,13,0.257267484498178,0.02,0,0
10,14,0.232243025725953,0.01,0,0
11,4,0.271492573520572,0.04,0,0
11,5,0.269675381636362,0,0,0
11,6,0.237752108648533,0,0,0
11,7,0.235528481114744,0.04,0,0
11,8,0.253663170976797,0.03,0,0
11,9,0.253747406975008,0.03,0,0
11,10,0.228728695034213,0.0099999999999999,0,0
11,11,0.237018171102554,0.02,0,0
11,12,0.288427251446868,0.01,0,0
11,13,0.240592039297489,0.0299999999999999,0,0
11,14,0.235279527234499,0.0199999999999999,0,0
12,4,0.226398227513811,0.0299999999999999,0,0
12,5,0.227420883585935,0.01,0,0
12,6,0.25927730711581,0.02,0,0
12,7,0.238499630240643,0,0,0
12,8,0.250447713312162,0.0199999999999999,0,0
12,9,0.227758707405382,0.02,0,0
12,10,0.237228297145212,0.01,0,0
12,11,0.24277399220408,0.0199999999999999,0,0
12,12,0.268824659587913,0,0,0
12,13,0.220672634456754,0.02,0,0
12,14,0.286002539272587,0.04,0,0
13,4,0.225134214269232,0.01,0,0
13,5,0.28500221379488,0.03,0,0
13,6,0.245184073273835,0.01,0,0
13,7,0.224149998950249,0.02,0,0
13,8,0.235087957669589,0.01,0,0
13,9,0.238827736017304,0.02,0,0
13,10,0.247894177891088,0.01,0,0
13,11,0.255384553360607,0.02,0,0
13,12,0.22134174244649,0.02,0,0
13,13,0.234236355945515,0.03,0,0
13,14,0.227610473858299,0,0,0
14,4,0.246139342037149,0.02,0,0
14,5,0.223313738087956,0,0,0
14,6,0.237147857356538,0.0099999999999999,0,0
14,7,0.234485556437857,0.0199999999999999,0,0
14,8,0.259326131418104,0.0099999999999999,0,0
14,9,0.227678573857526,0.02,0,0
14,10,0.298259186281973,0.02,0,0
14,11,0.218652530269789,0.0099999999999999,0,0
14,12,0.237380264463211,0.01,0,0
14,13,0.223739077481733,0,0,0
14,14,0.218182583115415,0.02,0,0
