"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time","Reutilized"
4,4,4,4,0.0862494625856414,0.02,0,0
4,4,4,5,0.0890872277153493,0,0,0
4,4,4,6,0.0890529470142469,0.00999999999999998,0,0
4,4,4,7,0.0867309460234926,0.02,0,0
4,4,4,8,0.0938866029323673,0.00999999999999998,0,0
4,4,4,9,0.0866864306178206,0.02,0,0
4,4,4,10,0.0826984280335403,0.03,0,0
4,4,4,11,0.0877638872089968,0.00999999999999998,0,0
4,4,4,12,0.0947266027089921,0.02,0,0
4,4,4,13,0.0876991733151543,0.00999999999999998,0,0
4,4,4,14,0.0914876090418641,0,0,0
4,4,5,4,0.0881691356237643,0,0,0
4,4,5,5,0.088079909596931,0.01,0,0
4,4,5,6,0.0869050556052809,0.02,0,0
4,4,5,7,0.0877507502055347,0.02,0,0
4,4,5,8,0.0901109528471094,0.02,0,0
4,4,5,9,0.0880728655368393,0.02,0,0
4,4,5,10,0.090131581182198,0,0,0
4,4,5,11,0.0880689682690028,0.02,0,0
4,4,5,12,0.0892386645117948,0.02,0,0
4,4,5,13,0.0897202629321844,0.01,0,0
4,4,5,14,0.0910622468707422,0.00999999999999998,0,0
4,4,6,4,0.0891916739232189,0,0,0
4,4,6,5,0.0883493987331089,0,0,0
4,4,6,6,0.0833793522631143,0,0,0
4,4,6,7,0.0881170258484381,0.02,0,0
4,4,6,8,0.0871336153940632,0.02,0,0
4,4,6,9,0.0892090070371424,0.00999999999999995,0,0
4,4,6,10,0.0901108909592412,0,0,0
4,4,6,11,0.0857802831734706,0.02,0,0
4,4,6,12,0.091023174912381,0,0,0
4,4,6,13,0.0860425892080514,0.02,0,0
4,4,6,14,0.0930812492515732,0.01,0,0
4,4,7,4,0.0886676195265406,0,0,0
4,4,7,5,0.0948046366327901,0.00999999999999995,0,0
4,4,7,6,0.0854059619078558,0,0,0
4,4,7,7,0.0860727453440653,0.02,0,0
4,4,7,8,0.0876099751787325,0.01,0,0
4,4,7,9,0.0888182448296652,0.00999999999999995,0,0
4,4,7,10,0.0955396200058441,0,0,0
4,4,7,11,0.0881348411677878,0,0,0
4,4,7,12,0.0854066657051118,0.00999999999999995,0,0
4,4,7,13,0.0929683174807375,0.01,0,0
4,4,7,14,0.0881752684398758,0.02,0,0
4,4,8,4,0.0905153421922964,0.02,0,0
4,4,8,5,0.086881663593262,0,0,0
4,4,8,6,0.0872627977762561,0.02,0,0
4,4,8,7,0.0950763881546718,0.02,0,0
4,4,8,8,0.0915405943000692,0.02,0,0
4,4,8,9,0.0899087016447315,0.02,0,0
4,4,8,10,0.0931047195476589,0.01,0,0
4,4,8,11,0.0810587459112332,0.01,0,0
4,4,8,12,0.0855611063221289,0.02,0,0
4,4,8,13,0.08427978684667,0,0,0
4,4,8,14,0.0882462807491494,0,0,0
4,4,9,4,0.0879258933332124,0.01,0,0
4,4,9,5,0.0881616410792891,0.02,0,0
4,4,9,6,0.0863683853162099,0,0,0
4,4,9,7,0.0928830545947147,0.02,0,0
4,4,9,8,0.0945099113800999,0.02,0,0
4,4,9,9,0.084618186464393,0.02,0,0
4,4,9,10,0.0923933658419188,0,0,0
4,4,9,11,0.0897381659112539,0.01,0,0
4,4,9,12,0.0890936458560042,0,0,0
4,4,9,13,0.0953376923693724,0.02,0,0
4,4,9,14,0.0866286002267411,0.03,0,0
4,4,10,4,0.0867854658547236,0.02,0,0
4,4,10,5,0.0913402094937996,0.01,0,0
4,4,10,6,0.085564144784951,0.01,0,0
4,4,10,7,0.093581258140013,0.01,0,0
4,4,10,8,0.0914195328774357,0.02,0,0
4,4,10,9,0.0886132680031761,0.02,0,0
4,4,10,10,0.0871371269056064,0.02,0,0
4,4,10,11,0.0921181202941868,0.01,0,0
4,4,10,12,0.0941373707537684,0,0,0
4,4,10,13,0.0828149968802579,0.01,0,0
4,4,10,14,0.0844616062051258,0,0,0
4,4,11,4,0.0897866284787421,0,0,0
4,4,11,5,0.0858310065410893,0.02,0,0
4,4,11,6,0.0910877166061088,0.02,0,0
4,4,11,7,0.0859304377627736,0.02,0,0
4,4,11,8,0.0902169085184031,0.01,0,0
4,4,11,9,0.0876337070141982,0.02,0,0
4,4,11,10,0.0901385977203567,0.0099999999999999,0,0
4,4,11,11,0.0892839125824084,0.02,0,0
4,4,11,12,0.0919433716526557,0.02,0,0
4,4,11,13,0.0866111180594758,0.02,0,0
4,4,11,14,0.0815938984022729,0,0,0
4,4,12,4,0.0862037691707216,0,0,0
4,4,12,5,0.088481704057506,0.02,0,0
4,4,12,6,0.0885504832882818,0.02,0,0
4,4,12,7,0.0907092284170408,0.02,0,0
4,4,12,8,0.0889790106240336,0,0,0
4,4,12,9,0.0877980626798226,0.01,0,0
4,4,12,10,0.0885388631009824,0.02,0,0
4,4,12,11,0.0849581439570082,0.01,0,0
4,4,12,12,0.0857224485391529,0.01,0,0
4,4,12,13,0.0889250009634369,0.01,0,0
4,4,12,14,0.0878566471113976,0.01,0,0
4,4,13,4,0.0888970398168951,0,0,0
4,4,13,5,0.0922492090865349,0.02,0,0
4,4,13,6,0.0923085026611368,0.02,0,0
4,4,13,7,0.0881220568888285,0.01,0,0
4,4,13,8,0.085253091978675,0.02,0,0
4,4,13,9,0.0900633250233397,0.01,0,0
4,4,13,10,0.0882803377095008,0.01,0,0
4,4,13,11,0.0912480724983511,0,0,0
4,4,13,12,0.0905644017913882,0.02,0,0
4,4,13,13,0.088359744672545,0.02,0,0
