"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
2,2,2,2,0.680052886147793,0.00999999999999998,0
2,2,2,3,1.3859749334997,0.02,0
2,2,2,4,0.86134613881891,0.00999999999999998,0
2,2,2,5,0.736345230968886,0.02,0
2,2,2,6,0.625411283614339,0.02,0
2,2,2,7,0.691718078148695,0.00999999999999998,0
2,2,2,8,1.29106244654491,0.00999999999999998,0
2,2,3,2,0.666071459517855,0.02,0
2,2,3,3,0.60611001220055,0.02,0
2,2,3,4,0.612707078634174,0.02,0
2,2,3,5,1.19218348188004,0,0.01
2,2,3,6,0.590898192487139,0.02,0
2,2,3,7,1.30495193333657,0.02,0
2,2,3,8,1.18754828205599,0.02,0
2,2,4,2,1.32115042425165,0.02,0
2,2,4,3,0.649319514104052,0.02,0
2,2,4,4,0.995595359221394,0.00999999999999998,0
2,2,4,5,0.629284946865562,0,0
2,2,4,6,1.44150325603279,0,0
2,2,4,7,1.24561664607739,0.01,0
2,2,4,8,1.22015887629878,0,0
2,2,5,2,1.14021057851578,0.00999999999999998,0
2,2,5,3,1.36602446899568,0.02,0
2,2,5,4,0.700413707527978,0.02,0
2,2,5,5,0.620551870408068,0.01,0
2,2,5,6,0.623676925722648,0.02,0
2,2,5,7,0.806160410825899,0.01,0
2,2,5,8,0.597877486807154,0.02,0
2,2,6,2,0.926849998585319,0.01,0
2,2,6,3,0.681673058686381,0.02,0
2,2,6,4,0.572768293536394,0.03,0
2,2,6,5,1.13081697872048,0.02,0
2,2,6,6,0.724324704005556,0.02,0
2,2,6,7,1.37123062547925,0.02,0
2,2,6,8,1.35819888328276,0.00999999999999995,0
2,2,7,2,0.393194366852513,0.02,0
2,2,7,3,0.600176697701519,0.00999999999999995,0
2,2,7,4,0.650156418822906,0.02,0
2,2,7,5,1.38999764961346,0.02,0
2,2,7,6,1.42605332363104,0.01,0
2,2,7,7,0.667292411736879,0.01,0
2,2,7,8,1.46936903634967,0.02,0
2,2,8,2,0.392654626250172,0.02,0
2,2,8,3,0.749841003098333,0.02,0
2,2,8,4,1.26368518303422,0.02,0
2,2,8,5,1.35156641198459,0.00999999999999995,0
2,2,8,6,0.876300615532783,0.02,0
2,2,8,7,1.31499139019185,0.02,0
2,2,8,8,1.29475431436961,0.01,0
2,3,2,2,0.834047582898929,0.02,0
2,3,2,3,0.825146246023464,0.01,0
2,3,2,4,1.20828327218533,0,0
2,3,2,5,0.6716487339887,0,0
2,3,2,6,1.12722368835644,0,0
2,3,2,7,1.37334189491841,0.02,0
2,3,2,8,1.15043477938545,0.01,0
2,3,3,2,1.4820511021411,0.02,0
2,3,3,3,0.701245580291036,0.02,0
2,3,3,4,1.36188396616034,0.02,0
2,3,3,5,1.45421075799048,0.02,0
2,3,3,6,1.38735808528084,0.02,0
2,3,3,7,1.32470763000497,0.01,0
2,3,3,8,0.624831178904965,0.02,0
2,3,4,2,0.623858202420554,0.02,0
2,3,4,3,0.687897592993071,0.02,0
2,3,4,4,1.57514180955481,0.02,0
2,3,4,5,0.6436419545383,0.02,0
2,3,4,6,0.61401628459898,0.02,0
2,3,4,7,0.702425769322083,0.02,0
2,3,4,8,0.624734127621816,0,0
2,3,5,2,1.5268618572534,0.02,0
2,3,5,3,0.853913615401754,0.02,0
2,3,5,4,1.41790927421381,0.02,0
2,3,5,5,1.46684763008533,0.01,0
2,3,5,6,1.48720324012715,0.02,0
2,3,5,7,0.61461567977762,0.01,0
2,3,5,8,1.86547248863151,0,0
