"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time","Reutilized"
25,25,25,0.015035193226456,0.05,0.05,0
25,25,26,0.0356360164163745,0.08,0.02,0
25,25,27,0.0152612139588247,0.08,0.03,0
25,25,28,0.06293033817124,0.11,0,0
25,25,29,0.0178379625980325,0.09,0.02,0
25,25,30,0.0275867072488519,0.13,0,0
25,25,31,0.0405619561244145,0.08,0.01,0
25,25,32,0.0139987407064147,0.08,0.02,0
25,25,33,0.030610771227023,0.13,0,0
25,25,34,0.0101424241289425,0.08,0.01,0
25,25,35,0.0149247190894394,0.09,0.02,0
25,26,25,0.020496060637646,0.11,0,0
25,26,26,0.0113861797683126,0.1,0,0
25,26,27,0.0360942837334721,0.08,0,0
25,26,28,0.0151213722306308,0.09,0,0
25,26,29,0.00905723833235296,0.11,0,0
25,26,30,0.0643533035369321,0.1,0,0
25,26,31,0.0223114610470154,0.09,0,0
25,26,32,0.0120223011679856,0.08,0.01,0
25,26,33,0.0152100250017961,0.08,0,0
25,26,34,0.0154131392767153,0.09,0,0
25,26,35,0.0221475873578483,0.09,0,0
25,27,25,0.0130640542223673,0.07,0,0
25,27,26,0.0189968989792166,0.1,0,0
25,27,27,0.0212319872446555,0.11,0,0
25,27,28,0.0222215320661821,0.07,0,0
25,27,29,0.0150442716057076,0.1,0,0
25,27,30,0.0139808757189427,0.09,0,0
25,27,31,0.0685162161342815,0.12,0,0
25,27,32,0.0154092250078837,0.08,0,0
25,27,33,0.0251774264144097,0.09,0,0
25,27,34,0.0175441248605415,0.09,0,0
25,27,35,0.0163725226722283,0.09,0,0
25,28,25,0.057190916553616,0.0600000000000001,0,0
25,28,26,0.0202460390294419,0.08,0,0
25,28,27,0.0179397160586862,0.11,0,0
25,28,28,0.0180158182303718,0.07,0,0
25,28,29,0.0153222602989091,0.0600000000000001,0,0
25,28,30,0.0102350442564993,0.09,0,0
25,28,31,0.020882698780882,0.0800000000000001,0,0
25,28,32,0.0164413432645666,0.08,0,0
25,28,33,0.0145832149907874,0.09,0,0
25,28,34,0.0425489036450528,0.09,0,0
25,28,35,0.0177883825556214,0.11,0,0
25,29,25,0.0127478731948732,0.0600000000000001,0,0
25,29,26,0.0189260974420953,0.08,0,0
25,29,27,0.0076872008595364,0.08,0,0
25,29,28,0.00576484108411176,0.08,0,0
25,29,29,0.0280384312043622,0.09,0,0
25,29,30,0.015864054802697,0.09,0,0
25,29,31,0.0159893965018981,0.12,0,0
25,29,32,0.0309478727039471,0.11,0,0
25,29,33,0.0100733856846113,0.09,0,0
25,29,34,0.0512010198058468,0.0600000000000001,0,0
25,29,35,0.0260675871546175,0.11,0,0
25,30,25,0.00908245786189952,0.08,0,0
25,30,26,0.0122886432560175,0.11,0,0
25,30,27,0.0282549800807666,0.1,0,0
25,30,28,0.00897063653277189,0.08,0,0
25,30,29,0.0155270549158631,0.13,0,0
25,30,30,0.0327609982379911,0.08,0,0
25,30,31,0.011300804013677,0.0700000000000001,0,0
25,30,32,0.0298036355269428,0.13,0,0
25,30,33,0.0252690950964795,0.1,0,0
25,30,34,0.0376183025221842,0.12,0,0
25,30,35,0.0324992366737449,0.13,0,0
25,31,25,0.022191186482901,0.11,0,0
25,31,26,0.00765629190728745,0.0899999999999999,0,0
25,31,27,0.0121488055184343,0.11,0,0
25,31,28,0.0236094867154485,0.0999999999999999,0,0
25,31,29,0.0298948788300184,0.0900000000000001,0,0
25,31,30,0.0522041409819577,0.0899999999999999,0,0
25,31,31,0.137622696559178,0.11,0,0
25,31,32,0.0101179628231773,0.11,0,0
25,31,33,0.0537524933774587,0.11,0,0
