"Layer 1","Layer 2","MSE","User Time","CPU Time"
35,35,0.455668919194681,0.2,0
35,36,0.217221029248348,0.31,0
35,37,0.392671969398647,0.14,0.03
35,38,0.192515330417359,0.13,0.03
35,39,2.18564624793346,0.25,0
35,40,0.195531437753847,0.17,0.05
35,41,0.483660392512689,0.27,0
36,35,0.350648618517634,0.13,0.03
36,36,0.410115020278178,0.12,0.05
36,37,0.101962450076921,0.15,0
36,38,0.821533215404415,0.18,0.01
36,39,0.243522538724195,0.11,0
36,40,0.703596173676948,0.22,0
36,41,0.671319814220443,0.16,0
37,35,0.101315140814406,0.13,0
37,36,0.37246638724863,0.17,0
37,37,0.246331051014195,0.14,0
37,38,0.132657199498197,0.16,0
37,39,0.423252358145381,0.11,0
37,40,0.182012589742304,0.13,0
37,41,0.255696915456289,0.15,0
38,35,1.65270757689114,0.17,0
38,36,0.0944032421765028,0.13,0
38,37,0.136770798375934,0.12,0
38,38,1.08342084278356,0.11,0
38,39,1.66460984893165,0.3,0
38,40,0.0899018837674396,0.11,0
38,41,0.171395766040977,0.11,0
39,35,0.13668856332436,0.11,0
39,36,1.19532449476183,0.14,0
39,37,0.113132185764732,0.11,0
39,38,1.60547165346366,0.28,0
39,39,0.169430488453002,0.14,0
39,40,0.249131334255772,0.21,0
39,41,1.27357205128776,0.25,0
40,35,0.0983800788396749,0.19,0
40,36,0.0822005854554563,0.12,0
40,37,0.16863844244429,0.22,0
40,38,0.464514943877337,0.34,0
40,39,0.122337340665952,0.17,0
40,40,4.30577086323432,0.25,0
40,41,0.162312096373783,0.28,0
41,35,0.374823425626478,0.17,0
41,36,0.111179464463953,0.13,0
41,37,0.103923361484606,0.14,0
41,38,0.460450910924494,0.13,0
41,39,0.29236606803128,0.13,0
41,40,0.110296906186328,0.11,0
41,41,1.5856722882251,0.11,0
