"Layer 1","MSE","User Time","CPU Time"
15,26.8157998537846,0.03,0
16,25.9418118012868,0.03,0
17,27.0358291317842,0.03,0
18,25.6281014940267,0.03,0
19,27.9602819582943,0.03,0.01
20,26.8390475292609,0.03,0
21,29.1480337551417,0.02,0.02
