"Layer 1","MSE","User Time","CPU Time"
11,0.545616488209385,0.02,0
12,0.656320431607512,0.03,0.02
13,0.546680777678288,0.00999999999999998,0
14,0.872288169191138,0.02,0
15,0.622397682833646,0.00999999999999998,0
16,0.435436477050324,0.00999999999999998,0.01
17,1.12854005340334,0,0.02
