"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
9,9,9,9,0.812892287892777,0.03,0
9,9,9,10,0.763067968110508,0.02,0
9,9,9,11,0.799336744268732,0.03,0
9,9,9,12,0.732046633925194,0.03,0
9,9,9,13,0.749139334467001,0.02,0
9,9,9,14,0.835433306518408,0.03,0
9,9,9,15,0.944499864185836,0.00999999999999998,0
9,9,10,9,0.836092461060507,0.03,0
9,9,10,10,0.809005812388404,0.03,0
9,9,10,11,0.821269478948248,0.03,0
9,9,10,12,0.867049776395148,0.03,0
9,9,10,13,0.813967141578359,0.01,0
9,9,10,14,0.73899145061042,0.02,0
9,9,10,15,0.689455917392441,0.00999999999999995,0
9,9,11,9,0.755023308449193,0.04,0
9,9,11,10,0.672204255164055,0.02,0
9,9,11,11,0.750935015307802,0.02,0
9,9,11,12,0.802809422274198,0.02,0
9,9,11,13,0.732340974903454,0.02,0
9,9,11,14,0.739987793248887,0.01,0
9,9,11,15,0.777745640431608,0.01,0
9,9,12,9,0.82235402315943,0.04,0
9,9,12,10,1.02446333648887,0.03,0.01
9,9,12,11,0.730251238128735,0.02,0
9,9,12,12,0.738035699749809,0.02,0
9,9,12,13,0.807887555408959,0.02,0
9,9,12,14,0.862130702092258,0.03,0
9,9,12,15,0.81530442731341,0.01,0
9,9,13,9,0.78032908312794,0.01,0
9,9,13,10,0.753216550474815,0.01,0
9,9,13,11,0.728036486463361,0.02,0
9,9,13,12,0.833803392794363,0.03,0
9,9,13,13,0.840139474667596,0.02,0
9,9,13,14,0.987658876831985,0.02,0
9,9,13,15,0.922573303684919,0.00999999999999995,0.02
9,9,14,9,0.775881512682676,0.02,0
9,9,14,10,0.622122730134772,0,0
9,9,14,11,0.761716073164567,0.01,0
9,9,14,12,0.764682666803803,0.01,0
9,9,14,13,0.820496060764087,0.02,0
9,9,14,14,0.698089735029722,0.01,0
9,9,14,15,0.882368448556536,0.04,0
9,9,15,9,0.755297214136506,0.03,0
9,9,15,10,0.708964121571018,0.04,0
9,9,15,11,0.910853526311952,0.02,0
9,9,15,12,1.01978914999595,0.01,0
9,9,15,13,0.943827774715063,0.03,0
9,9,15,14,0.74776536415761,0.03,0
9,9,15,15,0.749297488063477,0.01,0
9,10,9,9,0.800345712282172,0.02,0
9,10,9,10,0.895432378237122,0.03,0
9,10,9,11,0.806703976806942,0.01,0
9,10,9,12,0.731109093278167,0.02,0
9,10,9,13,0.944310600064615,0.03,0
9,10,9,14,0.831430653356477,0.02,0
9,10,9,15,0.849867899163526,0.02,0
9,10,10,9,0.834394011634849,0.01,0
9,10,10,10,0.778333697409339,0.02,0
9,10,10,11,1.15619166457675,0.03,0
9,10,10,12,0.705005520407151,0.01,0
9,10,10,13,0.750825333365391,0.04,0
9,10,10,14,0.875094243110309,0.03,0
9,10,10,15,0.726424593959513,0.02,0
9,10,11,9,0.717014171289727,0.01,0
9,10,11,10,0.913508762818853,0,0
9,10,11,11,0.800991673202888,0.03,0
9,10,11,12,0.747135445705944,0,0
9,10,11,13,0.82118533775419,0.03,0
9,10,11,14,0.741776520741052,0.01,0
9,10,11,15,0.782507875094143,0.02,0
9,10,12,9,0.796826649936253,0.01,0
9,10,12,10,0.850062323875831,0.0099999999999999,0
9,10,12,11,0.897416142783621,0.01,0
9,10,12,12,0.663675418185466,0.02,0
9,10,12,13,0.81299196923034,0.03,0
9,10,12,14,0.762060874934246,0.0099999999999999,0
9,10,12,15,0.812935180555208,0.02,0
9,10,13,9,0.982533280907882,0.0099999999999999,0
