"Layer 1","Layer 2","MSE","User Time","CPU Time"
19,19,0.123083578565303,0.04,0
19,20,0.207293548024116,0.00999999999999998,0.03
19,21,0.107311609306269,0.03,0.02
19,22,0.184499515283998,0.05,0
19,23,0.216367407323266,0.03,0.01
19,24,0.132108885206184,0.05,0
19,25,0.282605543048407,0.03,0.01
20,19,0.162238320737121,0.04,0
20,20,0.151322337221079,0.03,0.02
20,21,0.187008683042066,0.03,0
20,22,0.12565132562852,0.05,0
20,23,0.119374927333912,0.03,0
20,24,0.3596939541061,0.03,0.02
20,25,0.44137271767302,0.03,0
21,19,0.397072804195566,0.03,0
21,20,0.202646500139535,0.03,0
21,21,0.23485960071876,0.03,0
21,22,0.123364806638974,0.03,0
21,23,0.1903491483945,0.05,0
21,24,0.218963286765371,0.03,0
21,25,0.216593196327642,0.05,0
22,19,0.214602489983706,0.03,0
22,20,0.10796197766582,0.03,0
22,21,0.913072865381855,0.05,0
22,22,0.149174692444041,0.05,0
22,23,0.151575659090853,0.05,0
22,24,0.316168523009217,0.05,0
22,25,0.372050900093729,0.03,0.01
23,19,0.228620762322917,0.07,0
23,20,0.141074529994,0.03,0
23,21,0.132366819477727,0.03,0
23,22,0.159973678622705,0.02,0
23,23,0.132888990070231,0.04,0
23,24,0.11094409220184,0.03,0
23,25,0.114128552489876,0.03,0
24,19,0.123249707042619,0.05,0
24,20,0.138572106982597,0.01,0
24,21,0.160941295067652,0.03,0
24,22,0.203240097308861,0.06,0
24,23,0.232858507436866,0.04,0
24,24,0.158618487630683,0.03,0
24,25,0.299230769418941,0.05,0
25,19,0.0999520007456297,0.03,0
25,20,0.182836775423497,0.03,0
25,21,0.183910763072756,0.03,0
25,22,0.168868755490464,0.03,0
25,23,0.110259909581743,0.02,0
25,24,0.196062092037327,0.02,0
25,25,0.390909523081877,0.01,0
