"Layer 1","MSE","User Time","CPU Time"
11,1.87904907025712,0.02,0
12,0.901660941304123,0,0.01
13,2.48544383616283,0,0
14,1.37329346892535,0,0
15,2.26027482465356,0.02,0
16,2.21937462649093,0,0
17,4.4937616058425,0.02,0
