"Layer 1","Layer 2","MSE","User Time","CPU Time"
6,6,2.26518506198948,0.02,0
6,7,2.43805600411369,0.02,0
6,8,2.46000935138217,0.02,0
6,9,2.154121586682,0.02,0
6,10,2.2427959770472,0.03,0
6,11,2.02297415761747,0.02,0
6,12,2.25767980506843,0.03,0
7,6,2.7675648098035,0.00999999999999998,0
7,7,2.27406008069303,0.03,0
7,8,2.14342257301249,0.03,0
7,9,2.4900237383856,0.00999999999999998,0
7,10,2.13153628177672,0.02,0
7,11,2.2666932882279,0.02,0
7,12,2.31056360379132,0.02,0
8,6,2.4235537058383,0.02,0
8,7,2.20067188893274,0.02,0
8,8,2.4827936006834,0.02,0
8,9,2.38976692210506,0,0
8,10,2.27942563658288,0.00999999999999995,0
8,11,2.45181131938962,0.02,0
8,12,2.26644201280492,0.02,0
9,6,2.42853093313275,0,0
9,7,2.53666578951329,0.00999999999999995,0
9,8,2.0541599030679,0.02,0
9,9,2.54455947393285,0,0
9,10,1.98282164132315,0,0
9,11,2.53667810711844,0.00999999999999995,0
9,12,2.05104051355991,0.00999999999999995,0
10,6,1.73235062314011,0.00999999999999995,0
10,7,2.36592534574707,0.00999999999999995,0
10,8,2.31878093794459,0.00999999999999995,0
10,9,2.36665713581484,0.01,0
10,10,1.86163858472351,0.02,0
10,11,2.23342233449562,0.00999999999999995,0
10,12,2.35361618827164,0.02,0
11,6,2.03588522516428,0.02,0
11,7,2.36217604498683,0.02,0
11,8,1.99743198511551,0.02,0
11,9,2.16411570775751,0.02,0
11,10,2.34880412815905,0.00999999999999995,0
11,11,2.55622354741973,0.00999999999999995,0
11,12,2.35941333866624,0.02,0
12,6,2.3965271669091,0.00999999999999995,0
12,7,2.02387046330419,0.01,0
12,8,2.42668014074528,0.02,0
12,9,2.58960844967723,0,0
12,10,1.83699510546873,0,0
12,11,2.24508619107279,0,0
12,12,2.49105739603837,0,0
