"Layer 1","MSE","User Time","CPU Time"
19,0.475043130396131,0.02,0
20,0.522728114452402,0.00999999999999998,0.01
21,0.212232884627495,0.03,0
22,0.247110028688582,0.03,0
23,0.805515151316505,0.03,0.02
24,2.39175575845992,0.03,0.03
25,0.265925159998321,0.00999999999999998,0.02
