"Layer 1","Layer 2","MSE","User Time","CPU Time"
15,15,6.31180625874573,0.03,0.01
15,16,4.3473513414298,0.04,0
15,17,4.68875731018139,0.05,0
15,18,11.5651220617117,0.03,0
15,19,11.555994357218,0.03,0
15,20,2.99465320401741,0.05,0
15,21,14.7745134194864,0.03,0
16,15,13.0627995118604,0.05,0
16,16,6.77475317220556,0.03,0
16,17,4.57620358844573,0.04,0.02
16,18,3.49554249350854,0.04,0
16,19,13.8865453460014,0.03,0
16,20,8.69824862982972,0.01,0
16,21,9.62889893035545,0.05,0
17,15,11.1658391907885,0.03,0
17,16,4.03980899594302,0.03,0
17,17,10.0328742843971,0.03,0
17,18,6.5897419401437,0.03,0
17,19,13.3517031985897,0.03,0
17,20,3.35584065350764,0.05,0
17,21,5.41012573628723,0.03,0
18,15,5.86213741479018,0.04,0
18,16,4.74598829342614,0.01,0
18,17,4.04814932420358,0.02,0
18,18,9.56772311933718,0.04,0
18,19,10.33630247258,0.05,0
18,20,3.13786486263168,0.04,0
18,21,5.32443388436132,0.03,0
19,15,9.25428718301911,0.01,0
19,16,7.38205956232229,0.02,0
19,17,13.2011272324563,0.02,0
19,18,10.4185786770565,0.04,0
19,19,6.90081752326345,0.02,0
19,20,7.47685765643836,0.03,0
19,21,11.4093195723555,0.04,0
20,15,14.5653716185168,0.02,0.01
20,16,2.55753600507688,0.02,0
20,17,9.52007463309051,0.03,0
20,18,7.59950802713811,0.03,0
20,19,2.57927358448784,0.05,0
20,20,5.62266747251774,0.03,0
20,21,8.98308777272741,0.04,0
21,15,8.53239315715278,0.02,0
21,16,16.7221812609183,0.03,0
21,17,9.47327894794795,0.02,0
21,18,4.05174518342438,0.03,0
21,19,7.70913844503127,0.02,0
21,20,8.40140647220007,0.01,0
21,21,11.0059134370237,0.01,0
