"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
8,8,8,10.2507925688432,0.02,0
8,8,9,7.35094075976594,0.02,0
8,8,10,8.52568037498206,0.00999999999999998,0
8,8,11,7.69631024074131,0.03,0
8,8,12,7.05120788306381,0.02,0
8,8,13,7.54848970773986,0.03,0
8,8,14,5.663018305399,0.03,0
8,9,8,8.00898661594547,0.03,0
8,9,9,7.82595798674131,0.02,0
8,9,10,8.91198804432532,0.03,0
8,9,11,7.2918122257231,0.04,0
8,9,12,8.1665090897107,0.02,0
8,9,13,7.17298000822443,0.02,0
8,9,14,9.20353178481114,0.02,0
8,10,8,8.98394432318563,0.02,0
8,10,9,7.89768866014198,0.01,0
8,10,10,8.70308567554514,0.02,0
8,10,11,7.10150800376454,0.01,0
8,10,12,9.18352418780746,0.02,0
8,10,13,7.61759972578896,0.00999999999999995,0
8,10,14,8.07714984882461,0.00999999999999995,0
8,11,8,7.32209960703252,0.02,0
8,11,9,8.01995418575967,0.01,0
8,11,10,7.86100421235835,0.00999999999999995,0
8,11,11,7.62414381526017,0.00999999999999995,0
8,11,12,7.08188908258846,0.01,0
8,11,13,7.46809747554169,0.02,0
8,11,14,6.73196066074907,0.01,0
8,12,8,7.59102800898049,0.00999999999999995,0
8,12,9,7.3529284998948,0,0
8,12,10,7.60495486032912,0.01,0
8,12,11,8.95515435733999,0.02,0
8,12,12,9.28948999402688,0.00999999999999995,0
8,12,13,7.69366797940532,0.03,0
8,12,14,7.93158281931687,0.02,0
8,13,8,8.94515209068617,0,0
8,13,9,7.1554771169368,0.00999999999999995,0
8,13,10,8.52160340482582,0.02,0
8,13,11,9.10126725527048,0.02,0
8,13,12,8.17626581674514,0.02,0
8,13,13,6.35296358415697,0.02,0
8,13,14,10.8410595689359,0.02,0
8,14,8,7.3224360617485,0,0
8,14,9,7.79936937424199,0,0
8,14,10,10.1902222029268,0.01,0
8,14,11,7.89211943355362,0.01,0
8,14,12,7.39665637082062,0.01,0
8,14,13,9.0931001099288,0.02,0
8,14,14,8.26867202710375,0.02,0
9,8,8,8.40728124455557,0.02,0
9,8,9,8.00281071458079,0.01,0
9,8,10,8.191131260339,0.01,0
9,8,11,7.548834934616,0,0
9,8,12,8.82911975927475,0.01,0
9,8,13,8.47133773847102,0.01,0
9,8,14,7.93856931176459,0.02,0
9,9,8,7.95539119892332,0,0
9,9,9,7.55999726613057,0.01,0
9,9,10,7.90312188207476,0.01,0
9,9,11,7.81198242875395,0.02,0
9,9,12,7.49134006604612,0.01,0
9,9,13,7.8493152348049,0,0
9,9,14,8.23965555992753,0.02,0
9,10,8,7.37354720366873,0.02,0
9,10,9,7.68186988918722,0.01,0
9,10,10,7.87811082558946,0.02,0
9,10,11,7.4639645562327,0.02,0
9,10,12,7.44144676076607,0.01,0
9,10,13,7.36437467228634,0.01,0
9,10,14,8.2132753790405,0.02,0
9,11,8,7.34729034857987,0.02,0
9,11,9,8.71359659494614,0.01,0
9,11,10,8.16858461936921,0.02,0
9,11,11,8.25534730747619,0.01,0
9,11,12,7.77901260070603,0.0099999999999999,0
9,11,13,8.04703135967415,0,0
9,11,14,8.39112139127568,0.02,0
9,12,8,7.83668465817314,0.01,0
9,12,9,7.36855856438858,0.02,0
9,12,10,8.39540804557232,0.02,0
9,12,11,8.51019457777588,0.01,0
9,12,12,6.1498692461925,0,0
9,12,13,7.88039176756142,0,0
9,12,14,9.02607969044598,0.02,0
9,13,8,8.07517644003238,0.01,0
9,13,9,9.53970433431946,0.02,0
9,13,10,9.13764211891473,0,0
9,13,11,6.6183504457205,0.01,0
9,13,12,9.12310454699909,0.01,0
9,13,13,8.33948975556564,0.02,0
9,13,14,8.04440296684606,0.02,0
9,14,8,7.87813021489564,0.01,0
9,14,9,7.69464533497752,0.02,0
9,14,10,7.60308007138946,0.01,0
9,14,11,8.8034444093533,0.02,0
9,14,12,7.41927318982374,0.02,0
9,14,13,7.72816916830084,0.0199999999999999,0
9,14,14,8.62913088848691,0.02,0
10,8,8,7.55073747442237,0.0199999999999999,0
10,8,9,8.91917702106074,0.01,0
10,8,10,8.04092666371392,0.0199999999999999,0
10,8,11,8.25403225760766,0.01,0
10,8,12,8.55197082513498,0.01,0
10,8,13,7.32543284061931,0.02,0
10,8,14,7.62558244842161,0.01,0
10,9,8,6.884770021112,0.02,0
10,9,9,9.17541367979842,0.01,0
10,9,10,9.30964950229511,0,0
10,9,11,7.02902338449846,0.01,0
10,9,12,8.92355602728939,0.01,0
10,9,13,7.82663223674526,0.01,0
10,9,14,7.87621462163369,0.02,0
10,10,8,8.62808370874458,0.02,0
10,10,9,7.78959879544271,0.01,0
10,10,10,8.3150741201846,0.02,0
10,10,11,8.17301319107396,0.02,0
10,10,12,8.57765145173058,0.01,0
10,10,13,7.6828272611763,0.02,0
10,10,14,8.91065105747274,0.02,0
10,11,8,8.07656502023199,0.02,0
10,11,9,12.3568479442081,0.02,0
10,11,10,8.82207457221743,0.02,0
10,11,11,8.42053381205913,0.02,0
10,11,12,7.32043045785695,0.01,0
10,11,13,7.30167250996141,0.02,0
10,11,14,7.70124174754756,0.02,0
10,12,8,8.04388266989294,0.02,0
10,12,9,8.02876008149494,0.0099999999999999,0
10,12,10,7.71480772767544,0.02,0
10,12,11,7.10318620508073,0.02,0
10,12,12,7.25435285476578,0.02,0
10,12,13,9.48311486061152,0.01,0
10,12,14,9.28606091371854,0.01,0
10,13,8,7.8104205870528,0.02,0
10,13,9,7.32274508900311,0.02,0
10,13,10,6.4018183443081,0.0099999999999999,0
10,13,11,8.30154942981336,0.02,0
10,13,12,8.0792978547288,0.02,0
10,13,13,7.38902500538313,0.01,0
10,13,14,10.3521182010816,0.02,0
10,14,8,7.14710283290174,0.02,0
10,14,9,7.46746256873171,0.01,0
10,14,10,7.15843188360314,0.01,0
10,14,11,7.8342012996538,0.01,0
10,14,12,7.97810340659079,0.02,0
10,14,13,8.90854535894196,0.01,0
10,14,14,8.86203674723191,0.02,0
11,8,8,8.74024018478851,0.01,0
11,8,9,8.16738833325912,0.01,0
11,8,10,7.56506010632985,0.0199999999999999,0
11,8,11,8.73117629853365,0.02,0
11,8,12,8.82779129687519,0.02,0
