"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time","Reutilized"
9,9,9,9,0.363074546662832,0.03,0,0
9,9,9,10,0.386587340834624,0.02,0,0
9,9,9,11,0.299907032981216,0.02,0,0
9,9,9,12,0.37379286194066,0.00999999999999998,0,0
9,9,9,13,0.339253811353145,0.00999999999999998,0,0
9,9,9,14,0.407091376847736,0.00999999999999998,0,0
9,9,9,15,0.358906395552764,0.02,0,0
9,9,9,16,0.291072373617636,0.03,0,0
9,9,9,17,0.362500753496573,0.03,0,0
9,9,9,18,0.487241810270684,0.03,0,0
9,9,9,19,0.451508518438961,0.00999999999999998,0,0
9,9,10,9,0.35531254207376,0.02,0,0
9,9,10,10,0.391159955918176,0.02,0,0
9,9,10,11,0.509763767497777,0.02,0,0
9,9,10,12,0.364521216334741,0.00999999999999995,0,0
9,9,10,13,0.420479899783763,0,0,0
9,9,10,14,0.338568526449488,0.02,0,0
9,9,10,15,0.308616024264374,0.02,0,0
9,9,10,16,0.417865272091555,0.02,0,0
9,9,10,17,0.261136519972721,0.01,0,0
9,9,10,18,0.516058849215168,0.00999999999999995,0,0
9,9,10,19,0.290945217173368,0.02,0,0
9,9,11,9,0.353323227887093,0.02,0,0
9,9,11,10,0.402246931806261,0.01,0,0
9,9,11,11,0.336651761496635,0.00999999999999995,0,0
9,9,11,12,0.393631274832676,0.02,0,0
9,9,11,13,0.387259829378286,0.00999999999999995,0,0
9,9,11,14,0.400897876978316,0.00999999999999995,0,0
9,9,11,15,0.288170400237425,0.02,0,0
9,9,11,16,0.442262907289479,0.02,0,0
9,9,11,17,0.311356739337878,0.03,0,0
9,9,11,18,0.487777541505629,0.03,0,0
9,9,11,19,0.376479920569097,0.03,0,0
9,9,12,9,0.391750519579745,0.02,0,0
9,9,12,10,0.376909409120385,0.03,0,0
9,9,12,11,0.389795050885119,0.02,0,0
9,9,12,12,0.361574665911888,0.00999999999999995,0,0
9,9,12,13,0.365751195325304,0.00999999999999995,0,0
9,9,12,14,0.453079824494726,0.03,0,0
9,9,12,15,0.513475457871246,0.02,0,0
9,9,12,16,0.379075686233137,0.03,0,0
9,9,12,17,0.349295869246019,0.02,0,0
9,9,12,18,0.27383682370201,0.01,0,0
9,9,12,19,0.291756373435799,0.03,0,0
9,9,13,9,0.396291653265283,0.02,0,0
9,9,13,10,0.313271757661093,0.02,0,0
9,9,13,11,0.465351518260379,0.01,0,0
9,9,13,12,0.403030650942363,0.02,0,0
9,9,13,13,0.332649978041094,0.02,0,0
9,9,13,14,0.403151979520738,0.01,0,0
9,9,13,15,0.389223809312254,0.03,0,0
9,9,13,16,0.350403802765152,0.02,0,0
9,9,13,17,0.375691938568551,0.02,0,0
9,9,13,18,0.326654699751482,0.02,0,0
9,9,13,19,0.363032776717223,0.03,0,0
9,9,14,9,0.396170703859096,0.01,0,0
9,9,14,10,0.390078821498857,0.03,0,0
9,9,14,11,0.416618882668674,0.01,0,0
9,9,14,12,0.395213321463472,0.02,0,0
9,9,14,13,0.441521348852137,0.04,0,0
9,9,14,14,0.340176644686235,0.03,0,0
9,9,14,15,0.385487717745449,0,0,0
9,9,14,16,0.417863670336819,0.03,0,0
9,9,14,17,0.360613103192531,0.02,0,0
9,9,14,18,0.399471590270528,0.01,0,0
9,9,14,19,0.354006191184873,0.03,0,0
9,9,15,9,0.322602174875904,0.02,0,0
9,9,15,10,0.363110544522905,0.01,0,0
9,9,15,11,0.450664105320054,0.01,0,0
9,9,15,12,0.392838985455141,0.03,0,0
9,9,15,13,0.414096521431336,0.03,0,0
9,9,15,14,0.391805291253753,0.03,0,0
9,9,15,15,0.36338734947157,0.0099999999999999,0,0
9,9,15,16,0.309604013231951,0.03,0,0
9,9,15,17,0.377832793326807,0.03,0,0
9,9,15,18,0.381331983609075,0.02,0,0
9,9,15,19,0.39471998308832,0.0099999999999999,0,0
9,9,16,9,0.39722803243126,0.0299999999999999,0,0
9,9,16,10,0.391307174922035,0.01,0,0
9,9,16,11,0.374694269331481,0.0099999999999999,0,0
9,9,16,12,0.378690986484165,0.03,0,0
9,9,16,13,0.476310434015333,0.01,0,0
9,9,16,14,0.383799163968203,0.02,0,0
9,9,16,15,0.393955712396258,0.03,0,0
9,9,16,16,0.414447574977073,0.03,0,0
9,9,16,17,0.370481920088945,0.02,0,0
9,9,16,18,0.34455395191985,0.01,0,0
9,9,16,19,0.346541347455016,0.01,0,0
9,9,17,9,0.417889969176436,0.03,0,0
9,9,17,10,0.536586985845872,0.01,0,0
9,9,17,11,0.393167110185888,0.02,0,0
9,9,17,12,0.501194485179237,0.03,0,0
9,9,17,13,0.40655479233324,0.03,0,0
9,9,17,14,0.420952854031462,0.02,0,0
9,9,17,15,0.410312121254721,0.0199999999999999,0,0
9,9,17,16,0.449931923889015,0.03,0,0
9,9,17,17,0.427212931144184,0.02,0,0
9,9,17,18,0.370058816838128,0.0199999999999999,0,0
9,9,17,19,0.390334088939896,0.01,0,0
9,9,18,9,0.422072189330926,0.01,0,0
9,9,18,10,0.364798300678272,0.01,0,0
9,9,18,11,0.344565560579251,0.0199999999999999,0,0
9,9,18,12,0.48781724162828,0.03,0,0
9,9,18,13,0.219831122243756,0.04,0,0
9,9,18,14,0.480835740681793,0.01,0,0
9,9,18,15,0.438353293919491,0.03,0,0
9,9,18,16,0.358827934420007,0.01,0,0
9,9,18,17,0.33122570937645,0.0299999999999999,0,0
9,9,18,18,0.399358133324747,0.02,0,0
9,9,18,19,0.379973782829364,0.02,0,0
9,9,19,9,0.47648192317916,0.01,0,0
9,9,19,10,0.392613084334933,0.01,0,0
9,9,19,11,0.458321260252369,0.0299999999999999,0,0
9,9,19,12,0.339736770089438,0.01,0,0
9,9,19,13,0.500822904712085,0.01,0,0
9,9,19,14,0.342505468483256,0.01,0,0
9,9,19,15,0.410907885631992,0.0299999999999999,0,0
9,9,19,16,0.416854774022043,0.0099999999999999,0,0
9,9,19,17,0.223310236248373,0.01,0,0
9,9,19,18,0.396101519586189,0.0299999999999999,0,0
9,9,19,19,0.408896376459252,0.03,0,0
9,10,9,9,0.363635536854918,0.02,0,0
9,10,9,10,0.388606765851141,0.02,0,0
9,10,9,11,0.399242128458509,0.02,0,0
9,10,9,12,0.421367576185528,0.01,0,0
9,10,9,13,0.444285751250425,0.02,0,0
9,10,9,14,0.384568189127817,0.03,0,0
9,10,9,15,0.404680177459839,0.01,0,0
9,10,9,16,0.47345084060589,0.01,0,0
9,10,9,17,0.428201977452354,0.0199999999999999,0,0
9,10,9,18,0.41156012755064,0.02,0,0
9,10,9,19,0.299761844103466,0.03,0,0
9,10,10,9,0.508577423295908,0.02,0,0
9,10,10,10,0.362884112250232,0.01,0,0
9,10,10,11,0.385686900018265,0.02,0,0
9,10,10,12,0.370877371775485,0.02,0,0
9,10,10,13,0.353394393006542,0.02,0,0
9,10,10,14,0.39575693595064,0.0199999999999999,0,0
9,10,10,15,0.369880280120061,0.01,0,0
9,10,10,16,0.406773622015564,0.02,0,0
9,10,10,17,0.410692017664212,0.01,0,0
9,10,10,18,0.406101556099911,0.04,0,0
9,10,10,19,0.335176930121797,0.01,0,0
9,10,11,9,0.43960660875635,0.0299999999999999,0,0
9,10,11,10,0.384941178869689,0.0199999999999999,0,0
9,10,11,11,0.289758928753758,0.04,0,0
9,10,11,12,0.386356817639452,0.01,0,0
9,10,11,13,0.464873470880488,0.01,0,0
9,10,11,14,0.416631259803755,0.03,0,0
9,10,11,15,0.446752888050992,0.02,0,0
9,10,11,16,0.390025467808638,0.01,0,0
9,10,11,17,0.508264859492784,0.03,0,0
9,10,11,18,0.413834875118809,0.03,0,0
9,10,11,19,0.371777867579847,0.02,0,0
9,10,12,9,0.363639043570034,0.02,0,0
9,10,12,10,0.389197113685256,0.03,0,0
9,10,12,11,0.423563703757126,0,0,0
9,10,12,12,0.416206507271603,0,0,0
9,10,12,13,0.299993876292978,0.01,0,0
9,10,12,14,0.359410658547377,0.01,0,0
9,10,12,15,0.341900078767835,0.01,0,0
9,10,12,16,0.330104825994646,0.0199999999999998,0,0
9,10,12,17,0.390521050329431,0.03,0,0
9,10,12,18,0.193550828101585,0.02,0,0
9,10,12,19,0.389283021552901,0.03,0,0
9,10,13,9,0.432659944989733,0.02,0,0
9,10,13,10,0.435764624199948,0.03,0,0
9,10,13,11,0.355457334734166,0.03,0,0
9,10,13,12,0.535740465382235,0.02,0,0
9,10,13,13,0.414443068537694,0.02,0,0
9,10,13,14,0.344029710183562,0.02,0,0
9,10,13,15,0.285113149613649,0.03,0,0
9,10,13,16,0.339536766686321,0.0299999999999998,0,0
9,10,13,17,0.497774705031409,0.01,0,0
9,10,13,18,0.408620079105544,0.0199999999999998,0,0
9,10,13,19,0.406897188690279,0.01,0,0
9,10,14,9,0.40869521090822,0.02,0,0
9,10,14,10,0.371919001178186,0,0,0
9,10,14,11,0.438798138522664,0.02,0,0
9,10,14,12,0.323709428646881,0.02,0,0
9,10,14,13,0.469161053282894,0.03,0,0
9,10,14,14,0.357677094765756,0.02,0,0
9,10,14,15,0.410197969282386,0.03,0,0
9,10,14,16,0.490025195319368,0.02,0,0
9,10,14,17,0.236006829756252,0.02,0,0
9,10,14,18,0.623162089302431,0.02,0,0
9,10,14,19,0.410957662861736,0.03,0,0
9,10,15,9,0.36813410607633,0.02,0,0
9,10,15,10,0.363125599480656,0.02,0,0
