"1st layer","2nd layer","3rd layer","4th layer","MSE","User Time","CPU Time"
10,10,10,10,0.660920232341038,0.03,0
10,10,10,11,0.65020009874972,0.03,0
10,10,10,12,0.651539319645461,0.03,0
10,10,10,13,0.627235125968409,0.00999999999999998,0.02
10,10,10,14,0.697505629327597,0.04,0
10,10,10,15,0.62641262444159,0.03,0
10,10,10,16,0.661187952677631,0.03,0
10,10,11,10,0.650619912233537,0.04,0
10,10,11,11,0.652093769109992,0.02,0
10,10,11,12,0.635670381603429,0.03,0
10,10,11,13,0.672313423342061,0.03,0
10,10,11,14,0.638647460447679,0.02,0
10,10,11,15,0.627222254977888,0.02,0
10,10,11,16,0.656819041122417,0.01,0
10,10,12,10,0.655548934462907,0.03,0
10,10,12,11,0.651299963537895,0.02,0
10,10,12,12,0.689380277715866,0.02,0
10,10,12,13,0.658400395949588,0.02,0
10,10,12,14,0.631336731657931,0.00999999999999995,0
10,10,12,15,0.646198434830603,0.03,0
10,10,12,16,0.69431518778753,0.02,0
10,10,13,10,0.659971411883049,0.02,0
10,10,13,11,0.649441323108561,0.03,0
10,10,13,12,0.672595433658317,0.03,0
10,10,13,13,0.667770213799644,0.02,0
10,10,13,14,0.658254608000242,0.01,0
10,10,13,15,0.669426470024687,0.00999999999999995,0
10,10,13,16,0.652980939322708,0.03,0
10,10,14,10,0.643359943681564,0.03,0
10,10,14,11,0.66744416023358,0.01,0
10,10,14,12,0.666962975573141,0.01,0
10,10,14,13,0.669174442224308,0.03,0
10,10,14,14,0.646684678788563,0.02,0
10,10,14,15,0.659609792093399,0.05,0
10,10,14,16,0.652251906395702,0.02,0
10,10,15,10,0.652986152816908,0.03,0
10,10,15,11,0.652905104124659,0.03,0
10,10,15,12,0.64967075757941,0.01,0
10,10,15,13,0.644384680844116,0.02,0
10,10,15,14,0.680365397734972,0.02,0
10,10,15,15,0.66085117811334,0.02,0
10,10,15,16,0.644808164513465,0.03,0
10,10,16,10,0.64824554077202,0.04,0
10,10,16,11,0.656599034877803,0.02,0
10,10,16,12,0.648025460351248,0.03,0
10,10,16,13,0.654060876516199,0.02,0
10,10,16,14,0.650456147968543,0.02,0
10,10,16,15,0.618739489631107,0.02,0
10,10,16,16,0.659865358929875,0.02,0
10,11,10,10,0.656172300043157,0.02,0
10,11,10,11,0.635740676340642,0.0099999999999999,0
10,11,10,12,0.63629974458873,0.0099999999999999,0
10,11,10,13,0.649417337244052,0.02,0
10,11,10,14,0.665944492350718,0.01,0
10,11,10,15,0.622278625428027,0.01,0
