"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time","Reutilized"
15,15,15,15,0.164035715398246,0.07,0,0
15,15,15,16,0.17356498508663,0.03,0.01,0
15,15,15,17,0.183457408552044,0.05,0,0
15,15,15,18,0.164054658739954,0,0.05,0
15,15,15,19,0.180953977977642,0.06,0,0
15,15,15,20,0.171418811583189,0.05,0,0
15,15,15,21,0.167045972477775,0.06,0,0
15,15,15,22,0.16409438879518,0.06,0,0
15,15,15,23,0.174857946632051,0.06,0,0
15,15,15,24,0.15198790261442,0.04,0,0
15,15,15,25,0.167174309845512,0.06,0,0
15,15,16,15,0.175741278560748,0.04,0,0
15,15,16,16,0.158031471003577,0.03,0,0
15,15,16,17,0.179344106497058,0.04,0,0
15,15,16,18,0.177337426969447,0.05,0,0
15,15,16,19,0.175300268027386,0.05,0,0
15,15,16,20,0.149328785999034,0.06,0,0
15,15,16,21,0.176536339605938,0.02,0,0
15,15,16,22,0.169694360013693,0.05,0,0
15,15,16,23,0.166738931732874,0.06,0,0
15,15,16,24,0.198166910141074,0.03,0,0
15,15,16,25,0.168078037013122,0.04,0,0
15,15,17,15,0.170859436583545,0.03,0,0
15,15,17,16,0.193412291267228,0.05,0,0
15,15,17,17,0.175820307138836,0.05,0,0
15,15,17,18,0.185997997068697,0.05,0,0
15,15,17,19,0.168070451079251,0.06,0,0
15,15,17,20,0.169339131528929,0.03,0,0
15,15,17,21,0.15982673274081,0.04,0,0
15,15,17,22,0.183955443492741,0.04,0,0
15,15,17,23,0.167339888082395,0.05,0,0
15,15,17,24,0.162059271650179,0.06,0,0
15,15,17,25,0.184315740261646,0.06,0,0
15,15,18,15,0.17292527873818,0.05,0,0
15,15,18,16,0.174258416159401,0.04,0,0
15,15,18,17,0.17599428512038,0.06,0,0
15,15,18,18,0.167594629136292,0.03,0,0
15,15,18,19,0.166272803701808,0.05,0,0
15,15,18,20,0.163893926859893,0.04,0,0
15,15,18,21,0.1455881574452,0.05,0,0
15,15,18,22,0.174358614387569,0.05,0,0
15,15,18,23,0.170859365347219,0.07,0,0
15,15,18,24,0.14564839742318,0.01,0.02,0
15,15,18,25,0.175266128591689,0.0599999999999999,0,0
15,15,19,15,0.189482915997079,0.05,0,0
15,15,19,16,0.179550749155093,0.05,0,0
15,15,19,17,0.175457327594195,0.0299999999999999,0,0
15,15,19,18,0.170148970159001,0.0499999999999999,0,0
15,15,19,19,0.146376539145175,0.04,0,0
15,15,19,20,0.183655808727742,0.0599999999999999,0.01,0
15,15,19,21,0.170998462583117,0.0600000000000001,0,0
15,15,19,22,0.160646147197922,0.0399999999999999,0,0
15,15,19,23,0.155759046629874,0.05,0,0
15,15,19,24,0.167838461181323,0.08,0,0
15,15,19,25,0.184394174899907,0.0599999999999999,0,0
15,15,20,15,0.177079722409817,0.04,0,0
15,15,20,16,0.175594843560009,0.04,0,0
15,15,20,17,0.1850848666818,0.0499999999999999,0,0
15,15,20,18,0.185986214093462,0.04,0,0
15,15,20,19,0.147449180761404,0.0700000000000001,0,0
15,15,20,20,0.181097965859967,0.05,0,0
15,15,20,21,0.175420984114982,0.0499999999999999,0,0
15,15,20,22,0.163874573136925,0.05,0,0
15,15,20,23,0.185706520003234,0.05,0,0
15,15,20,24,0.155607577518492,0.08,0,0
15,15,20,25,0.185327167883176,0.0600000000000001,0,0
15,15,21,15,0.197611032291557,0.0499999999999999,0,0
15,15,21,16,0.188832348969076,0.04,0,0
