"Layer 1","Layer 2","MSE","User Time","CPU Time"
7,7,0.564199759318199,0.00999999999999998,0
7,8,0.637064201306267,0.02,0
7,9,0.53535588056188,0.02,0
7,10,0.50554852857394,0.03,0
7,11,0.653541735745927,0.03,0
7,12,0.527265157087088,0.02,0
7,13,0.685247089063165,0.03,0
8,7,0.59664621570931,0.02,0
8,8,0.547647523842432,0.00999999999999998,0
8,9,0.503784202775624,0.03,0
8,10,0.593301668926469,0.03,0
8,11,1.01258318792996,0.04,0
8,12,0.642004772158614,0.04,0
8,13,0.643716238701016,0.04,0
9,7,1.04955664367138,0.02,0
9,8,0.601975280059422,0.00999999999999998,0
9,9,0.502727454954973,0.02,0
9,10,0.690437212415098,0.01,0
9,11,0.754372425280839,0.00999999999999998,0
9,12,0.491673794840021,0.01,0
9,13,0.594157696827769,0.02,0
10,7,0.591711112407259,0.02,0
10,8,0.548928674195539,0.02,0
10,9,0.628649051630253,0.01,0
10,10,0.541874458170899,0.03,0
10,11,0.558141290209119,0.02,0
10,12,0.874469136322883,0.02,0
10,13,0.587103970611272,0.01,0
11,7,0.573845533299561,0.02,0
11,8,0.53797327007717,0,0
11,9,0.70485224597097,0.02,0
11,10,0.86590242521566,0.02,0
11,11,0.451358087909724,0.02,0
11,12,0.83683859035936,0.03,0
11,13,0.732304427823869,0.01,0
12,7,0.489100444035203,0.02,0
12,8,0.640514274697986,0.02,0
12,9,0.620234736225911,0.01,0
12,10,0.637174071318966,0.03,0
12,11,0.664362804047878,0.03,0
12,12,1.03578478041723,0.03,0
12,13,0.536688843384372,0.04,0
13,7,0.616182637994154,0.01,0
13,8,1.18832030061011,0.01,0
13,9,0.785953779719647,0.02,0
13,10,0.988773760639791,0.02,0
13,11,0.799383879104025,0.01,0
13,12,0.667199273523503,0.02,0
13,13,0.667562448625981,0.02,0
