"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
34,34,34,0.715529741157617,0.17,0.03
34,34,35,0.51703728450002,0.16,0.04
34,34,36,0.42978663036127,0.12,0.06
34,34,37,0.49536314490266,0.2,0
34,34,38,0.439366361602571,0.14,0.06
34,34,39,0.313076846739403,0.2,0
34,34,40,0.518523436179451,0.21,0.02
34,35,34,0.729881486188625,0.17,0.03
34,35,35,0.422004733517925,0.17,0.01
34,35,36,0.507141724596869,0.16,0.03
34,35,37,0.450140273454491,0.19,0.03
34,35,38,0.562793730946051,0.17,0
34,35,39,0.501726451034914,0.15,0
34,35,40,0.77680876776173,0.19,0
34,36,34,0.570156085430483,0.17,0
34,36,35,0.498942005945776,0.17,0
34,36,36,0.858375526819337,0.18,0
34,36,37,0.543137081164495,0.15,0
34,36,38,0.482994116352651,0.14,0
34,36,39,0.449297943146723,0.17,0
34,36,40,0.412925686024563,0.17,0
34,37,34,0.565238965886308,0.16,0
34,37,35,0.469097949082687,0.19,0
34,37,36,0.613806989589639,0.17,0
34,37,37,0.629702251616112,0.19,0
34,37,38,0.554726290406595,0.19,0
34,37,39,0.750152156763974,0.19,0
34,37,40,0.538702352994029,0.18,0
34,38,34,0.431304885149718,0.18,0
34,38,35,0.523814004185767,0.17,0
34,38,36,0.430019495872651,0.16,0
34,38,37,0.587939002610119,0.17,0
34,38,38,0.606484415646157,0.17,0
34,38,39,0.473142135803219,0.15,0
34,38,40,0.750099406713661,0.17,0
34,39,34,0.418032934921617,0.16,0
34,39,35,0.474850586600391,0.16,0
34,39,36,0.677956848188822,0.19,0
34,39,37,0.786698429853367,0.19,0
34,39,38,0.446908063261444,0.17,0
34,39,39,0.487639647787373,0.17,0
34,39,40,0.364046561417271,0.17,0
34,40,34,0.506121685436049,0.18,0
34,40,35,0.430554385048943,0.16,0
34,40,36,0.492661440028229,0.16,0
34,40,37,0.567640151836503,0.17,0
34,40,38,0.480578536496436,0.17,0
34,40,39,0.452300804946382,0.19,0
34,40,40,0.901744771924957,0.21,0
35,34,34,0.509109839415121,0.14,0
35,34,35,0.468602593206667,0.14,0
35,34,36,0.476635532738957,0.16,0
35,34,37,0.895532422043113,0.2,0
35,34,38,0.459188552753844,0.15,0
35,34,39,0.547351980630536,0.15,0
35,34,40,0.424249586705257,0.17,0
35,35,34,0.467175350959524,0.15,0
35,35,35,0.627598710015869,0.18,0
35,35,36,0.465505205396301,0.16,0
35,35,37,0.431133697702497,0.17,0
35,35,38,0.637934788429872,0.17,0
35,35,39,0.768333311778937,0.18,0
35,35,40,0.568891317132876,0.19,0
35,36,34,0.516407380030132,0.15,0
35,36,35,0.535810387595286,0.17,0
35,36,36,0.422324907523293,0.14,0
35,36,37,0.378835589558379,0.17,0
35,36,38,0.430095347847724,0.16,0
35,36,39,0.631418862457788,0.17,0
35,36,40,1.04427484692332,0.19,0
35,37,34,0.970023296077588,0.18,0
35,37,35,0.513342721154999,0.18,0
35,37,36,0.660970558969318,0.14,0.00999999999999998
