"Layer 1","Layer 2","MSE","User Time","CPU Time"
4,4,0.871608215204325,0.00999999999999998,0
4,5,0.785743227445273,0.00999999999999998,0
4,6,0.921204795012055,0.02,0
4,7,1.40180813811378,0.02,0
4,8,0.813257223811429,0.02,0
4,9,1.0170038032587,0.00999999999999998,0
4,10,0.948849612410872,0.00999999999999998,0
5,4,0.774135619565158,0.02,0
5,5,1.0075456857588,0.00999999999999998,0
5,6,0.729861563875999,0.02,0
5,7,0.804886094730267,0.00999999999999998,0
5,8,1.38146574783321,0.02,0
5,9,0.781120643692473,0.02,0
5,10,1.70249752959833,0.00999999999999998,0
6,4,0.940684285580673,0.01,0
6,5,1.22062997259634,0.00999999999999995,0
6,6,0.758720203313866,0.00999999999999995,0
6,7,0.835046535661468,0,0
6,8,1.29126806039246,0,0
6,9,0.792852635969054,0.02,0
6,10,1.01257928130228,0.02,0
7,4,0.991914574529881,0,0
7,5,0.816123141927126,0,0
7,6,0.747164724654376,0,0
7,7,1.01974640087872,0,0
7,8,1.09693221603223,0,0
7,9,1.04830684456877,0.02,0
7,10,1.47416885462052,0.00999999999999995,0
8,4,0.815919591833504,0.02,0
8,5,0.867846337097778,0,0
8,6,0.921605453498061,0,0.01
8,7,1.01572851698492,0,0
8,8,1.0775746702337,0.02,0
8,9,0.834606902038052,0.00999999999999995,0
8,10,0.872686257448556,0.00999999999999995,0
9,4,0.909971317468589,0.02,0
9,5,1.52684977081783,0.01,0
9,6,0.923381812351199,0.01,0
9,7,1.64144776979783,0.02,0
9,8,0.898144350328382,0.02,0
9,9,0.821627311579125,0,0
9,10,0.740282098118727,0,0
10,4,0.969989761496714,0,0
10,5,0.805472306811228,0,0
10,6,1.03380115900222,0,0
10,7,0.841543838267727,0.01,0
10,8,1.12956841439428,0,0
10,9,1.09089287980114,0,0
10,10,1.24502009064053,0,0
