"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
11,11,11,11,1.53879890211608,0.00999999999999998,0
11,11,11,12,1.54846492575886,0.02,0
11,11,11,13,1.54981025953245,0.00999999999999998,0
11,11,11,14,1.61001141676399,0.03,0
11,11,11,15,1.47279332318273,0.03,0
11,11,11,16,1.98025572291772,0.03,0
11,11,11,17,1.68197076025563,0.03,0
11,11,12,11,1.5379144853199,0.03,0
11,11,12,12,1.55904974244711,0.03,0
11,11,12,13,1.63492602163345,0.02,0.00999999999999998
11,11,12,14,1.65926649660035,0.03,0
11,11,12,15,1.76438938380333,0.03,0
11,11,12,16,1.5278108627202,0.03,0
11,11,12,17,2.13966645911776,0.05,0
11,11,13,11,1.51688373299844,0.02,0
11,11,13,12,1.58109043310368,0.00999999999999995,0
11,11,13,13,1.57073561952489,0.02,0
11,11,13,14,1.46663041152478,0.02,0
11,11,13,15,1.5502592053336,0.00999999999999998,0
11,11,13,16,1.5279757231795,0.01,0
11,11,13,17,1.6455809231848,0.03,0
11,11,14,11,1.54253143663866,0.00999999999999995,0
11,11,14,12,1.59128526445922,0.03,0
11,11,14,13,1.55418856401504,0.03,0
11,11,14,14,1.58133744444701,0.03,0
11,11,14,15,1.57145994007165,0.02,0
11,11,14,16,1.53454449449132,0.02,0
11,11,14,17,1.63377864970901,0.01,0
11,11,15,11,1.5362217180031,0.00999999999999995,0
11,11,15,12,1.65195302169281,0.02,0
11,11,15,13,1.50531797632357,0,0
11,11,15,14,1.50841391821751,0.00999999999999995,0
11,11,15,15,1.51208551333192,0.02,0
11,11,15,16,1.53983242952632,0.02,0
11,11,15,17,1.43049044111302,0.03,0
11,11,16,11,1.57433737138288,0.03,0
11,11,16,12,1.55223346761023,0.02,0
11,11,16,13,1.55008302513365,0.01,0
11,11,16,14,1.62467286856952,0.02,0
11,11,16,15,1.57889853522048,0.02,0
11,11,16,16,1.53764315548676,0.02,0
11,11,16,17,1.52326348865745,0.02,0
11,11,17,11,1.54567367109647,0.01,0
11,11,17,12,1.63637573933031,0.02,0
11,11,17,13,1.55017805091467,0.03,0
11,11,17,14,1.56173497984095,0.01,0
11,11,17,15,1.51789666287287,0.01,0
11,11,17,16,1.55556625698213,0.02,0
11,11,17,17,1.5242106254535,0.01,0
11,12,11,11,1.39188949668406,0.01,0
11,12,11,12,1.57816309505972,0.02,0
11,12,11,13,1.58888382742973,0.02,0
11,12,11,14,1.55471165435939,0.02,0
11,12,11,15,1.60401563022872,0.04,0
11,12,11,16,1.57505039119342,0.03,0
11,12,11,17,1.54813121117827,0.02,0
11,12,12,11,1.54861537617911,0.03,0
11,12,12,12,1.65924817773953,0.01,0
11,12,12,13,1.61334207471123,0.02,0
11,12,12,14,1.55067180528806,0.03,0
11,12,12,15,1.6430696282774,0.02,0
11,12,12,16,1.66863573207432,0.03,0
11,12,12,17,1.52039052789857,0.03,0
11,12,13,11,1.60103807708412,0.04,0
11,12,13,12,1.51995730207998,0.03,0
11,12,13,13,1.56633739525771,0.02,0
11,12,13,14,1.55686803081258,0.02,0
11,12,13,15,1.54836106175912,0.0099999999999999,0
11,12,13,16,1.5592379441448,0.01,0
11,12,13,17,1.62359777371599,0.03,0
11,12,14,11,1.55122533978264,0.02,0
11,12,14,12,1.69673585214191,0.0299999999999999,0
11,12,14,13,1.59797380927039,0.03,0
11,12,14,14,1.55335300267609,0.03,0
11,12,14,15,1.58893872048141,0.03,0
11,12,14,16,1.90303626986824,0.02,0
11,12,14,17,1.5573197490387,0.01,0
11,12,15,11,1.53772800588628,0.01,0
11,12,15,12,1.54113826422052,0.04,0
11,12,15,13,1.38896864640018,0.02,0
11,12,15,14,1.56718317276861,0.03,0
11,12,15,15,1.41602267765597,0.01,0
11,12,15,16,1.54987855956585,0.03,0
11,12,15,17,1.51556822229142,0.03,0
11,12,16,11,1.54329727736519,0.03,0
11,12,16,12,1.70611274358932,0.02,0
11,12,16,13,1.53974514588465,0.01,0
11,12,16,14,1.39744833247228,0.03,0
11,12,16,15,1.53484292001607,0.03,0
11,12,16,16,1.57594952479273,0.01,0
11,12,16,17,1.56410952997434,0.03,0
11,12,17,11,1.6366273108865,0.03,0
11,12,17,12,1.53164133424964,0.04,0
11,12,17,13,1.68476603914452,0.03,0
11,12,17,14,1.53644380292547,0.0299999999999999,0
11,12,17,15,1.53503074112351,0.01,0
11,12,17,16,1.58645953049089,0.02,0
11,12,17,17,1.4261164455325,0.03,0
11,13,11,11,1.62800100863801,0.02,0
11,13,11,12,1.58459649426519,0.02,0
11,13,11,13,1.57589220808191,0.02,0
11,13,11,14,1.46580623392482,0.01,0
11,13,11,15,1.54771320744338,0.02,0
11,13,11,16,1.57536263426083,0.03,0
11,13,11,17,1.5595684382899,0.04,0
11,13,12,11,1.5496819870224,0.02,0
11,13,12,12,1.49665116169932,0.01,0
11,13,12,13,1.54833175196621,0.01,0
11,13,12,14,1.56025420568554,0.03,0
11,13,12,15,1.51912200592453,0.0099999999999999,0
11,13,12,16,1.53100299418523,0.02,0
11,13,12,17,1.52487445689431,0.02,0
11,13,13,11,1.49626127437378,0.02,0
11,13,13,12,1.55382561058556,0.02,0
11,13,13,13,1.61007399076841,0.01,0
11,13,13,14,1.5319420770555,0.0099999999999999,0
11,13,13,15,1.57312490920706,0.03,0
11,13,13,16,1.56010981023909,0.03,0
11,13,13,17,1.49499815852113,0.03,0
11,13,14,11,1.53376586055432,0.03,0
11,13,14,12,1.58049223109468,0.02,0
11,13,14,13,1.53941149153252,0.02,0
11,13,14,14,1.54194759538289,0.01,0
11,13,14,15,1.51327992510127,0.01,0
11,13,14,16,1.5394689320108,0.02,0
11,13,14,17,1.4766763702886,0.02,0
11,13,15,11,1.48510524028228,0.02,0
11,13,15,12,1.56090013403755,0.03,0
11,13,15,13,1.54979923764399,0.03,0
11,13,15,14,1.55511554496721,0.03,0
11,13,15,15,1.5546230067013,0.03,0
11,13,15,16,1.52989393211104,0.0199999999999999,0
11,13,15,17,1.60194622687017,0.01,0
11,13,16,11,1.39347534489136,0.03,0
11,13,16,12,1.2459242857466,0.03,0
11,13,16,13,1.51651057207341,0.01,0
11,13,16,14,1.55537593733468,0.01,0
11,13,16,15,1.58336289961923,0.02,0
11,13,16,16,1.57120609853855,0.03,0
11,13,16,17,1.5325905912567,0.03,0
11,13,17,11,1.34782616552725,0.04,0
11,13,17,12,1.55858062617291,0.03,0
11,13,17,13,1.56248496880171,0.02,0
11,13,17,14,1.56887932327668,0.02,0
11,13,17,15,1.57434353177083,0.03,0
11,13,17,16,1.57867778414463,0.03,0
11,13,17,17,1.6833757654276,0.02,0
11,14,11,11,1.62883033886315,0.01,0
11,14,11,12,1.46354998432038,0.01,0
11,14,11,13,1.61999180457435,0.02,0
11,14,11,14,1.70989579130273,0.01,0
11,14,11,15,1.39579155799176,0.02,0
11,14,11,16,1.19197538314216,0.02,0
11,14,11,17,1.53285740323197,0.02,0
11,14,12,11,1.5787826584536,0.02,0
11,14,12,12,1.58266813155914,0.04,0
11,14,12,13,1.5564228733354,0.03,0
11,14,12,14,1.52054985776072,0.02,0
11,14,12,15,1.57295501931178,0.03,0
11,14,12,16,1.5341847327496,0.03,0
11,14,12,17,1.53031405500205,0.02,0
11,14,13,11,1.56470009148789,0.03,0
11,14,13,12,1.54592320419582,0.0199999999999998,0
11,14,13,13,1.4660815911784,0.02,0
11,14,13,14,1.82339322337081,0.02,0
11,14,13,15,1.54547625994908,0.02,0
11,14,13,16,1.5253562958933,0.03,0
11,14,13,17,1.434419601537,0.03,0
11,14,14,11,1.51807470036778,0.02,0
11,14,14,12,1.51872459127676,0.03,0
11,14,14,13,1.55732137409504,0.02,0
11,14,14,14,1.56808400392725,0.02,0
11,14,14,15,1.57445253108029,0.03,0
11,14,14,16,1.52602074787275,0.01,0
11,14,14,17,1.6257854597969,0.02,0
11,14,15,11,1.54114996416453,0.01,0
11,14,15,12,1.67309199535146,0.01,0
11,14,15,13,1.55941130694404,0.02,0
11,14,15,14,1.51334745161647,0.01,0
11,14,15,15,1.55973738867411,0.02,0
11,14,15,16,1.53099439851269,0.02,0
11,14,15,17,1.53756675366002,0.01,0
11,14,16,11,1.40767030816504,0.01,0
11,14,16,12,1.54193454938057,0.04,0
11,14,16,13,1.50951465824208,0.03,0
11,14,16,14,1.56265012076078,0.02,0
11,14,16,15,1.53257402444346,0.02,0
11,14,16,16,1.47677359141477,0.03,0
11,14,16,17,1.55859340670533,0.05,0
11,14,17,11,1.53856473691005,0.02,0
11,14,17,12,1.56438150667509,0.01,0
11,14,17,13,1.52012572658557,0.01,0
11,14,17,14,1.42380892428254,0.02,0
11,14,17,15,1.56886866952114,0.03,0
11,14,17,16,1.63766321801055,0.03,0
11,14,17,17,2.12208000773605,0.03,0
11,15,11,11,1.54779808675793,0.02,0
11,15,11,12,1.55596291517315,0.02,0
11,15,11,13,1.53832253147068,0.03,0
11,15,11,14,1.46758592441899,0.03,0
11,15,11,15,1.14945999171572,0.02,0
11,15,11,16,1.48009624791117,0.01,0
11,15,11,17,1.5213931862643,0.02,0
11,15,12,11,1.4787800847308,0.03,0
11,15,12,12,1.51574344938034,0.03,0
