"Layer 1","Layer 2","MSE","User Time","CPU Time"
6,6,0.102265438959387,0.00999999999999998,0
6,7,0.0883945841977472,0.02,0
6,8,0.156851978093493,0.02,0
6,9,0.107222431504422,0.02,0
6,10,0.0877285792184007,0,0.01
6,11,0.109454702440619,0.00999999999999998,0
6,12,0.0963944093243187,0.00999999999999998,0
7,6,0.0889625050961841,0.00999999999999998,0
7,7,0.0973651411067413,0.02,0
7,8,0.118750716506612,0.02,0
7,9,0.0911335501247611,0.00999999999999998,0
7,10,0.109673721455473,0,0
7,11,0.0864193727916408,0,0
7,12,0.110841264147309,0,0
8,6,0.114951672076601,0.02,0
8,7,0.0971550501907083,0,0
8,8,0.101248144301563,0.02,0
8,9,0.0915589595319779,0.02,0
8,10,0.117154477653039,0.02,0
8,11,0.114903380320379,0.01,0
8,12,0.149128915984307,0.02,0
9,6,0.101425499581239,0.00999999999999995,0
9,7,0.0870431536237952,0.02,0
9,8,0.2548266807277,0.02,0
9,9,0.112414337812847,0.02,0
9,10,0.110197388130606,0,0
9,11,0.105736725185668,0.02,0
9,12,0.121187089760052,0.00999999999999995,0
10,6,0.0903887841374618,0,0
10,7,0.0889320761694597,0,0
10,8,0.0929804919578895,0.02,0
10,9,0.101759627273181,0,0
10,10,0.111099881194341,0,0
10,11,0.126319091140101,0.00999999999999995,0
10,12,0.0839880308159349,0.01,0
11,6,0.0968756507874841,0,0
11,7,0.124741783540087,0,0
11,8,0.096826144342097,0,0
11,9,0.195250487068356,0.00999999999999995,0
11,10,0.114532472018466,0,0
11,11,0.115685642861775,0.02,0
11,12,0.114826516639491,0.00999999999999995,0
12,6,0.0913298244501168,0.02,0
12,7,0.118199324639839,0.01,0
12,8,0.100564530380454,0,0
12,9,0.111452310924978,0.02,0
12,10,0.116364100105589,0.01,0
12,11,0.723374361091049,0.02,0
12,12,0.126902077143646,0,0
