"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
19,19,19,19,0.0996018606620626,0.06,0.03
19,19,19,20,0.111632913229278,0.05,0.01
19,19,19,21,0.102464583950293,0.07,0
19,19,19,22,0.106055685883211,0.08,0.02
19,19,19,23,0.102596384407638,0.05,0
19,19,19,24,0.13233820902018,0.03,0.05
19,19,19,25,0.101941598577996,0.09,0
19,19,20,19,0.100298070694392,0.07,0.02
19,19,20,20,0.102447884945975,0.07,0.01
19,19,20,21,0.10295423942833,0.04,0.03
19,19,20,22,0.102492029797658,0.06,0.01
19,19,20,23,0.101287501868813,0.05,0.02
19,19,20,24,0.101282767127713,0.06,0
19,19,20,25,0.101555426591343,0.05,0
19,19,21,19,0.1030038432287,0.06,0
19,19,21,20,0.107186777123772,0.06,0
19,19,21,21,0.101846480992909,0.05,0
19,19,21,22,0.106038786612873,0.08,0
19,19,21,23,0.103366696444956,0.06,0
19,19,21,24,0.103342196673211,0.04,0
19,19,21,25,0.109882541206274,0.06,0
19,19,22,19,0.100889713640729,0.05,0
19,19,22,20,0.108840961785926,0.06,0
19,19,22,21,0.108361668931282,0.05,0
19,19,22,22,0.100824397318047,0.04,0
19,19,22,23,0.102501506189016,0.07,0
19,19,22,24,0.104518533635166,0.06,0
19,19,22,25,0.106842017023309,0.06,0
19,19,23,19,0.10198772716691,0.05,0
19,19,23,20,0.10162805064222,0.06,0
19,19,23,21,0.10272347491014,0.06,0
19,19,23,22,0.107935393684789,0.07,0
19,19,23,23,0.0984692912920942,0.06,0
19,19,23,24,0.102832236567597,0.0600000000000001,0
19,19,23,25,0.102888501831693,0.0600000000000001,0.01
19,19,24,19,0.101852738738389,0.07,0
19,19,24,20,0.104735765734422,0.08,0
19,19,24,21,0.113310229623297,0.0600000000000001,0
19,19,24,22,0.103615022344121,0.05,0
19,19,24,23,0.0993061721163746,0.0599999999999999,0
19,19,24,24,0.0982127107919837,0.0600000000000001,0
19,19,24,25,0.10093426290008,0.04,0
19,19,25,19,0.101823314706336,0.05,0
19,19,25,20,0.105200152917887,0.06,0
19,19,25,21,0.101214858734144,0.0800000000000001,0
19,19,25,22,0.101959439558422,0.0599999999999999,0
19,19,25,23,0.108228771679324,0.0600000000000001,0
19,19,25,24,0.102406763156621,0.0599999999999999,0
19,19,25,25,0.103690341135205,0.1,0.02
19,20,19,19,0.0992845181278745,0.05,0
19,20,19,20,0.100765266093178,0.05,0
19,20,19,21,0.102058418466097,0.05,0.02
19,20,19,22,0.105067285188218,0.05,0
19,20,19,23,0.104197538089875,0.0700000000000001,0
19,20,19,24,0.10285335014269,0.0399999999999999,0
19,20,19,25,0.102965131885215,0.07,0
19,20,20,19,0.10678822940764,0.0599999999999999,0
19,20,20,20,0.113798758845328,0.05,0
19,20,20,21,0.102124704320749,0.0600000000000001,0
19,20,20,22,0.10124657169964,0.0499999999999999,0
19,20,20,23,0.104836447669882,0.07,0
19,20,20,24,0.102637862794756,0.04,0
19,20,20,25,0.109128783922762,0.03,0
