"1st layer","2nd layer","3rd layer","4th layer","MSE","User Time","CPU Time"
4,4,4,4,0.976338965324693,0.00999999999999998,0
4,4,4,5,0.965404159229198,0.02,0
4,4,4,6,0.997024775992379,0.02,0
4,4,4,7,0.961967205318868,0.02,0
4,4,4,8,0.962796745072618,0.02,0
4,4,4,9,0.977976620523307,0.00999999999999998,0
4,4,4,10,0.968894966720453,0.00999999999999998,0
4,4,5,4,0.968815989314141,0.00999999999999998,0
4,4,5,5,0.973329581374351,0,0.01
4,4,5,6,0.969332530990362,0.02,0
4,4,5,7,0.979882709591802,0.00999999999999998,0
4,4,5,8,0.967455652235754,0.02,0
4,4,5,9,0.965899042744211,0.02,0
4,4,5,10,0.970110420260843,0.02,0
4,4,6,4,0.968731947143622,0,0
4,4,6,5,0.969093732096386,0.02,0
4,4,6,6,0.968358265639221,0.02,0
4,4,6,7,0.964406495696269,0.02,0
4,4,6,8,0.966550041602781,0.01,0
4,4,6,9,0.971277178703061,0.00999999999999995,0
4,4,6,10,0.965767445747129,0.01,0
4,4,7,4,0.972650560038084,0.02,0
4,4,7,5,0.970134156800639,0.02,0
4,4,7,6,0.974165953497319,0.02,0
4,4,7,7,0.970567484053584,0.01,0
4,4,7,8,0.967763587059927,0.02,0
4,4,7,9,0.958459376264834,0.02,0
4,4,7,10,0.989558349716823,0,0
4,4,8,4,0.971043986485075,0,0
4,4,8,5,0.938456541194949,0,0
4,4,8,6,0.957648368200608,0,0
4,4,8,7,0.970714862827839,0,0
4,4,8,8,1.0059101582697,0.00999999999999995,0
4,4,8,9,1.00016131819723,0.01,0
4,4,8,10,0.976614440101207,0.01,0
4,4,9,4,0.987195715668179,0.01,0
4,4,9,5,0.969329871070087,0.02,0
4,4,9,6,0.970773508019009,0.02,0
4,4,9,7,0.954492798387913,0.01,0
4,4,9,8,0.957979849601192,0.01,0
4,4,9,9,0.979611865715669,0,0
4,4,9,10,0.982470260787846,0,0
4,4,10,4,0.971180439414631,0,0
4,4,10,5,0.963185033592391,0,0
4,4,10,6,0.954669283652936,0,0
4,4,10,7,0.947871304841856,0.02,0
4,4,10,8,0.978276330843869,0,0
4,4,10,9,0.975241005338402,0.01,0
4,4,10,10,0.952221026481532,0.02,0
4,5,4,4,0.897428959164848,0,0
4,5,4,5,0.965719299618809,0,0
4,5,4,6,0.951811182657268,0,0
4,5,4,7,0.950340054828269,0,0
4,5,4,8,0.964838578800056,0,0
4,5,4,9,0.967276338202998,0,0
4,5,4,10,0.880685918389138,0,0
4,5,5,4,0.968517717371015,0,0
4,5,5,5,0.934345497220088,0,0
4,5,5,6,0.964444994570703,0.02,0
4,5,5,7,0.973911598514841,0.01,0
4,5,5,8,0.962091758142146,0.02,0
4,5,5,9,0.993507245305868,0.0099999999999999,0
4,5,5,10,0.864911118732129,0.02,0
4,5,6,4,0.983449279569906,0.02,0
4,5,6,5,0.95549047019544,0,0
4,5,6,6,0.994471479395752,0,0
4,5,6,7,0.970652596718547,0.0099999999999999,0
4,5,6,8,1.00086137316597,0.01,0
4,5,6,9,0.956865623182521,0.02,0
4,5,6,10,0.966341467491601,0.02,0
4,5,7,4,0.968935828957153,0.02,0
4,5,7,5,0.97080347708456,0.02,0
4,5,7,6,0.983980675302419,0.02,0
4,5,7,7,0.968002363782822,0,0
4,5,7,8,0.974481446725797,0.04,0
4,5,7,9,0.949012764125353,0.02,0
4,5,7,10,0.974676662857826,0.01,0
4,5,8,4,0.971682383965327,0.02,0
4,5,8,5,0.981679494187158,0.02,0
4,5,8,6,0.96634567261144,0.01,0
4,5,8,7,1.0514778280562,0.01,0
4,5,8,8,1.05752778964602,0.0199999999999999,0
4,5,8,9,1.01002311978457,0.02,0
4,5,8,10,1.01321801608686,0.01,0
4,5,9,4,0.974791043407724,0.01,0
4,5,9,5,0.966323145849239,0.02,0
4,5,9,6,1.039405036864,0.02,0
4,5,9,7,0.969941649697242,0.0199999999999999,0
4,5,9,8,0.959917246688656,0.0199999999999999,0
4,5,9,9,1.06138987629636,0.02,0
4,5,9,10,1.03956331207969,0,0
4,5,10,4,0.969120241752975,0,0
4,5,10,5,1.01233796152993,0.02,0
4,5,10,6,0.962082233803285,0.01,0
4,5,10,7,1.00101514014796,0.01,0
4,5,10,8,0.992930613271326,0.01,0
4,5,10,9,1.042428823504,0.01,0
4,5,10,10,0.978726001302808,0.02,0
4,6,4,4,0.964425519656769,0.01,0
4,6,4,5,0.968051930091527,0,0
4,6,4,6,0.997375531471328,0,0
4,6,4,7,0.967582192527408,0,0
4,6,4,8,0.950713516956216,0.02,0
4,6,4,9,0.93144789127373,0.0099999999999999,0
4,6,4,10,0.965890350102027,0.01,0
4,6,5,4,0.975219899757405,0.02,0
4,6,5,5,0.961683685350454,0.02,0
4,6,5,6,0.969707195963412,0.02,0
4,6,5,7,0.973117659796066,0.0099999999999999,0
4,6,5,8,0.959986069047639,0,0
4,6,5,9,0.966452293309913,0,0
4,6,5,10,0.96426627914605,0.02,0
4,6,6,4,0.965056391759203,0.02,0
4,6,6,5,0.969900287831371,0,0
4,6,6,6,0.953719118158075,0,0
4,6,6,7,0.963916491699868,0,0
4,6,6,8,0.98579595830858,0.02,0
4,6,6,9,0.989312851386693,0.02,0
4,6,6,10,1.07751800373133,0.02,0
4,6,7,4,0.966609240033582,0,0
4,6,7,5,0.979824361096984,0.02,0
4,6,7,6,0.968691499147847,0.02,0
4,6,7,7,0.997472822039821,0.01,0
4,6,7,8,0.963383168855453,0.02,0
4,6,7,9,0.970680415659943,0.02,0
4,6,7,10,0.945987812995202,0.01,0
4,6,8,4,0.968605470545258,0,0
4,6,8,5,0.968248844731706,0.02,0
4,6,8,6,0.996080184838426,0.01,0
4,6,8,7,0.984760213309735,0.01,0
4,6,8,8,1.00678588827231,0,0
4,6,8,9,1.14494307049746,0,0
4,6,8,10,0.966691514074985,0.01,0
4,6,9,4,0.993525132046534,0.01,0
4,6,9,5,1.01745343707353,0.01,0
4,6,9,6,0.968982992116119,0.01,0
4,6,9,7,0.978826283590393,0.02,0
