"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
6,6,6,6,0.502885696873517,0.03,0
6,6,6,7,0.382503623301659,0.03,0
6,6,6,8,0.481485531293743,0.03,0
6,6,6,9,0.436996678135237,0,0.03
6,6,6,10,0.36639398375618,0.03,0
6,6,6,11,0.321885389239548,0.02,0.02
6,6,6,12,0.438930378733865,0.00999999999999998,0
6,6,7,6,0.496572766452817,0,0.02
6,6,7,7,0.485234028277381,0.02,0
6,6,7,8,0.416691862093299,0.00999999999999998,0
6,6,7,9,0.514735787840752,0.03,0
6,6,7,10,0.453973968653142,0.14,0
6,6,7,11,0.329621490333758,0.02,0
6,6,7,12,0.496065863033941,0.02,0
6,6,8,6,0.324260203037279,0.00999999999999998,0
6,6,8,7,0.48356234646447,0.03,0
6,6,8,8,0.525835575765336,0.03,0
6,6,8,9,0.3002428675824,0.01,0
6,6,8,10,0.245614165763186,0,0
6,6,8,11,0.482034740972883,0.02,0
6,6,8,12,0.415924032863067,0.01,0
6,6,9,6,0.367065834414948,0.02,0
6,6,9,7,0.36902394849079,0.02,0
6,6,9,8,0.492361309640577,0.00999999999999995,0
6,6,9,9,0.374307493386687,0.03,0
6,6,9,10,0.472274769922864,0.02,0
6,6,9,11,0.395602142838534,0.02,0
6,6,9,12,0.426481384337548,0.01,0
6,6,10,6,0.500117216201735,0.02,0
6,6,10,7,0.511425052743937,0.03,0
6,6,10,8,0.497783184555717,0.02,0
6,6,10,9,0.390950890226537,0.02,0
6,6,10,10,0.312245467872351,0.02,0
6,6,10,11,0.495062131442805,0.02,0
6,6,10,12,0.391274044502806,0.00999999999999995,0
6,6,11,6,0.382731740587991,0.02,0
6,6,11,7,0.523748988649929,0.03,0
6,6,11,8,0.452138717457497,0.02,0
6,6,11,9,0.454418345150789,0.01,0
6,6,11,10,0.36787299356708,0.02,0
6,6,11,11,0.288550854342225,0.03,0
6,6,11,12,0.38722809388144,0.03,0
6,6,12,6,0.443723622860593,0.03,0
6,6,12,7,0.458431831566852,0.02,0
6,6,12,8,0.361489760873095,0.02,0
6,6,12,9,0.377754506770206,0.01,0
6,6,12,10,0.48934005871737,0.03,0
6,6,12,11,0.462701493858296,0.02,0
6,6,12,12,0.314314290271581,0.01,0
6,7,6,6,0.438185075018181,0.01,0
6,7,6,7,0.310817662768421,0.01,0
6,7,6,8,0.307225256320643,0.03,0
6,7,6,9,0.416423928098002,0.02,0
6,7,6,10,0.498212104213515,0.02,0
6,7,6,11,0.466040232956045,0.02,0
6,7,6,12,0.367601763745875,0.01,0
6,7,7,6,0.341370600026545,0.04,0
6,7,7,7,0.481572223494176,0.03,0
6,7,7,8,0.333237887268605,0.01,0
6,7,7,9,0.46634687701852,0.0099999999999999,0
6,7,7,10,0.338335806336728,0.02,0
6,7,7,11,0.368027114186629,0.03,0
6,7,7,12,0.308364732274299,0.02,0
6,7,8,6,0.395967138757393,0.01,0
6,7,8,7,0.443586509481877,0.02,0
6,7,8,8,0.436466317050344,0.0299999999999999,0
6,7,8,9,0.363038853709776,0.03,0
6,7,8,10,0.339981150191847,0.02,0
6,7,8,11,0.47488741282292,0.0299999999999999,0
6,7,8,12,0.460882172262825,0.02,0
6,7,9,6,0.420525925127025,0.02,0
6,7,9,7,0.41731822611465,0.02,0
6,7,9,8,0.300605080667293,0.02,0
6,7,9,9,0.376385929024421,0.01,0
6,7,9,10,0.457583676287343,0.03,0
6,7,9,11,0.398588900886667,0.04,0
6,7,9,12,0.370153661564878,0.03,0
6,7,10,6,0.382297218268981,0.02,0
6,7,10,7,0.491135469182539,0.03,0
6,7,10,8,0.383499470379815,0.02,0
6,7,10,9,0.318493097938424,0.0199999999999999,0
6,7,10,10,0.380938388373766,0.01,0
6,7,10,11,0.424043984063296,0.04,0
6,7,10,12,0.432927382807381,0.01,0
6,7,11,6,0.301922114364037,0,0
6,7,11,7,0.497586358027566,0.01,0
6,7,11,8,0.345065149621797,0.02,0
6,7,11,9,0.457530541271352,0.01,0
6,7,11,10,0.388705235252358,0.03,0
6,7,11,11,0.29219607516804,0.02,0
6,7,11,12,0.344108900330408,0.0199999999999999,0
6,7,12,6,0.26256444284174,0.01,0
6,7,12,7,0.419408857825585,0.01,0
6,7,12,8,0.379973471304114,0.01,0
6,7,12,9,0.343108739242309,0.05,0
6,7,12,10,0.292090713218259,0.0199999999999999,0
6,7,12,11,0.325819132851673,0.02,0
6,7,12,12,0.269071100172516,0.02,0
6,8,6,6,0.506702485115065,0.04,0
6,8,6,7,0.259438823968648,0.02,0
6,8,6,8,0.468363578571131,0.02,0
6,8,6,9,0.350267440412764,0.03,0
6,8,6,10,0.354938915388051,0.01,0
6,8,6,11,0.405253334594027,0.04,0
6,8,6,12,0.445670340211797,0.02,0
6,8,7,6,0.27969407970731,0.01,0
6,8,7,7,0.456369388378558,0.01,0
6,8,7,8,0.350400971828266,0.02,0
6,8,7,9,0.50239178446003,0.01,0
6,8,7,10,0.421220445233186,0.02,0
6,8,7,11,0.298767214141527,0.02,0
6,8,7,12,0.434530841023571,0.0299999999999999,0
6,8,8,6,0.432330069744627,0.02,0
6,8,8,7,0.447820070376273,0.0099999999999999,0
6,8,8,8,0.503726284573608,0.01,0
6,8,8,9,0.277129244833683,0.03,0
6,8,8,10,0.358634474496318,0.0299999999999999,0
6,8,8,11,0.463336884911368,0.03,0
6,8,8,12,0.47100790715042,0.01,0
6,8,9,6,0.29883925207847,0.02,0
6,8,9,7,0.348304622962022,0.0299999999999999,0
6,8,9,8,0.366348696767661,0.04,0
6,8,9,9,0.366564687026238,0.02,0
6,8,9,10,0.327555378856935,0.03,0
6,8,9,11,0.30462156335847,0.02,0
6,8,9,12,0.406129246823783,0.01,0
6,8,10,6,0.250524234129701,0.03,0
6,8,10,7,0.430131517938361,0.02,0
6,8,10,8,0.389447750617692,0.02,0
6,8,10,9,0.324956462354591,0.02,0
6,8,10,10,0.277263429525164,0.02,0
6,8,10,11,0.470137589980263,0.03,0
6,8,10,12,0.370829667150343,0.0299999999999999,0
6,8,11,6,0.370669084797882,0.0299999999999999,0
6,8,11,7,0.447345403005144,0.02,0
6,8,11,8,0.379633821657261,0.0199999999999999,0
6,8,11,9,0.374053915258542,0,0
6,8,11,10,0.491436672807794,0.04,0
