"Layer 1","MSE","User Time","CPU Time"
2,2.68156365912117,0.00999999999999998,0
3,4.50362009482785,0,0
4,1.901535469343,0.00999999999999998,0
5,2.17132659394598,0,0
6,1.01958215209081,0.00999999999999998,0
7,1.70895737967268,0,0
8,2.8970981690583,0.00999999999999998,0
