"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
9,9,9,9,4.13057035321195,0,0.03
9,9,9,10,4.13302534853588,0.03,0
9,9,9,11,4.07624817709546,0.00999999999999998,0
9,9,9,12,4.11723897056599,0.02,0.01
9,9,9,13,4.0233859057198,0.02,0
9,9,9,14,4.06233008311864,0.03,0
9,9,9,15,4.04369945786353,0.03,0
9,9,10,9,3.98215550810839,0.03,0
9,9,10,10,4.2109575474494,0.03,0
9,9,10,11,4.18344994079713,0.04,0
9,9,10,12,4.15720251652302,0.03,0
9,9,10,13,4.40731908179539,0.02,0
9,9,10,14,4.11853597026256,0.04,0
9,9,10,15,3.87123299534874,0.04,0
9,9,11,9,4.1572878096293,0.02,0
9,9,11,10,4.03583095824566,0.02,0
9,9,11,11,4.20240425094232,0.02,0
9,9,11,12,4.1433855993622,0.01,0
9,9,11,13,3.92098892145411,0.02,0
9,9,11,14,4.06749059282236,0.03,0
9,9,11,15,4.14488620443464,0.03,0
9,9,12,9,4.19352713476842,0.03,0
9,9,12,10,3.7309344763686,0.03,0
9,9,12,11,4.07034564138797,0.03,0
9,9,12,12,4.08850520938094,0.03,0
9,9,12,13,4.10294472061036,0.02,0
9,9,12,14,3.84505182686272,0.03,0
9,9,12,15,4.15456356125817,0.03,0
9,9,13,9,4.10612391115602,0.03,0
9,9,13,10,4.21763203086555,0.03,0
9,9,13,11,4.03774750922232,0.00999999999999995,0
9,9,13,12,3.98413499583493,0.02,0
9,9,13,13,4.17706662250673,0.03,0
9,9,13,14,4.08328886577515,0.04,0
9,9,13,15,4.33136763696224,0.05,0
9,9,14,9,4.00039249581691,0.02,0
9,9,14,10,4.21312765236429,0.05,0
9,9,14,11,4.30226244297631,0.03,0
9,9,14,12,4.13505401471297,0.04,0
9,9,14,13,4.35088291997168,0.03,0
9,9,14,14,4.26848361942537,0.03,0
9,9,14,15,4.14673715836831,0.02,0
9,9,15,9,4.25850937238781,0.03,0
9,9,15,10,3.96262905115965,0.06,0
9,9,15,11,4.06214074125,0.03,0
9,9,15,12,4.06947254281406,0.01,0.01
9,9,15,13,4.23957505035002,0.03,0
9,9,15,14,4.0595847647164,0.01,0
9,9,15,15,3.97306746480944,0.02,0
9,10,9,9,4.14732580369219,0.03,0
9,10,9,10,4.12287773524056,0.03,0
9,10,9,11,4.0728674117273,0.02,0
9,10,9,12,4.06859595599669,0.01,0
9,10,9,13,4.20735003930734,0.01,0
9,10,9,14,4.04959861928889,0.04,0
9,10,9,15,4.10705330830588,0.01,0
9,10,10,9,3.94661380600895,0.03,0
9,10,10,10,4.01981242951704,0.02,0
9,10,10,11,4.71402359941154,0.01,0
9,10,10,12,4.04351940457935,0.02,0
9,10,10,13,3.98930874254609,0.01,0
9,10,10,14,3.91455017434062,0.02,0
9,10,10,15,4.11756677637833,0.02,0
9,10,11,9,4.12755928979705,0.02,0
9,10,11,10,3.98960402326635,0.03,0
9,10,11,11,4.43572749737535,0.03,0
9,10,11,12,4.08370573006011,0.03,0
9,10,11,13,4.22515099828602,0.02,0
9,10,11,14,4.09366936541391,0.01,0
9,10,11,15,3.9834756282547,0.0099999999999999,0
9,10,12,9,4.13614662491913,0.01,0
9,10,12,10,5.13877398765106,0.05,0
9,10,12,11,4.15357030076617,0.0299999999999999,0
9,10,12,12,3.96726155975849,0.03,0
9,10,12,13,3.98055656521983,0.02,0
9,10,12,14,4.18623476807451,0.04,0
9,10,12,15,4.07013680910159,0.03,0
9,10,13,9,4.06118496337513,0.03,0
9,10,13,10,4.02706797813401,0.02,0
9,10,13,11,4.09055669673707,0.03,0
9,10,13,12,3.70784316275288,0.03,0
9,10,13,13,4.17768783314323,0.03,0
9,10,13,14,4.1643309421048,0.04,0
9,10,13,15,4.10137399459395,0.03,0
9,10,14,9,4.1372201827863,0.03,0
9,10,14,10,4.10309204269887,0.0199999999999999,0
9,10,14,11,3.88068225887015,0.0299999999999999,0
9,10,14,12,4.25105199240311,0.03,0
9,10,14,13,3.89569584884889,0.03,0
9,10,14,14,4.06365858424744,0.0299999999999999,0
9,10,14,15,4.07529005968501,0.03,0
9,10,15,9,4.2597901309165,0.04,0
9,10,15,10,4.0183203129835,0.0299999999999999,0
9,10,15,11,3.86713016644244,0.04,0
9,10,15,12,4.05755111548283,0.02,0
9,10,15,13,4.14545387799967,0.0299999999999999,0
9,10,15,14,4.09236808502071,0.01,0
9,10,15,15,4.05540564515447,0.02,0
9,11,9,9,4.10414639836169,0.04,0
9,11,9,10,4.0466442666547,0.02,0
9,11,9,11,4.01530135856775,0.01,0
9,11,9,12,3.98220383197108,0.03,0
9,11,9,13,4.0066060993652,0.01,0
9,11,9,14,4.02277436683837,0.01,0
9,11,9,15,4.03174963707926,0.0299999999999999,0
9,11,10,9,4.15092884371517,0.02,0
9,11,10,10,4.32426801973491,0.02,0
9,11,10,11,4.05485272502216,0.0299999999999999,0
9,11,10,12,4.86586651306729,0.0299999999999999,0
9,11,10,13,3.85095266930502,0.03,0
9,11,10,14,4.31036369584414,0.02,0
9,11,10,15,4.08615354814843,0.0099999999999999,0
9,11,11,9,3.96377632809937,0.03,0
9,11,11,10,4.06797075127757,0.0099999999999999,0
9,11,11,11,3.8318775253743,0.01,0
9,11,11,12,4.05928752405169,0.02,0
9,11,11,13,4.22167503582186,0.04,0
9,11,11,14,4.07340582308579,0.0299999999999999,0
9,11,11,15,4.02736772813386,0.02,0
9,11,12,9,4.13606420795139,0.02,0
9,11,12,10,4.15608549069337,0.01,0
9,11,12,11,4.47890208068669,0.05,0
9,11,12,12,4.00912348929704,0.02,0
9,11,12,13,4.16764995919054,0.03,0
9,11,12,14,4.15115787736273,0.03,0
9,11,12,15,4.17640504792703,0.03,0
9,11,13,9,4.09956709108857,0.0299999999999999,0
9,11,13,10,4.11272600441221,0.03,0
