"Layer 1","Layer 2","MSE","User Time","CPU Time"
11,11,2.13644879397062,0.02,0
11,12,1.09082236626864,0.02,0
11,13,1.44708352265745,0.00999999999999998,0
11,14,1.07044139384303,0.00999999999999998,0
11,15,1.6680096642455,0.02,0
11,16,0.801395835244778,0.02,0
11,17,0.883137933825317,0.00999999999999998,0
12,11,1.51700897278177,0.02,0
12,12,1.66025647308996,0.03,0
12,13,1.55052801789161,0.03,0
12,14,1.28605068320114,0.03,0
12,15,2.91855661943436,0.02,0
12,16,1.88163843636528,0.02,0
12,17,1.7890802678772,0.03,0
13,11,1.22147949551941,0.02,0
13,12,1.53630658433214,0.02,0
13,13,0.694601982023376,0.02,0
13,14,3.13483204759165,0.02,0
13,15,1.53597169018478,0.00999999999999995,0
13,16,1.80795869674724,0.02,0
13,17,1.49907178469818,0.02,0
14,11,0.775624308956131,0.02,0
14,12,2.98602764021075,0.02,0
14,13,2.01018533148536,0.00999999999999995,0
14,14,1.5321834459883,0.01,0
14,15,2.20410405877444,0.01,0
14,16,1.76907908286744,0.00999999999999995,0
14,17,5.45648788662285,0.02,0
15,11,1.90272706041315,0.02,0
15,12,1.37495680843581,0,0
15,13,1.61805964585242,0,0
15,14,1.53142011434087,0.02,0
15,15,3.73397995428555,0.01,0
15,16,1.16684803728187,0.01,0
15,17,1.41780994306457,0.04,0
16,11,1.29596606594122,0,0
16,12,4.95565891739219,0.02,0
16,13,1.73481125221272,0.01,0
16,14,1.40917651326778,0.02,0
16,15,2.5879450411861,0.00999999999999995,0
16,16,1.49955614299387,0.00999999999999995,0
16,17,7.16194547306965,0.01,0
17,11,1.67321465330895,0.02,0
17,12,1.47850017726884,0.00999999999999995,0
17,13,1.15734441567302,0,0
17,14,1.38109069106751,0.01,0
17,15,1.54021991355792,0,0
17,16,1.58659923849603,0,0
17,17,2.12814162050703,0.01,0
