"Layer 1","Layer 2","MSE","User Time","CPU Time","Reutilized"
21,21,1.0877855276554,0.05,0,0
21,22,1.04441049582709,0.04,0,0
21,23,1.21466758161845,0.04,0,0
21,24,1.22952056393868,0.05,0,0
21,25,1.20435480882382,0.06,0,0
21,26,1.5550259814821,0.03,0.03,0
21,27,0.898282650414902,0.04,0,0
21,28,1.13969099696057,0.05,0,0
21,29,0.678550375755298,0.04,0.01,0
21,30,1.50493945375898,0.06,0,0
21,31,1.5805236823787,0.08,0,0
22,21,0.946869384332173,0.03,0,0
22,22,1.05885005240651,0.03,0,0
22,23,0.857032114477409,0.04,0,0
22,24,1.4878280443768,0.04,0,0
22,25,0.990379558364384,0.04,0,0
22,26,0.717196431715301,0.03,0,0
22,27,0.994032765460564,0.04,0,0
22,28,1.23156331091012,0.05,0,0
22,29,0.783416152825849,0.03,0,0
22,30,1.56655429977098,0.03,0,0
22,31,0.855890024114122,0.04,0,0
23,21,1.44432330539417,0.03,0.01,0
23,22,1.1365859874922,0.05,0,0
23,23,1.5885642297405,0.05,0,0
23,24,0.902921469913969,0.04,0,0
23,25,1.38004592919674,0.06,0,0
23,26,1.27771294770641,0.05,0,0
23,27,1.56212278143222,0.07,0,0
23,28,1.19878145469244,0.04,0,0
23,29,1.2008009227902,0.08,0,0
23,30,0.83011400751927,0.06,0,0
23,31,0.879512249167453,0.04,0,0
24,21,1.20109913905334,0.04,0,0
24,22,1.05940975998088,0.06,0,0
24,23,0.74874374821152,0.05,0,0
24,24,0.959283736235212,0.03,0,0
24,25,1.33763932552018,0.0600000000000001,0,0
24,26,0.781821272508857,0.05,0,0
24,27,1.07005172412057,0.04,0,0
24,28,0.875227272432517,0.0399999999999999,0,0
24,29,0.769553665833318,0.08,0,0
24,30,1.01930666261605,0.0700000000000001,0,0
24,31,0.896318779254596,0.05,0,0
25,21,1.15085507497035,0.05,0,0
25,22,1.12047191337112,0.03,0,0
25,23,0.993000283227666,0.0299999999999999,0,0
25,24,1.04939874020387,0.05,0,0
25,25,1.66088177298446,0.0599999999999999,0,0
25,26,0.641495040180846,0.0600000000000001,0,0
25,27,0.909143766462024,0.05,0,0
25,28,1.12091085860265,0.05,0,0
25,29,0.951386615167878,0.0600000000000001,0,0
25,30,0.736765292543335,0.03,0,0
25,31,0.926305398111623,0.0700000000000001,0,0
26,21,1.09904571510523,0.05,0,0
26,22,0.686139743139702,0.05,0,0
26,23,0.975936173843383,0.0599999999999999,0,0
26,24,0.825756288444823,0.0700000000000001,0,0
26,25,0.743037220701489,0.0399999999999999,0,0
26,26,0.8213114638715,0.0600000000000001,0,0
26,27,0.775192446680364,0.05,0,0
26,28,0.90558405821785,0.0700000000000001,0,0
26,29,1.0803099928294,0.05,0,0
26,30,0.710663403509828,0.07,0,0
26,31,1.07978778494514,0.04,0.02,0
27,21,0.76141802075456,0.0700000000000001,0,0
27,22,0.911337636304946,0.0399999999999999,0,0
27,23,0.851380052822869,0.03,0.01,0
27,24,0.829777651281703,0.0399999999999999,0,0
27,25,1.13086922958093,0.0599999999999999,0,0
27,26,1.13945667252602,0.0700000000000001,0,0
27,27,0.80909007643954,0.0599999999999999,0,0
27,28,1.3020161487194,0.08,0,0
27,29,1.15162736122465,0.05,0,0
27,30,1.03812531471612,0.0499999999999999,0,0
27,31,0.85508114851172,0.0800000000000001,0,0
28,21,0.964168939220799,0.0499999999999999,0,0
28,22,0.876589426918866,0.05,0,0
28,23,0.928587322430989,0.0600000000000001,0,0
28,24,0.864311892857413,0.0399999999999999,0,0
28,25,0.847573178920546,0.0599999999999999,0,0
28,26,0.853925500525211,0.0499999999999999,0,0
28,27,1.11245199515833,0.08,0,0
28,28,1.02245958674464,0.09,0,0
28,29,1.19609476903792,0.0600000000000001,0,0
28,30,1.50123672984144,0.0600000000000001,0,0
28,31,1.1056977638374,0.0599999999999999,0,0
29,21,0.992850022327302,0.0600000000000001,0,0
29,22,0.826015764871595,0.0600000000000001,0,0
29,23,0.790592079942354,0.05,0,0
29,24,1.74208378899643,0.05,0,0
29,25,0.952089313878539,0.04,0,0
29,26,1.67224628265321,0.05,0,0
29,27,1.45029315361886,0.04,0,0
29,28,1.34234281099394,0.04,0,0
29,29,2.22178134236469,0.0600000000000001,0,0
29,30,1.98345990976197,0.0600000000000001,0,0
29,31,0.888939622968972,0.0600000000000001,0,0
30,21,1.44462617879093,0.05,0,0
30,22,0.977475674727057,0.0600000000000001,0,0
30,23,1.11656365699563,0.0699999999999998,0,0
30,24,0.895740932492372,0.0600000000000001,0,0
30,25,1.322910473269,0.0600000000000001,0,0
30,26,0.841618457110855,0.0699999999999998,0,0
30,27,1.14642725106374,0.0600000000000001,0,0
30,28,1.10595114742427,0.04,0,0
30,29,2.44668065106242,0.0600000000000001,0,0
30,30,1.36020888158181,0.0900000000000001,0,0
30,31,0.816342062824595,0.0600000000000001,0,0
31,21,1.00091083714127,0.03,0,0
31,22,1.16413099650613,0.0600000000000001,0,0
31,23,0.747800029905229,0.0600000000000001,0,0
31,24,0.842229400262847,0.0600000000000001,0,0
31,25,0.966251932124017,0.0600000000000001,0,0
31,26,0.856161582882314,0.05,0,0
31,27,0.854225217280376,0.0600000000000001,0,0
31,28,0.79349204391444,0.03,0,0
31,29,1.19324664132282,0.0600000000000001,0,0
31,30,0.967074543007999,0.04,0,0
31,31,1.46434538088693,0.03,0,0
