"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
28,28,28,28,0.340628127311802,0.28,0
28,28,28,29,0.373580312148146,0.22,0.06
28,28,28,30,0.384174131894253,0.33,0
28,28,28,31,0.143960644928572,0.22,0.04
28,28,28,32,0.278058450145863,0.22,0.02
28,28,28,33,0.269464594869518,0.18,0.05
28,28,28,34,0.197935046704579,0.19,0.02
28,28,29,28,0.174522570869003,0.19,0.03
28,28,29,29,0.376992688301405,0.31,0.05
28,28,29,30,0.137298094676658,0.19,0.03
28,28,29,31,0.208806425938763,0.2,0.05
28,28,29,32,0.431034773030879,0.34,0
28,28,29,33,0.279303133380087,0.22,0
28,28,29,34,0.298522904129611,0.27,0
28,28,30,28,0.139864795809827,0.22,0
28,28,30,29,0.154121252675556,0.19,0
28,28,30,30,0.103146703208743,0.17,0
28,28,30,31,0.16950779021972,0.18,0
28,28,30,32,0.166884894404278,0.2,0
28,28,30,33,0.168158626994056,0.19,0
28,28,30,34,0.250099048710785,0.21,0
28,28,31,28,0.236729299566688,0.2,0
28,28,31,29,0.42603234948394,0.31,0
28,28,31,30,0.350504038795636,0.18,0
28,28,31,31,0.210599718037867,0.18,0
28,28,31,32,0.174720403266931,0.22,0
28,28,31,33,0.301902834761678,0.24,0
28,28,31,34,0.207137413655078,0.19,0
28,28,32,28,0.123283888306624,0.17,0
28,28,32,29,0.185957599014212,0.2,0
28,28,32,30,0.241567460966226,0.17,0
28,28,32,31,0.252362600321677,0.17,0
28,28,32,32,0.487999861669198,0.28,0
28,28,32,33,0.227851036032925,0.26,0
28,28,32,34,0.192348260368892,0.23,0
28,28,33,28,0.154205240198765,0.2,0
28,28,33,29,0.160640626471623,0.22,0
28,28,33,30,0.181718695078185,0.17,0
28,28,33,31,0.21932705773077,0.21,0
28,28,33,32,0.195160034082319,0.26,0
28,28,33,33,0.411882706437769,0.3,0
28,28,33,34,0.208727550408209,0.3,0
28,28,34,28,0.298852217200754,0.2,0
28,28,34,29,0.139190384196637,0.18,0
28,28,34,30,0.286887445125599,0.2,0
28,28,34,31,0.13541801057823,0.23,0
28,28,34,32,0.273382764040771,0.2,0
28,28,34,33,0.261460459146567,0.2,0
28,28,34,34,0.193859009843202,0.19,0
28,29,28,28,0.263864890321359,0.22,0
28,29,28,29,0.127291809938659,0.17,0
28,29,28,30,0.192009543343748,0.22,0
28,29,28,31,0.241994934388502,0.21,0
28,29,28,32,0.320985945378495,0.18,0
28,29,28,33,0.203771309769395,0.19,0
28,29,28,34,0.190796558644578,0.22,0
28,29,29,28,0.526547326252252,0.27,0
28,29,29,29,0.171141644836708,0.19,0
28,29,29,30,0.376119890445149,0.25,0
28,29,29,31,0.338825710084345,0.29,0
28,29,29,32,0.341923584710196,0.21,0
28,29,29,33,0.222250283665968,0.17,0
28,29,29,34,0.28475619365686,0.22,0
28,29,30,28,0.390312205265321,0.22,0
28,29,30,29,0.303773194558583,0.22,0
28,29,30,30,0.449769082925759,0.24,0
28,29,30,31,0.28816466562874,0.2,0
28,29,30,32,0.148152583435596,0.18,0
28,29,30,33,0.321507519894245,0.19,0
28,29,30,34,0.297713761882666,0.24,0
28,29,31,28,0.201952418259973,0.16,0
28,29,31,29,0.241776296430227,0.27,0
28,29,31,30,0.315935434296155,0.28,0
28,29,31,31,0.321686802449779,0.2,0
28,29,31,32,0.348053297675673,0.17,0
28,29,31,33,0.203640341279321,0.19,0
28,29,31,34,0.273079598735951,0.28,0
28,29,32,28,0.303004408545839,0.23,0
28,29,32,29,0.560814445029163,0.84,0
28,29,32,30,0.320064179521641,0.23,0
28,29,32,31,0.75491925237674,0.35,0
28,29,32,32,0.279740378311708,0.2,0
28,29,32,33,0.355906292292181,0.22,0
28,29,32,34,0.215453967326787,0.22,0
28,29,33,28,0.205247820563797,0.18,0
28,29,33,29,0.38782811760001,0.23,0
28,29,33,30,0.136598003585572,0.19,0
28,29,33,31,0.213821451066549,0.2,0
28,29,33,32,0.244000579532957,0.24,0
28,29,33,33,0.193937176531438,0.2,0
28,29,33,34,0.260443625886614,0.24,0
28,29,34,28,0.235895092670883,0.2,0
28,29,34,29,0.329361209322142,0.22,0
28,29,34,30,0.151971538297017,0.2,0
28,29,34,31,0.260642048353194,0.24,0
28,29,34,32,0.181412494438811,0.27,0
28,29,34,33,0.204014393312765,0.22,0
28,29,34,34,0.283463720160525,0.26,0
28,30,28,28,0.336431361472901,0.13,0
28,30,28,29,0.221129503163029,0.26,0
28,30,28,30,0.118112232575118,0.19,0
28,30,28,31,0.434587120415031,0.25,0
28,30,28,32,0.31619251825804,0.17,0
28,30,28,33,0.138019338867735,0.15,0
28,30,28,34,0.169772956884043,0.19,0
28,30,29,28,0.314357613128643,0.19,0
28,30,29,29,0.163428764692607,0.27,0
28,30,29,30,0.201466308056302,0.15,0
28,30,29,31,0.19761805567095,0.22,0
28,30,29,32,0.156076059876845,0.21,0
28,30,29,33,0.2540398465772,0.31,0
28,30,29,34,0.215861890894564,0.34,0
28,30,30,28,0.212846278123421,0.17,0
28,30,30,29,0.151754377444395,0.22,0
28,30,30,30,0.268540517289053,0.23,0
28,30,30,31,0.213262438638981,0.18,0
28,30,30,32,0.34219129911337,0.21,0
28,30,30,33,0.344859457118267,0.22,0
28,30,30,34,0.173423991379545,0.21,0
28,30,31,28,0.234375679255719,0.23,0
28,30,31,29,0.168307048023645,0.22,0
28,30,31,30,0.217151819901166,0.19,0
28,30,31,31,0.104446298058579,0.2,0
28,30,31,32,0.226602955156214,0.21,0
28,30,31,33,0.180410973391754,0.21,0
28,30,31,34,0.212223185594785,0.23,0
28,30,32,28,0.379673048694882,0.23,0
28,30,32,29,0.137768426015535,0.22,0.02
28,30,32,30,0.559102659744571,0.38,0
28,30,32,31,0.265133139788631,0.23,0
28,30,32,32,0.22299419796699,0.21,0
28,30,32,33,0.213061914202463,0.22,0
28,30,32,34,0.409419030597487,0.22,0
28,30,33,28,0.248276010666596,0.25,0
28,30,33,29,0.21491865398722,0.27,0
28,30,33,30,0.242361091844505,0.22,0
28,30,33,31,0.138261386702883,0.17,0
28,30,33,32,0.274744527421304,0.22,0
28,30,33,33,0.253992181021307,0.4,0
28,30,33,34,0.170290540206346,0.2,0
28,30,34,28,0.155042658086633,0.23,0
28,30,34,29,0.235923505680452,0.18,0
28,30,34,30,0.319941236838621,0.22,0
28,30,34,31,0.336926410373803,0.68,0
28,30,34,32,0.186417541922238,0.19,0
28,30,34,33,0.230919214453942,0.28,0
28,30,34,34,0.186236670443685,0.22,0
28,31,28,28,0.219774638900778,0.24,0
28,31,28,29,0.313088830659012,0.19,0
28,31,28,30,0.326108280783382,0.2,0
