"Layer 1","Layer 2","Layer 3","MSE","User Time","CPU Time"
9,9,9,0.960461385262871,0.03,0
9,9,10,1.34371700148799,0.03,0
9,9,11,0.773884966421774,0.02,0
9,9,12,0.732164808965509,0.04,0
9,9,13,0.705934163445939,0.03,0
9,9,14,0.821768594459947,0.02,0.01
9,9,15,0.964392187614467,0.03,0
9,10,9,0.788184610973736,0.02,0.01
9,10,10,0.795728628116353,0.04,0
9,10,11,0.964922368774126,0.03,0
9,10,12,1.57136058237751,0.03,0
9,10,13,0.715904588065935,0.01,0
9,10,14,1.05457048200866,0.02,0
9,10,15,0.907514558101672,0.04,0
9,11,9,0.870868353586664,0.03,0
9,11,10,0.690696857307844,0.00999999999999998,0
9,11,11,0.735065975134987,0.01,0
9,11,12,0.792746315929015,0.02,0
9,11,13,1.00807638035925,0.00999999999999995,0
9,11,14,0.821881183164196,0.04,0
9,11,15,0.909071533354936,0.03,0
9,12,9,0.94952522892634,0,0
9,12,10,0.798886241798352,0.01,0
9,12,11,1.2204894013718,0.03,0
9,12,12,0.951617223922564,0.01,0
9,12,13,1.07037221855964,0.00999999999999995,0
9,12,14,0.629163450007658,0.00999999999999995,0
9,12,15,0.856808216218602,0.00999999999999995,0
9,13,9,0.818244056199872,0.01,0
9,13,10,0.919967571594898,0.02,0
9,13,11,0.928223385121865,0.00999999999999995,0
9,13,12,1.08700926326276,0.02,0
9,13,13,1.01895217305279,0.03,0
9,13,14,0.756145106217707,0.04,0
9,13,15,1.27477645274251,0.01,0
9,14,9,0.770773885931107,0.02,0
9,14,10,0.987496264381829,0.02,0
9,14,11,0.845251671610557,0.00999999999999995,0
9,14,12,0.845912250107004,0.04,0
9,14,13,1.10233459964317,0.03,0
9,14,14,0.581515447022516,0,0
9,14,15,0.75586318736341,0.02,0
9,15,9,0.731755135482797,0.00999999999999995,0
9,15,10,0.826299491060167,0.02,0
9,15,11,0.915154989822934,0.01,0
9,15,12,1.38887674573541,0.01,0
9,15,13,0.964024563877694,0.01,0
9,15,14,0.705854341622252,0.01,0
9,15,15,0.650129851850087,0.01,0
10,9,9,0.78706190299348,0.01,0
10,9,10,0.705777490819907,0.02,0
10,9,11,0.969239545670626,0.02,0
10,9,12,0.764707146052189,0.01,0
10,9,13,1.70206552142251,0.02,0
10,9,14,0.557821429814424,0.01,0
10,9,15,0.891045647950169,0.02,0
10,10,9,1.30028006504062,0.01,0
10,10,10,1.15125721408811,0.02,0
10,10,11,0.955744342904983,0.02,0
10,10,12,0.638735297874187,0.02,0
10,10,13,1.44960246161069,0.01,0
10,10,14,0.944237473158917,0.02,0
10,10,15,0.946477600398258,0.02,0
10,11,9,0.741959968829754,0,0
10,11,10,0.865696909134918,0.02,0
10,11,11,0.751978617997721,0.03,0
10,11,12,0.778001338691332,0.01,0
10,11,13,0.678031069404741,0.0099999999999999,0
10,11,14,0.926261604657863,0.01,0
10,11,15,0.84124069586591,0.02,0
10,12,9,0.696167624272101,0,0
10,12,10,0.812708539580899,0.02,0
10,12,11,0.906703340019335,0.02,0
10,12,12,0.688899181230556,0.0299999999999999,0
10,12,13,0.816812436076036,0.01,0
10,12,14,1.23183708750021,0.02,0
10,12,15,0.588558635157799,0.02,0
10,13,9,0.757773685169957,0.01,0
10,13,10,1.00528555047168,0.01,0
10,13,11,0.982672605630114,0.02,0
10,13,12,0.919708455442634,0.04,0
10,13,13,0.846209872245022,0.01,0
10,13,14,2.62333244013631,0.03,0
10,13,15,0.7900260112589,0.02,0
10,14,9,0.82884317395799,0.0099999999999999,0
10,14,10,1.05455325849261,0.02,0
10,14,11,0.875694332782359,0.02,0
10,14,12,0.80713188242377,0.01,0
10,14,13,0.849688820761603,0.01,0
10,14,14,0.777275069012461,0.02,0
10,14,15,0.89545088966652,0.02,0
10,15,9,1.12503233945258,0.02,0
10,15,10,0.74580227039164,0.02,0
10,15,11,0.64094523513207,0.02,0
10,15,12,0.971135140408097,0.0199999999999999,0
10,15,13,1.15289913680087,0.03,0
10,15,14,0.92634129408062,0.03,0
10,15,15,0.888004931097775,0.0199999999999999,0
11,9,9,0.760257441821778,0,0
11,9,10,0.898000179540648,0.01,0
11,9,11,0.921642354821206,0.02,0
11,9,12,0.753058967808887,0.01,0
11,9,13,0.8621969895424,0.03,0
11,9,14,0.841488873893338,0.02,0
11,9,15,0.984741384957428,0.0199999999999999,0
11,10,9,0.715991969372407,0.02,0
11,10,10,0.661175609764909,0.01,0
