"Layer 1","MSE","User Time","CPU Time","Reutilized"
4,0.251849532200489,0.02,0,0
5,0.226921881581498,0.02,0,0
6,0.232762137423713,0.04,0,0
7,0.283448994313931,0.00999999999999998,0.01,0
8,0.236799462156665,0.02,0,0
9,0.291080764212204,0.02,0,0
10,0.226619186475005,0.03,0,0
11,0.254272748475206,0.02,0,0
12,0.265082059062699,0.00999999999999998,0,0
13,0.291899389806625,0.00999999999999998,0,0
14,0.290535844569876,0.03,0,0
