"Layer 1","Layer 2","MSE","User Time","CPU Time"
19,19,0.858462757633564,0.05,0
19,20,0.828456591046827,0.03,0
19,21,0.793820407245527,0.03,0.02
19,22,0.820136630469729,0.05,0.01
19,23,1.24233890714181,0.05,0
19,24,0.76173322156123,0.04,0
19,25,1.25245818632606,0.05,0
20,19,0.615800667765367,0,0.05
20,20,0.799220221476519,0.00999999999999998,0.03
20,21,1.18283579973641,0.02,0.03
20,22,1.44618468498023,0.06,0
20,23,1.08401846880521,0.04,0
20,24,0.715575704464913,0.02,0.02
20,25,1.16507534549146,0.03,0
21,19,1.0092740971411,0.03,0
21,20,0.782600328502228,0.03,0
21,21,1.06312443510315,0.03,0
21,22,0.966213073213427,0.03,0
21,23,1.05957483558385,0.03,0
21,24,1.22636346834299,0.05,0.02
21,25,0.851737322762698,0.04,0
22,19,0.917440220300711,0.03,0
22,20,0.923180659012703,0.04,0
22,21,1.10351939330824,0.03,0
22,22,1.09025373006939,0.03,0
22,23,1.14510218265252,0.03,0
22,24,0.962456403354088,0.05,0
22,25,0.787279418526916,0.04,0
23,19,1.03469170922855,0.02,0
23,20,0.917253072835212,0.03,0
23,21,1.15833064363578,0.03,0
23,22,0.704660008177695,0.04,0.03
23,23,0.850971317054529,0.03,0
23,24,0.737500623485991,0.06,0
23,25,1.14666171387914,0.04,0
24,19,0.848079118186447,0.0499999999999999,0.01
24,20,0.761455129323658,0.0299999999999999,0
24,21,0.984761828277324,0.0299999999999999,0
24,22,0.86291219935158,0.05,0
24,23,0.871686448370351,0.03,0.03
24,24,0.640195723113947,0.03,0
24,25,1.55189538205248,0.0599999999999999,0
25,19,0.927632316861476,0.0299999999999999,0
25,20,0.911730519358653,0.0700000000000001,0
25,21,1.15512486646908,0.03,0
25,22,1.07816609397964,0.0399999999999999,0
25,23,1.17170720318151,0.0299999999999999,0
25,24,0.749685845414704,0.05,0
25,25,1.0004638205644,0.03,0.02
