"Layer 1","MSE","User Time","CPU Time"
8,11,12,53.1305550675676,0.05,0
8,12,6,57.9314325870838,0.05,0
8,12,7,55.0147429967966,0.11,0
8,12,8,59.6399206039252,0.04,0
8,12,9,41.197488106943,0.0600000000000001,0
8,12,10,218.77592529123,0.0800000000000001,0.02
8,12,11,59.9867078538056,0.05,0
8,12,12,144.731554948184,0.17,0.02
9,6,6,47.1811036194732,0.05,0
9,6,7,58.3257102706243,0.0699999999999998,0
9,6,8,42.1859446688909,0.0900000000000001,0
9,6,9,93.1075054060875,0.03,0
9,6,10,134.071160957669,0.13,0
9,6,11,55.6154058563476,0.0499999999999998,0
9,6,12,64.7474696186843,0.0799999999999998,0
9,7,6,50.5593391156267,0.0600000000000001,0
9,7,7,90.8342782679697,0.0700000000000001,0
9,7,8,52.0262026857547,0.04,0
9,7,9,38.581394805611,0.05,0
9,7,10,57.0657953872174,0.05,0
9,7,11,26.8811234552078,0.0600000000000001,0
9,7,12,51.4407576794145,0.0700000000000001,0
9,8,6,31.9488785795309,0.04,0
9,8,7,47.9210816434011,0.05,0
9,8,8,32.0454227068675,0.0699999999999998,0
9,8,9,31.0507456301523,0.0600000000000001,0
9,8,10,50.8119724686085,0.0299999999999998,0
9,8,11,36.3798785137784,0.0900000000000003,0
9,8,12,36.2290393107754,0.0500000000000003,0
9,9,6,76.7452275664823,0.04,0
9,9,7,38.9007009678512,0.0600000000000001,0
9,9,8,77.2390946714602,0.0500000000000003,0
9,9,9,44.013703514303,0.0499999999999998,0
9,9,10,41.4137256815561,0.1,0
9,9,11,41.4002048974909,0.0600000000000001,0
9,9,12,30.6665110732232,0.0799999999999996,0
9,10,6,213.881968931904,0.0900000000000003,0
9,10,7,66.1982622666327,0.0600000000000001,0
9,10,8,50.1702843388952,0.0600000000000001,0
9,10,9,43.090982515493,0.0699999999999998,0
9,10,10,43.5852459368005,0.0499999999999998,0
9,10,11,58.0593717030477,0.0600000000000001,0
9,10,12,69.2864867264764,0.0700000000000003,0
9,11,6,32.7501896735502,0.1,0
9,11,7,37.5245497014077,0.0699999999999998,0
9,11,8,44.6088634843692,0.0499999999999998,0
9,11,9,38.6683040649946,0.0899999999999999,0
9,11,10,80.3548964262853,0.0699999999999998,0
9,11,11,73.5544592100104,0.0499999999999998,0
9,11,12,49.1913489418385,0.0499999999999998,0
9,12,6,33.6901719385698,0.0500000000000003,0
9,12,7,33.2504495089224,0.0899999999999999,0.01
9,12,8,93.8962500307894,0.0699999999999998,0
9,12,9,27.9152429515795,0.0499999999999998,0
9,12,10,52.6405284721275,0.0600000000000001,0
9,12,11,43.3662048643474,0.0800000000000001,0
9,12,12,189.282109494625,0.1,0.02
10,6,6,39.9878250029846,0.04,0
10,6,7,102.681051112667,0.0700000000000003,0
10,6,8,48.9855105208977,0.0699999999999998,0
10,6,9,76.6525456115649,0.0900000000000003,0
10,6,10,79.5166560007552,0.0500000000000003,0
10,6,11,55.5441128514599,0.0600000000000001,0
10,6,12,45.0739383028538,0.0300000000000002,0
10,7,6,48.8119772544404,0.04,0
10,7,7,45.3917394625537,0.04,0
10,7,8,55.6807113737681,0.0600000000000001,0
10,7,9,41.9325958494458,0.0500000000000003,0
10,7,10,93.4901389618286,0.11,0
10,7,11,46.5799218327327,0.0499999999999998,0
10,7,12,38.9886868940787,0.0699999999999998,0
10,8,6,30.0003626456967,0.0299999999999998,0
10,8,7,77.5409420432228,0.0299999999999998,0
10,8,8,86.1850539615354,0.0500000000000003,0
10,8,9,52.6526841975384,0.0499999999999998,0
10,8,10,66.0172874283266,0.0600000000000001,0
10,8,11,46.2150087095678,0.0600000000000001,0
10,8,12,29.1124955459155,0.0600000000000001,0
10,9,6,57.0956896125815,0.0499999999999998,0
10,9,7,37.3101429540862,0.0600000000000001,0
10,9,8,56.8336797510414,0.0800000000000001,0
10,9,9,59.1267910975413,0.11,0
10,9,10,35.75596552615,0.0600000000000001,0
10,9,11,45.8273329457163,0.04,0
10,9,12,59.3968715569068,0.0800000000000001,0
10,10,6,34.8943484679208,0.0499999999999998,0
10,10,7,43.2422097720892,0.0500000000000003,0
10,10,8,43.7079726592203,0.0499999999999998,0
10,10,9,53.0083855244941,0.04,0
10,10,10,75.8351641694221,0.0800000000000001,0.02
10,10,11,69.9457275036058,0.0500000000000003,0
10,10,12,70.8048299913315,0.0599999999999996,0
10,11,6,24.7556140545798,0.1,0
10,11,7,44.8796301189701,0.0499999999999998,0
10,11,8,106.511852642184,0.11,0
10,11,9,48.97409515237,0.0499999999999998,0
10,11,10,92.2956152432699,0.0300000000000002,0
10,11,11,46.2776390720431,0.0499999999999998,0
10,11,12,77.049631175761,0.0600000000000001,0
10,12,6,49.7028345503307,0.0499999999999998,0
10,12,7,41.5918358101269,0.1,0
10,12,8,59.4406356740816,0.04,0
10,12,9,37.4888607552494,0.0499999999999998,0
10,12,10,56.2855556363878,0.0500000000000003,0
10,12,11,33.7317881247494,0.04,0
10,12,12,41.9204743201045,0.0700000000000003,0
11,6,6,37.8418207233504,0.0600000000000001,0
11,6,7,42.4510542142642,0.0699999999999998,0
11,6,8,50.0010933008621,0.0600000000000001,0
11,6,9,51.2505764280627,0.0500000000000003,0
11,6,10,40.6328069603537,0.0600000000000001,0
11,6,11,47.5523567444531,0.11,0
11,6,12,48.0264852876025,0.0600000000000001,0
11,7,6,48.2462155066463,0.0699999999999998,0
11,7,7,32.035702094356,0.0600000000000001,0
11,7,8,59.7759355393609,0.0899999999999999,0
11,7,9,34.9417857319605,0.0499999999999998,0
11,7,10,52.9626670201466,0.0499999999999998,0
11,7,11,32.1747897736905,0.0499999999999998,0
11,7,12,58.4654437261046,0.0600000000000001,0
11,8,6,34.0130246831436,0.0500000000000003,0
11,8,7,49.5821643748186,0.0600000000000001,0
11,8,8,43.6732616087532,0.0699999999999998,0
11,8,9,67.4878565793709,0.0999999999999996,0
11,8,10,57.4564939220922,0.0699999999999998,0
11,8,11,64.41540190939,0.04,0
11,8,12,52.7249291943152,0.0600000000000001,0
11,9,6,47.98558305973,0.0900000000000003,0
11,9,7,55.2250504431787,0.0799999999999996,0
11,9,8,35.4756881915793,0.0299999999999998,0
11,9,9,47.4101050182157,0.0600000000000001,0
11,9,10,64.6522443813191,0.0299999999999998,0
11,9,11,85.0317169537659,0.0900000000000003,0
11,9,12,43.2453952170289,0.0500000000000003,0
11,10,6,30.2829086985444,0.0600000000000001,0
11,10,7,42.5438802950123,0.0600000000000001,0
11,10,8,87.6203163961441,0.04,0
11,10,9,43.1549300189327,0.0700000000000003,0
11,10,10,65.9139067383913,0.04,0
11,10,11,53.4731782060614,0.0600000000000001,0
11,10,12,92.4978402996037,0.0600000000000001,0
11,11,6,78.0823213521547,0.0700000000000003,0
11,11,7,46.382493130994,0.0800000000000001,0
11,11,8,40.9744756662353,0.0600000000000001,0
11,11,9,55.1625412581042,0.0600000000000001,0
11,11,10,52.3651537260847,0.0499999999999998,0
11,11,11,28.80041974983,0.0499999999999998,0
11,11,12,46.6986717212403,0.0600000000000001,0
11,12,6,38.8092625392894,0.0600000000000001,0
11,12,7,30.3998302044238,0.0599999999999996,0
11,12,8,61.4879723236236,0.0499999999999998,0
11,12,9,46.6818885580539,0.0600000000000001,0
11,12,10,42.8799453591345,0.0499999999999998,0
11,12,11,52.0499531835511,0.0600000000000001,0
11,12,12,62.6884080711688,0.0600000000000001,0
12,6,6,30.4206360896596,0.04,0
12,6,7,56.874154959561,0.0700000000000003,0
12,6,8,75.0351384585817,0.0700000000000003,0
12,6,9,208.472166871265,0.0900000000000003,0
12,6,10,47.1614471243,0.04,0
12,6,11,36.5104599435674,0.0299999999999998,0
12,6,12,51.7585188661636,0.0700000000000003,0
12,7,6,62.8502747758731,0.0600000000000001,0
12,7,7,56.4014524532892,0.0499999999999998,0
12,7,8,30.0968409567619,0.0499999999999998,0
12,7,9,48.2511570498455,0.0500000000000003,0
12,7,10,30.5562337613675,0.0499999999999998,0
12,7,11,34.0083789371619,0.0499999999999998,0
12,7,12,84.1669446981545,0.0499999999999998,0
12,8,6,27.2983462203996,0.04,0
12,8,7,81.3722528335133,0.0499999999999998,0
12,8,8,37.5999041965873,0.0600000000000001,0
12,8,9,135.518236128236,0.0700000000000003,0
12,8,10,46.2711174452124,0.0600000000000001,0
12,8,11,54.8807436625409,0.0499999999999998,0
12,8,12,77.8227285732021,0.0800000000000001,0
12,9,6,38.2956642946392,0.0899999999999999,0
12,9,7,87.5722045041703,0.0800000000000001,0
12,9,8,50.4034512939728,0.0499999999999998,0
12,9,9,45.8030027777355,0.0499999999999998,0
12,9,10,116.565812704114,0.1,0
12,9,11,51.9665875993016,0.0600000000000001,0
12,9,12,58.7771773074345,0.0600000000000001,0
12,10,6,35.7863384314909,0.0699999999999998,0
12,10,7,100.580325741889,0.0600000000000001,0
12,10,8,71.7456821073425,0.0600000000000001,0
12,10,9,47.1128373097007,0.0500000000000003,0
12,10,10,36.5202123212881,0.0499999999999998,0
12,10,11,92.8951406910033,0.0600000000000001,0
12,10,12,39.6267457873245,0.11,0
12,11,6,61.0999145561433,0.0500000000000003,0
12,11,7,94.7651680937623,0.0600000000000001,0
12,11,8,32.4222672047549,0.0499999999999998,0
12,11,9,43.8027011122698,0.0600000000000001,0
12,11,10,30.9831864949149,0.0600000000000001,0
12,11,11,78.2201088002554,0.0600000000000001,0
12,11,12,69.4749028493166,0.0800000000000001,0
12,12,6,42.4626342827858,0.0600000000000001,0
12,12,7,58.3979029037084,0.0699999999999998,0
12,12,8,99.8477615865191,0.0600000000000001,0
12,12,9,44.5848470555322,0.0299999999999998,0
12,12,10,79.1297542135102,0.0499999999999998,0
12,12,11,72.2939438316665,0.0299999999999998,0
12,12,12,75.6646419451323,0.0299999999999998,0
"Layer 1","Layer 2","Layer 3","Layer 4","MSE","User Time","CPU Time"
6,6,6,6,39.718160535764,0.05,0
6,6,6,7,126.301522158304,0.11,0
6,6,6,8,55.8021380907037,0.27,0
6,6,6,9,115.605519287344,0.25,0.02
6,6,6,10,80.5695449928586,0.08,0
6,6,6,11,165.355607689809,0.24,0.03
6,6,6,12,65.0193728788093,0.06,0
6,6,7,6,58.3460241334008,0.11,0
6,6,7,7,57.1296038962033,0.11,0
6,6,7,8,97.1106321215683,0.17,0.02
6,6,7,9,79.2020676381126,0.13,0
6,6,7,10,48.2601211624561,0.16,0.03
6,6,7,11,29.2758539494208,0.08,0
6,6,7,12,86.8978038733267,0.26,0
6,6,8,6,86.6860761345711,0.07,0
6,6,8,7,75.1801393786966,0.1,0
6,6,8,8,33.2247448468909,0.11,0
6,6,8,9,72.0916236236388,0.05,0.01
6,6,8,10,73.2227008560175,0.07,0
6,6,8,11,53.542345771021,0.12,0
6,6,8,12,52.3143588139293,0.27,0
6,6,9,6,20.4983933297562,0.1,0
6,6,9,7,88.6585763569089,0.09,0
6,6,9,8,32.4793196237029,0.14,0
6,6,9,9,101.560033873747,0.09,0
6,6,9,10,110.191378218198,0.64,0
6,6,9,11,63.0060432422274,0.13,0
6,6,9,12,53.961306504094,0.05,0
6,6,10,6,51.6042695487493,0.09,0
6,6,10,7,73.3102670787509,0.1,0
6,6,10,8,24.2135909043113,0.05,0
6,6,10,9,53.2028922511178,0.0600000000000001,0
6,6,10,10,89.4009905444509,0.19,0
6,6,10,11,53.4552936893623,0.08,0
6,6,10,12,77.8809164512495,0.18,0
6,6,11,6,61.9668333440695,0.0599999999999999,0
6,6,11,7,40.9838052861238,0.13,0
6,6,11,8,66.6255858228444,0.1,0
6,6,11,9,54.9234891741259,0.22,0
6,6,11,10,45.7474307999653,0.17,0
6,6,11,11,112.326100429681,0.0599999999999999,0
6,6,11,12,62.2387827134672,0.08,0.02
6,6,12,6,25.4633105617634,0.1,0
6,6,12,7,54.2450942690166,0.13,0
6,6,12,8,42.5575015034272,0.07,0
6,6,12,9,40.1907764364361,0.09,0
6,6,12,10,72.452844059964,0.0599999999999999,0
6,6,12,11,51.3002881824774,0.13,0
6,6,12,12,34.5525262049497,0.03,0
6,7,6,6,62.7228339625352,0.09,0
6,7,6,7,57.9472234988342,0.0499999999999999,0
6,7,6,8,56.6646624009554,0.13,0
6,7,6,9,71.3139304735958,0.19,0
6,7,6,10,59.7281921699213,0.23,0
6,7,6,11,70.7388611848649,0.1,0
6,7,6,12,59.6083959243261,0.11,0
6,7,7,6,22.1594084357451,0.0700000000000001,0
6,7,7,7,58.5632863253182,0.0900000000000001,0
6,7,7,8,110.512054890593,0.1,0
6,7,7,9,118.415904867227,0.12,0
6,7,7,10,68.6573136179233,0.11,0
6,7,7,11,83.9324433458909,0.11,0
6,7,7,12,41.8429738277435,0.0499999999999998,0
6,7,8,6,28.7796029489545,0.0899999999999999,0
6,7,8,7,44.0721960494995,0.05,0
6,7,8,8,30.5723358659171,0.11,0
6,7,8,9,50.9579900347684,0.1,0
6,7,8,10,49.1731018886337,0.37,0
6,7,8,11,45.7631642102371,0.18,0
6,7,8,12,68.9688493422187,0.0900000000000001,0
6,7,9,6,48.6220828197383,0.05,0
6,7,9,7,37.8895237338864,0.1,0
6,7,9,8,87.9447204147757,0.03,0
6,7,9,9,91.6259397371534,0.04,0
6,7,9,10,49.1700308958256,0.0900000000000001,0
6,7,9,11,45.740858516988,0.14,0
6,7,9,12,95.3145250626909,0.13,0
6,7,10,6,38.9038746555695,0.0600000000000001,0
6,7,10,7,41.7051882764492,0.0699999999999998,0
6,7,10,8,29.5909456025725,0.0800000000000001,0
6,7,10,9,55.8398364559107,0.18,0
6,7,10,10,102.474269574443,0.0599999999999998,0
6,7,10,11,52.9710612580221,0.11,0
6,7,10,12,69.7581323046351,0.0700000000000001,0
6,7,11,6,43.4622284152118,0.14,0
6,7,11,7,29.2224360872635,0.17,0
6,7,11,8,27.4437016702212,0.0999999999999999,0
6,7,11,9,86.0832411323476,0.15,0
6,7,11,10,103.569639483972,0.0800000000000001,0.01
6,7,11,11,117.271637977987,0.12,0
6,7,11,12,83.4376233982564,0.14,0
6,7,12,6,45.3874804727334,0.11,0
6,7,12,7,49.2428730100348,0.0700000000000001,0
6,7,12,8,40.5022938656648,0.05,0
6,7,12,9,71.6156487790051,0.0599999999999998,0
6,7,12,10,56.0476697543995,0.0999999999999999,0
6,7,12,11,110.131924696323,0.22,0
6,7,12,12,82.8564042437284,0.14,0
6,8,6,6,35.0140448274944,0.12,0
6,8,6,7,78.3882752070829,0.1,0
6,8,6,8,63.1629081555233,0.04,0
6,8,6,9,41.7301903528532,0.12,0
6,8,6,10,85.7841657661084,0.32,0
6,8,6,11,71.034688353285,0.19,0
6,8,6,12,62.0134932978521,0.11,0
6,8,7,6,98.9336301309203,0.0700000000000001,0
6,8,7,7,126.109534787432,0.17,0
6,8,7,8,140.637775457005,0.11,0
6,8,7,9,86.094344697299,0.19,0
6,8,7,10,44.6367084056539,0.13,0
6,8,7,11,69.8046887628283,0.17,0
6,8,7,12,49.5382890030057,0.14,0
6,8,8,6,89.0434377047236,0.0700000000000001,0
6,8,8,7,45.0943981349303,0.0999999999999999,0
6,8,8,8,41.3062679798534,0.04,0
6,8,8,9,36.4291144932768,0.0900000000000001,0
6,8,8,10,75.4980282803233,0.13,0
6,8,8,11,97.4950511332502,0.17,0
6,8,8,12,80.1370262096879,0.0800000000000001,0
6,8,9,6,45.4874839123751,0.0600000000000001,0
6,8,9,7,74.8998326554513,0.11,0
6,8,9,8,33.4700038722833,0.03,0
6,8,9,9,69.5676459398449,0.12,0
6,8,9,10,62.3431765686007,0.25,0
6,8,9,11,66.7720878502081,0.0799999999999998,0
6,8,9,12,57.1361085197798,0.12,0
6,8,10,6,27.4302021207924,0.1,0
6,8,10,7,50.2296556464874,0.0900000000000003,0
6,8,10,8,56.4001445072326,0.0299999999999998,0
6,8,10,9,83.1506394951553,0.0499999999999998,0
6,8,10,10,49.6204066709649,0.1,0
6,8,10,11,79.1991959814091,0.11,0
6,8,10,12,42.2008322640954,0.1,0
6,8,11,6,28.8739340283998,0.13,0
6,8,11,7,52.1751332999286,0.1,0
6,8,11,8,50.5951519180804,0.0899999999999999,0
6,8,11,9,28.9094407375399,0.0999999999999996,0
6,8,11,10,91.4361832031326,0.12,0
6,8,11,11,184.673758889045,0.11,0
6,8,11,12,44.9204773471024,0.28,0
6,8,12,6,89.6842667132388,0.1,0
6,8,12,7,37.3055761008917,0.0499999999999998,0
6,8,12,8,43.0393551015549,0.2,0
6,8,12,9,36.7242110496811,0.0600000000000001,0
6,8,12,10,32.3574879215225,0.13,0
6,8,12,11,42.7726782022164,0.19,0
6,8,12,12,58.0353753262551,0.15,0
6,9,6,6,27.3338200946841,0.0299999999999998,0
6,9,6,7,37.3079376503543,0.0799999999999996,0
6,9,6,8,38.4344506006908,0.0300000000000002,0
6,9,6,9,60.8266083691465,0.0600000000000001,0
6,9,6,10,20.8591662420608,0.13,0
6,9,6,11,64.7199098532929,0.0899999999999999,0
6,9,6,12,29.5103147428084,0.0999999999999996,0
6,9,7,6,45.8134767830762,0.0299999999999998,0
6,9,7,7,57.0820103030751,0.11,0
6,9,7,8,94.9187244463643,0.15,0
6,9,7,9,59.7634692370683,0.1,0
6,9,7,10,71.0316794464845,0.11,0
6,9,7,11,85.3328831478277,0.14,0
6,9,7,12,42.458821749228,0.0499999999999998,0
6,9,8,6,33.037930508326,0.0300000000000002,0
6,9,8,7,35.6293557785237,0.0900000000000003,0
