"Layer 1","Layer 2","MSE","User Time","CPU Time"
7,7,0.265861435442889,0.00999999999999998,0
7,8,0.342672300484791,0.02,0
7,9,0.285664671550789,0.02,0
7,10,0.303043432266056,0.02,0
7,11,0.319187552238499,0.02,0
7,12,0.293107836724629,0.00999999999999998,0
7,13,0.595164180998701,0.02,0
8,7,0.338842697082906,0.02,0
8,8,0.264993305719487,0.00999999999999998,0
8,9,0.322375247906056,0.00999999999999998,0
8,10,0.571985109640173,0.00999999999999998,0
8,11,0.30945386200881,0.01,0
8,12,0.688317720611171,0.02,0
8,13,0.329121600610353,0.01,0
9,7,0.278773950014899,0.02,0
9,8,0.323486802031564,0.00999999999999998,0
9,9,0.29553237339188,0.02,0
9,10,0.696377577081828,0.02,0
9,11,0.602789411855329,0.00999999999999998,0
9,12,0.363656930693382,0,0
9,13,0.346994311748736,0.02,0
10,7,0.332196485096647,0,0
10,8,0.301572988588237,0.01,0
10,9,0.465322777689223,0.02,0
10,10,0.434046354015561,0.02,0
10,11,0.255146448457741,0.02,0
10,12,0.508106381904531,0.00999999999999995,0
10,13,0.301042143080288,0.01,0
11,7,0.280043638720065,0.02,0
11,8,0.373298550690091,0.01,0
11,9,0.303430354304934,0.01,0
11,10,0.454625472832036,0.02,0
11,11,0.617159181441433,0.01,0
11,12,0.447919985507612,0.02,0
11,13,0.488090312859717,0.01,0
12,7,0.371402893585954,0.00999999999999995,0
12,8,0.565387579509977,0.00999999999999995,0
12,9,0.599795157623694,0,0
12,10,0.379943429886415,0,0
12,11,0.29535736030349,0,0
12,12,1.14025829031179,0.02,0
12,13,0.375928423346617,0,0
13,7,0.283962942155396,0.02,0
13,8,0.367380057253469,0.02,0
13,9,0.448056339439948,0,0
13,10,1.1439142471885,0.02,0
13,11,0.564125730807362,0,0
13,12,0.535972245713261,0,0
13,13,0.300357252680006,0.02,0
